Localidade;Ano;PopulacaoEstimada0-4;PopulacaoEstimada5-9;PopulacaoEstimada10-14;PopulacaoEstimada15-19;PopulacaoEstimada20-29;PopulacaoEstimada30-39;PopulacaoEstimada40-49;PopulacaoEstimada50-59;PopulacaoEstimada60-69;PopulacaoEstimada70-79;PopulacaoEstimada80
Rianápolis;2006;400;411;417;436;750;711;497;378;249;126;44
Rianápolis;2008;317;341;334;324;684;654;596;442;327;176;74
Rianápolis;2009;302;339;327;316;674;642;612;447;339;184;80
Rianápolis;2011;;;;;;;;;;;
Rianápolis;2012;;;;;;;;;;;
Rianápolis;2013;;;;;;;;;;;
Rianápolis;2014;;;;;;;;;;;
Rianápolis;2015;;;;;;;;;;;
Rianápolis;2016;;;;;;;;;;;
Rianápolis;2017;;;;;;;;;;;
Rianápolis;2018;;;;;;;;;;;
Rianápolis;2019;;;;;;;;;;;
Rio Quente;1992;;;;;;;;;;;
Rio Quente;1993;;;;;;;;;;;
Rio Quente;1994;;;;;;;;;;;
Rio Quente;1995;;;;;;;;;;;
Rio Quente;1997;;;;;;;;;;;
Rio Quente;1998;;;;;;;;;;;
Rio Quente;1999;;;;;;;;;;;
Rio Quente;2001;200;226;227;199;465;374;273;160;80;36;14
Rio Quente;2002;210;235;239;208;488;392;287;168;84;37;15
Rio Quente;2003;220;247;252;220;513;412;301;177;89;39;15
Rio Quente;2004;232;261;264;230;538;433;316;185;93;41;16
Rio Quente;2005;256;288;291;254;596;479;349;205;103;45;18
Rio Quente;2006;268;301;305;267;625;503;367;215;108;48;19
Rio Quente;2008;262;264;271;302;609;658;402;248;98;44;19
Rio Quente;2009;264;274;271;306;629;683;430;260;104;44;19
Rio Quente;2011;;;;;;;;;;;
Rio Quente;2012;;;;;;;;;;;
Rio Quente;2013;;;;;;;;;;;
Rio Quente;2014;;;;;;;;;;;
Rio Quente;2015;;;;;;;;;;;
Rio Quente;2016;;;;;;;;;;;
Rio Quente;2017;;;;;;;;;;;
Rio Quente;2018;;;;;;;;;;;
Rio Quente;2019;;;;;;;;;;;
Rio Verde;1992;;;;;;;;;;;
Rio Verde;1993;;;;;;;;;;;
Rio Verde;1994;;;;;;;;;;;
Rio Verde;1995;;;;;;;;;;;
Rio Verde;1997;;;;;;;;;;;
Rio Verde;1998;;;;;;;;;;;
Rio Verde;1999;;;;;;;;;;;
Rio Verde;2001;10800;11584;12093;12327;22763;19783;13682;8493;4926;2478;901
Rio Verde;2002;11010;11809;12327;12566;23204;20167;13948;8658;5021;2527;918
Rio Verde;2003;11245;12059;12589;12832;23698;20596;14244;8842;5129;2581;938
Rio Verde;2004;11478;12309;12852;13101;24190;21024;14541;9026;5235;2634;957
Rio Verde;2005;12008;12878;13445;13705;25308;21996;15212;9443;5477;2756;1001
Rio Verde;2006;12278;13169;13749;14014;25878;22490;15555;9655;5600;2819;1024
Rio Verde;2008;12493;12846;13325;14430;30423;26883;21306;13609;7911;3908;1684
Rio Verde;2009;12386;13158;13276;14540;31083;27746;22234;14339;8329;4136;1796
Rio Verde;2011;;;;;;;;;;;
Rio Verde;2012;;;;;;;;;;;
Rio Verde;2013;;;;;;;;;;;
Rio Verde;2014;;;;;;;;;;;
Rio Verde;2015;;;;;;;;;;;
Rio Verde;2016;;;;;;;;;;;
Rio Verde;2017;;;;;;;;;;;
Rio Verde;2018;;;;;;;;;;;
Rio Verde;2019;;;;;;;;;;;
Rubiataba;1992;;;;;;;;;;;
Rubiataba;1993;;;;;;;;;;;
Rubiataba;1994;;;;;;;;;;;
Rubiataba;1995;;;;;;;;;;;
Rubiataba;1997;;;;;;;;;;;
Rubiataba;1998;;;;;;;;;;;
Rubiataba;1999;;;;;;;;;;;
Rubiataba;2001;1553;1720;1793;1754;3176;2875;2122;1526;1028;524;183
Rubiataba;2002;1563;1733;1805;1768;3198;2896;2136;1537;1035;527;184
Rubiataba;2003;1574;1745;1820;1781;3221;2917;2153;1548;1044;532;185
Rubiataba;2004;1587;1759;1833;1794;3245;2939;2168;1559;1051;535;187
Rubiataba;2005;1612;1788;1863;1823;3299;2987;2204;1585;1069;545;190
Rubiataba;2006;1627;1803;1879;1838;3326;3012;2222;1598;1077;548;191
Rubiataba;2008;1375;1478;1532;1591;3076;2925;2590;1801;1225;697;293
Rubiataba;2009;1330;1478;1488;1567;3072;2899;2645;1853;1257;718;310
Rubiataba;2011;;;;;;;;;;;
Rubiataba;2012;;;;;;;;;;;
Rubiataba;2013;;;;;;;;;;;
Rubiataba;2014;;;;;;;;;;;
Rubiataba;2015;;;;;;;;;;;
Rubiataba;2016;;;;;;;;;;;
Rubiataba;2017;;;;;;;;;;;
Rubiataba;2018;;;;;;;;;;;
Rubiataba;2019;;;;;;;;;;;
Sanclerlândia;1992;;;;;;;;;;;
Sanclerlândia;1993;;;;;;;;;;;
Sanclerlândia;1994;;;;;;;;;;;
Sanclerlândia;1995;;;;;;;;;;;
Sanclerlândia;1997;;;;;;;;;;;
Sanclerlândia;1998;;;;;;;;;;;
Sanclerlândia;1999;;;;;;;;;;;
Sanclerlândia;2001;585;713;760;739;1266;1204;869;644;427;199;81
Sanclerlândia;2002;595;723;770;749;1278;1216;877;652;431;201;81
Sanclerlândia;2003;595;723;770;749;1281;1219;879;652;432;202;82
Sanclerlândia;2004;595;724;772;749;1284;1222;881;654;433;202;82
Sanclerlândia;2005;600;728;775;754;1291;1228;886;658;436;203;82
Sanclerlândia;2006;600;731;778;757;1294;1231;888;659;436;203;82
Sanclerlândia;2008;527;556;609;670;1338;1196;1123;824;603;324;135
Sanclerlândia;2009;512;554;578;652;1340;1197;1150;850;616;345;143
Sanclerlândia;2011;;;;;;;;;;;
Sanclerlândia;2012;;;;;;;;;;;
Sanclerlândia;2013;;;;;;;;;;;
Sanclerlândia;2014;;;;;;;;;;;
Sanclerlândia;2015;;;;;;;;;;;
Sanclerlândia;2016;;;;;;;;;;;
Sanclerlândia;2017;;;;;;;;;;;
Sanclerlândia;2018;;;;;;;;;;;
Sanclerlândia;2019;;;;;;;;;;;
Santa Bárbara de Goiás;1992;;;;;;;;;;;
Santa Bárbara de Goiás;1993;;;;;;;;;;;
Santa Bárbara de Goiás;1994;;;;;;;;;;;
Santa Bárbara de Goiás;1995;;;;;;;;;;;
Santa Bárbara de Goiás;1997;;;;;;;;;;;
Santa Bárbara de Goiás;1998;;;;;;;;;;;
Santa Bárbara de Goiás;1999;;;;;;;;;;;
Santa Bárbara de Goiás;2001;473;519;547;489;919;813;566;365;230;117;40
Santa Bárbara de Goiás;2002;484;530;558;500;938;830;577;371;235;119;41
Santa Bárbara de Goiás;2003;493;541;568;511;957;845;589;379;239;122;42
Santa Bárbara de Goiás;2004;502;552;580;521;975;862;601;386;244;124;42
Santa Bárbara de Goiás;2005;523;575;604;541;1017;899;626;403;255;129;44
Santa Bárbara de Goiás;2006;535;587;617;554;1038;917;640;412;260;131;45
Santa Bárbara de Goiás;2008;481;505;515;542;1055;967;823;514;305;162;67
Santa Bárbara de Goiás;2009;476;518;511;541;1061;991;850;546;313;169;72
Santa Bárbara de Goiás;2011;;;;;;;;;;;
Santa Bárbara de Goiás;2012;;;;;;;;;;;
Santa Bárbara de Goiás;2013;;;;;;;;;;;
Santa Bárbara de Goiás;2014;;;;;;;;;;;
Santa Bárbara de Goiás;2015;;;;;;;;;;;
Santa Bárbara de Goiás;2016;;;;;;;;;;;
Santa Bárbara de Goiás;2017;;;;;;;;;;;
Santa Bárbara de Goiás;2018;;;;;;;;;;;
Santa Bárbara de Goiás;2019;;;;;;;;;;;
Santa Cruz de Goiás;1992;;;;;;;;;;;
Santa Cruz de Goiás;1993;;;;;;;;;;;
Santa Cruz de Goiás;1994;;;;;;;;;;;
Santa Cruz de Goiás;1995;;;;;;;;;;;
Santa Cruz de Goiás;1997;;;;;;;;;;;
Santa Cruz de Goiás;1998;;;;;;;;;;;
Santa Cruz de Goiás;1999;;;;;;;;;;;
Santa Cruz de Goiás;2001;292;303;304;321;570;581;425;315;228;111;34
Santa Cruz de Goiás;2002;297;308;309;326;573;585;428;317;229;113;34
Santa Cruz de Goiás;2003;297;308;309;326;576;587;431;319;231;113;35
Santa Cruz de Goiás;2004;300;310;312;329;580;591;434;321;231;114;35
Santa Cruz de Goiás;2005;303;315;314;332;587;599;439;325;234;116;35
Santa Cruz de Goiás;2006;305;316;318;335;591;603;442;327;236;116;36
Santa Cruz de Goiás;2008;250;247;250;266;596;593;562;397;280;157;65
Santa Cruz de Goiás;2009;247;247;244;264;597;583;574;414;280;169;68
Santa Cruz de Goiás;2011;;;;;;;;;;;
Santa Cruz de Goiás;2012;;;;;;;;;;;
Santa Cruz de Goiás;2013;;;;;;;;;;;
Santa Cruz de Goiás;2014;;;;;;;;;;;
Santa Cruz de Goiás;2015;;;;;;;;;;;
Santa Cruz de Goiás;2016;;;;;;;;;;;
Santa Cruz de Goiás;2017;;;;;;;;;;;
Santa Cruz de Goiás;2018;;;;;;;;;;;
Santa Cruz de Goiás;2019;;;;;;;;;;;
Santa Fé de Goiás;1992;;;;;;;;;;;
Santa Fé de Goiás;1993;;;;;;;;;;;
Santa Fé de Goiás;1994;;;;;;;;;;;
Santa Fé de Goiás;1995;;;;;;;;;;;
Santa Fé de Goiás;1997;;;;;;;;;;;
Santa Fé de Goiás;1998;;;;;;;;;;;
Santa Fé de Goiás;1999;;;;;;;;;;;
Santa Fé de Goiás;2001;431;398;404;427;792;661;456;291;188;72;26
Santa Fé de Goiás;2002;438;403;409;433;802;669;462;294;190;72;27
Santa Fé de Goiás;2003;445;408;416;438;812;677;468;298;192;73;27
Santa Fé de Goiás;2004;450;414;422;443;823;686;474;302;196;74;27
Santa Fé de Goiás;2005;463;427;433;456;846;706;488;310;201;76;28
Santa Fé de Goiás;2006;470;433;439;463;858;716;495;315;203;77;29
Santa Fé de Goiás;2008;440;461;416;401;878;809;631;406;218;115;37
Santa Fé de Goiás;2009;430;467;425;402;877;831;650;423;222;119;38
Santa Fé de Goiás;2011;;;;;;;;;;;
Santa Fé de Goiás;2012;;;;;;;;;;;
Santa Fé de Goiás;2013;;;;;;;;;;;
Santa Fé de Goiás;2014;;;;;;;;;;;
Santa Fé de Goiás;2015;;;;;;;;;;;
Santa Fé de Goiás;2016;;;;;;;;;;;
Santa Fé de Goiás;2017;;;;;;;;;;;
Santa Fé de Goiás;2018;;;;;;;;;;;
Santa Fé de Goiás;2019;;;;;;;;;;;
Santa Helena de Goiás;1992;;;;;;;;;;;
Santa Helena de Goiás;1993;;;;;;;;;;;
Santa Helena de Goiás;1994;;;;;;;;;;;
Santa Helena de Goiás;1995;;;;;;;;;;;
Santa Helena de Goiás;1997;;;;;;;;;;;
Santa Helena de Goiás;1998;;;;;;;;;;;
Santa Helena de Goiás;1999;;;;;;;;;;;
Santa Helena de Goiás;2001;3109;3167;3553;3588;6198;5575;4102;2621;1683;827;273
Santa Helena de Goiás;2002;3120;3177;3568;3604;6224;5598;4119;2633;1690;831;274
Santa Helena de Goiás;2003;3132;3192;3582;3618;6248;5620;4135;2642;1697;835;275
Santa Helena de Goiás;2004;3146;3204;3595;3631;6273;5642;4152;2653;1703;838;276
Santa Helena de Goiás;2005;3172;3232;3628;3664;6328;5692;4188;2676;1719;845;279
Santa Helena de Goiás;2006;3187;3247;3644;3680;6356;5717;4207;2688;1727;849;280
Santa Helena de Goiás;2008;2800;2947;2860;3054;6660;5648;4997;3486;2124;1155;467
Santa Helena de Goiás;2009;2710;2938;2834;2948;6639;5719;5063;3596;2189;1204;497
Santa Helena de Goiás;2011;;;;;;;;;;;
Santa Helena de Goiás;2012;;;;;;;;;;;
Santa Helena de Goiás;2013;;;;;;;;;;;
Santa Helena de Goiás;2014;;;;;;;;;;;
Santa Helena de Goiás;2015;;;;;;;;;;;
Santa Helena de Goiás;2016;;;;;;;;;;;
Santa Helena de Goiás;2017;;;;;;;;;;;
Santa Helena de Goiás;2018;;;;;;;;;;;
Santa Helena de Goiás;2019;;;;;;;;;;;
Santa Isabel;1992;;;;;;;;;;;
Santa Isabel;1993;;;;;;;;;;;
Santa Isabel;1994;;;;;;;;;;;
Santa Isabel;1995;;;;;;;;;;;
Santa Isabel;1997;;;;;;;;;;;
Santa Isabel;1998;;;;;;;;;;;
Santa Isabel;1999;;;;;;;;;;;
Santa Isabel;2001;284;324;329;308;581;604;410;318;243;106;42
Santa Isabel;2002;283;324;329;308;577;600;408;316;241;105;41
Santa Isabel;2003;281;319;326;305;572;594;405;314;239;104;41
Santa Isabel;2004;278;319;323;302;568;590;401;311;237;104;41
Santa Isabel;2005;274;312;316;297;557;579;394;305;232;101;40
Santa Isabel;2006;270;309;314;294;551;573;389;302;230;101;39
Santa Isabel;2008;228;249;276;287;526;546;587;373;272;174;62
Santa Isabel;2009;217;246;264;283;528;538;592;385;278;180;66
Santa Isabel;2011;;;;;;;;;;;
Santa Isabel;2012;;;;;;;;;;;
Santa Isabel;2013;;;;;;;;;;;
Santa Isabel;2014;;;;;;;;;;;
Santa Isabel;2015;;;;;;;;;;;
Santa Isabel;2016;;;;;;;;;;;
Santa Isabel;2017;;;;;;;;;;;
Santa Isabel;2018;;;;;;;;;;;
Santa Isabel;2019;;;;;;;;;;;
Santa Rita do Araguaia;1992;;;;;;;;;;;
Santa Rita do Araguaia;1993;;;;;;;;;;;
Santa Rita do Araguaia;1994;;;;;;;;;;;
Santa Rita do Araguaia;1995;;;;;;;;;;;
Santa Rita do Araguaia;1997;;;;;;;;;;;
Santa Rita do Araguaia;1998;;;;;;;;;;;
Santa Rita do Araguaia;1999;;;;;;;;;;;
Santa Rita do Araguaia;2001;507;505;510;514;932;760;578;376;269;132;61
Santa Rita do Araguaia;2002;513;511;516;521;942;768;584;380;273;133;61
Santa Rita do Araguaia;2003;519;516;521;526;952;776;590;385;275;135;62
Santa Rita do Araguaia;2004;524;522;526;531;961;784;596;389;278;136;63
Santa Rita do Araguaia;2005;536;535;540;545;983;802;610;397;284;138;64
Santa Rita do Araguaia;2006;543;540;546;550;995;811;617;402;287;140;65
Santa Rita do Araguaia;2008;521;561;533;518;1071;931;744;565;391;233;103
Santa Rita do Araguaia;2009;509;569;537;521;1068;960;763;588;407;246;110
Santa Rita do Araguaia;2011;;;;;;;;;;;
Santa Rita do Araguaia;2012;;;;;;;;;;;
Santa Rita do Araguaia;2013;;;;;;;;;;;
Santa Rita do Araguaia;2014;;;;;;;;;;;
Santa Rita do Araguaia;2015;;;;;;;;;;;
Santa Rita do Araguaia;2016;;;;;;;;;;;
Santa Rita do Araguaia;2017;;;;;;;;;;;
Santa Rita do Araguaia;2018;;;;;;;;;;;
Santa Rita do Araguaia;2019;;;;;;;;;;;
Santa Rita do Novo Destino;1992;;;;;;;;;;;
Santa Rita do Novo Destino;1993;;;;;;;;;;;
Santa Rita do Novo Destino;1994;;;;;;;;;;;
Santa Rita do Novo Destino;1995;;;;;;;;;;;
Santa Rita do Novo Destino;1997;;;;;;;;;;;
Santa Rita do Novo Destino;1998;;;;;;;;;;;
Santa Rita do Novo Destino;1999;;;;;;;;;;;
Santa Rita do Novo Destino;2001;286;333;356;323;512;479;328;217;146;52;33
Santa Rita do Novo Destino;2002;286;333;356;323;512;479;328;217;146;52;33
Santa Rita do Novo Destino;2003;286;333;356;323;515;481;329;219;146;53;34
Santa Rita do Novo Destino;2004;287;335;360;324;517;484;331;220;147;53;34
Santa Rita do Novo Destino;2005;291;338;363;329;524;490;335;222;149;53;34
Santa Rita do Novo Destino;2006;293;342;365;330;527;492;338;224;149;55;34
Santa Rita do Novo Destino;2008;306;306;316;339;637;523;489;298;179;99;36
Santa Rita do Novo Destino;2009;298;313;310;334;648;529;504;309;185;108;39
Santa Rita do Novo Destino;2011;;;;;;;;;;;
Santa Rita do Novo Destino;2012;;;;;;;;;;;
Santa Rita do Novo Destino;2013;;;;;;;;;;;
Santa Rita do Novo Destino;2014;;;;;;;;;;;
Santa Rita do Novo Destino;2015;;;;;;;;;;;
Santa Rita do Novo Destino;2016;;;;;;;;;;;
Santa Rita do Novo Destino;2017;;;;;;;;;;;
Santa Rita do Novo Destino;2018;;;;;;;;;;;
Santa Rita do Novo Destino;2019;;;;;;;;;;;
Santa Rosa de Goiás;1992;;;;;;;;;;;
Santa Rosa de Goiás;1993;;;;;;;;;;;
Santa Rosa de Goiás;1994;;;;;;;;;;;
Santa Rosa de Goiás;1995;;;;;;;;;;;
Santa Rosa de Goiás;1997;;;;;;;;;;;
Santa Rosa de Goiás;1998;;;;;;;;;;;
Santa Rosa de Goiás;1999;;;;;;;;;;;
Santa Rosa de Goiás;2001;254;305;363;313;537;593;445;316;207;110;48
Santa Rosa de Goiás;2002;253;302;358;309;532;588;441;313;205;109;48
Santa Rosa de Goiás;2003;248;298;353;306;525;580;435;308;202;107;47
Santa Rosa de Goiás;2004;246;294;349;302;519;573;429;305;199;106;47
Santa Rosa de Goiás;2005;240;286;339;293;504;557;418;297;194;103;45
Santa Rosa de Goiás;2006;235;282;334;289;496;549;411;292;191;101;45
Santa Rosa de Goiás;2008;173;185;197;224;437;410;444;334;243;130;64
Santa Rosa de Goiás;2009;161;179;183;206;429;389;443;337;245;133;65
Santa Rosa de Goiás;2011;;;;;;;;;;;
Santa Rosa de Goiás;2012;;;;;;;;;;;
Santa Rosa de Goiás;2013;;;;;;;;;;;
Santa Rosa de Goiás;2014;;;;;;;;;;;
Santa Rosa de Goiás;2015;;;;;;;;;;;
Santa Rosa de Goiás;2016;;;;;;;;;;;
Santa Rosa de Goiás;2017;;;;;;;;;;;
Santa Rosa de Goiás;2018;;;;;;;;;;;
Santa Rosa de Goiás;2019;;;;;;;;;;;
Santa Tereza de Goiás;1992;;;;;;;;;;;
Santa Tereza de Goiás;1993;;;;;;;;;;;
Santa Tereza de Goiás;1994;;;;;;;;;;;
Santa Tereza de Goiás;1995;;;;;;;;;;;
Santa Tereza de Goiás;1997;;;;;;;;;;;
Santa Tereza de Goiás;1998;;;;;;;;;;;
Santa Tereza de Goiás;1999;;;;;;;;;;;
Santa Tereza de Goiás;2001;410;418;437;545;859;658;511;380;248;135;44
Santa Tereza de Goiás;2002;407;416;433;540;853;654;508;377;246;134;43
Santa Tereza de Goiás;2003;405;411;430;535;846;648;503;373;244;134;43
Santa Tereza de Goiás;2004;400;409;428;530;839;643;499;371;241;132;42
Santa Tereza de Goiás;2005;394;401;419;519;822;630;489;364;237;129;42
Santa Tereza de Goiás;2006;389;397;415;515;813;623;484;360;234;129;41
Santa Tereza de Goiás;2008;321;355;332;320;757;626;523;402;307;176;77
Santa Tereza de Goiás;2009;301;352;324;311;719;636;518;404;321;181;82
Santa Tereza de Goiás;2011;;;;;;;;;;;
Santa Tereza de Goiás;2012;;;;;;;;;;;
Santa Tereza de Goiás;2013;;;;;;;;;;;
Santa Tereza de Goiás;2014;;;;;;;;;;;
Santa Tereza de Goiás;2015;;;;;;;;;;;
Santa Tereza de Goiás;2016;;;;;;;;;;;
Santa Tereza de Goiás;2017;;;;;;;;;;;
Santa Tereza de Goiás;2018;;;;;;;;;;;
Santa Tereza de Goiás;2019;;;;;;;;;;;
Santa Terezinha de Goiás;1992;;;;;;;;;;;
Santa Terezinha de Goiás;1993;;;;;;;;;;;
Santa Terezinha de Goiás;1994;;;;;;;;;;;
Santa Terezinha de Goiás;1995;;;;;;;;;;;
Santa Terezinha de Goiás;1997;;;;;;;;;;;
Santa Terezinha de Goiás;1998;;;;;;;;;;;
Santa Terezinha de Goiás;1999;;;;;;;;;;;
Santa Terezinha de Goiás;2001;988;1175;1278;1273;1877;1754;1307;880;559;271;76
Santa Terezinha de Goiás;2002;957;1136;1235;1232;1817;1698;1265;851;540;261;74
Santa Terezinha de Goiás;2003;919;1092;1187;1183;1744;1630;1215;817;519;251;71
Santa Terezinha de Goiás;2004;880;1047;1137;1133;1672;1563;1165;784;498;241;68
Santa Terezinha de Goiás;2005;794;945;1027;1023;1509;1410;1050;707;449;217;61
Santa Terezinha de Goiás;2006;751;892;970;966;1425;1332;992;668;424;206;58
Santa Terezinha de Goiás;2008;893;904;959;1041;2029;1618;1592;1249;895;490;186
Santa Terezinha de Goiás;2009;859;901;902;1002;2021;1576;1611;1288;943;524;202
Santa Terezinha de Goiás;2011;;;;;;;;;;;
Santa Terezinha de Goiás;2012;;;;;;;;;;;
Santa Terezinha de Goiás;2013;;;;;;;;;;;
Santa Terezinha de Goiás;2014;;;;;;;;;;;
Santa Terezinha de Goiás;2015;;;;;;;;;;;
Santa Terezinha de Goiás;2016;;;;;;;;;;;
Santa Terezinha de Goiás;2017;;;;;;;;;;;
Santa Terezinha de Goiás;2018;;;;;;;;;;;
Santa Terezinha de Goiás;2019;;;;;;;;;;;
Santo Antônio da Barra;1992;;;;;;;;;;;
Santo Antônio da Barra;1993;;;;;;;;;;;
Santo Antônio da Barra;1994;;;;;;;;;;;
Santo Antônio da Barra;1995;;;;;;;;;;;
Santo Antônio da Barra;1997;;;;;;;;;;;
Santo Antônio da Barra;1998;;;;;;;;;;;
Santo Antônio da Barra;1999;;;;;;;;;;;
Santo Antônio da Barra;2001;417;417;434;460;716;610;452;335;188;86;36
Santo Antônio da Barra;2002;424;424;442;468;727;619;459;340;190;87;36
Santo Antônio da Barra;2003;431;431;449;477;741;630;468;346;194;89;37
Santo Antônio da Barra;2004;438;440;458;485;754;642;475;352;198;91;38
Santo Antônio da Barra;2005;456;456;475;504;784;668;495;367;205;94;39
Santo Antônio da Barra;2006;465;465;483;514;799;681;504;374;209;96;40
Santo Antônio da Barra;2008;367;391;367;362;790;633;536;380;273;126;51
Santo Antônio da Barra;2009;355;393;363;354;776;646;548;394;279;133;56
Santo Antônio da Barra;2011;;;;;;;;;;;
Santo Antônio da Barra;2012;;;;;;;;;;;
Santo Antônio da Barra;2013;;;;;;;;;;;
Santo Antônio da Barra;2014;;;;;;;;;;;
Santo Antônio da Barra;2015;;;;;;;;;;;
Santo Antônio da Barra;2016;;;;;;;;;;;
Santo Antônio da Barra;2017;;;;;;;;;;;
Santo Antônio da Barra;2018;;;;;;;;;;;
Santo Antônio da Barra;2019;;;;;;;;;;;
Santo Antônio de Goiás;1992;;;;;;;;;;;
Santo Antônio de Goiás;1993;;;;;;;;;;;
Santo Antônio de Goiás;1994;;;;;;;;;;;
Santo Antônio de Goiás;1995;;;;;;;;;;;
Santo Antônio de Goiás;1997;;;;;;;;;;;
Santo Antônio de Goiás;1998;;;;;;;;;;;
Santo Antônio de Goiás;1999;;;;;;;;;;;
Santo Antônio de Goiás;2001;312;338;330;384;617;534;355;197;103;51;21
Santo Antônio de Goiás;2002;322;348;341;398;636;550;366;202;107;52;22
Santo Antônio de Goiás;2003;333;359;352;410;656;567;377;209;110;54;22
Santo Antônio de Goiás;2004;343;371;362;423;677;585;390;215;114;57;23
Santo Antônio de Goiás;2005;367;397;387;452;724;626;416;231;122;60;25
Santo Antônio de Goiás;2006;379;410;399;466;748;647;431;238;125;62;25
Santo Antônio de Goiás;2008;350;363;368;371;842;741;526;293;159;81;35
Santo Antônio de Goiás;2009;348;371;363;379;857;760;562;303;166;82;36
Santo Antônio de Goiás;2011;;;;;;;;;;;
Santo Antônio de Goiás;2012;;;;;;;;;;;
Santo Antônio de Goiás;2013;;;;;;;;;;;
Santo Antônio de Goiás;2014;;;;;;;;;;;
Santo Antônio de Goiás;2015;;;;;;;;;;;
Santo Antônio de Goiás;2016;;;;;;;;;;;
Santo Antônio de Goiás;2017;;;;;;;;;;;
Santo Antônio de Goiás;2018;;;;;;;;;;;
Santo Antônio de Goiás;2019;;;;;;;;;;;
Santo Antônio do Descoberto;1992;;;;;;;;;;;
Santo Antônio do Descoberto;1993;;;;;;;;;;;
Santo Antônio do Descoberto;1994;;;;;;;;;;;
Santo Antônio do Descoberto;1995;;;;;;;;;;;
Santo Antônio do Descoberto;1997;;;;;;;;;;;
Santo Antônio do Descoberto;1998;;;;;;;;;;;
Santo Antônio do Descoberto;1999;;;;;;;;;;;
Santo Antônio do Descoberto;2001;7726;6887;6101;6205;11280;8048;4744;2800;1628;689;259
Santo Antônio do Descoberto;2002;8170;7283;6454;6561;11929;8512;5018;2961;1722;729;273
Santo Antônio do Descoberto;2003;8660;7721;6842;6957;12645;9022;5318;3139;1825;773;290
Santo Antônio do Descoberto;2004;9150;8158;7226;7350;13359;9532;5619;3316;1928;817;306
Santo Antônio do Descoberto;2005;10261;9148;8106;8242;14981;10690;6301;3719;2163;916;343
Santo Antônio do Descoberto;2006;10825;9651;8551;8696;15807;11280;6648;3924;2282;967;362
Santo Antônio do Descoberto;2008;6978;6711;6111;5696;11250;9324;5732;3214;1740;837;315
Santo Antônio do Descoberto;2009;6819;6749;6129;5786;11204;9568;5954;3295;1774;874;324
Santo Antônio do Descoberto;2011;;;;;;;;;;;
Santo Antônio do Descoberto;2012;;;;;;;;;;;
Santo Antônio do Descoberto;2013;;;;;;;;;;;
Santo Antônio do Descoberto;2014;;;;;;;;;;;
Santo Antônio do Descoberto;2015;;;;;;;;;;;
Santo Antônio do Descoberto;2016;;;;;;;;;;;
Santo Antônio do Descoberto;2017;;;;;;;;;;;
Santo Antônio do Descoberto;2018;;;;;;;;;;;
Santo Antônio do Descoberto;2019;;;;;;;;;;;
São Domingos;1992;;;;;;;;;;;
São Domingos;1993;;;;;;;;;;;
São Domingos;1994;;;;;;;;;;;
São Domingos;1995;;;;;;;;;;;
São Domingos;1997;;;;;;;;;;;
São Domingos;1998;;;;;;;;;;;
São Domingos;1999;;;;;;;;;;;
São Domingos;2001;1014;972;1175;1165;1626;1194;927;635;449;235;123
São Domingos;2002;1013;967;1172;1162;1622;1191;925;634;448;234;123
São Domingos;2003;1004;962;1164;1153;1611;1182;918;628;445;233;122
São Domingos;2004;998;952;1155;1147;1599;1174;912;624;442;231;121
São Domingos;2005;982;937;1136;1127;1573;1155;897;614;434;227;119
São Domingos;2006;974;930;1127;1117;1560;1145;889;609;431;226;118
São Domingos;2008;1034;1049;875;880;1886;1332;1102;867;574;347;170
São Domingos;2009;996;1064;885;833;1863;1373;1124;890;592;360;177
São Domingos;2011;;;;;;;;;;;
São Domingos;2012;;;;;;;;;;;
São Domingos;2013;;;;;;;;;;;
São Domingos;2014;;;;;;;;;;;
São Domingos;2015;;;;;;;;;;;
São Domingos;2016;;;;;;;;;;;
São Domingos;2017;;;;;;;;;;;
São Domingos;2018;;;;;;;;;;;
São Domingos;2019;;;;;;;;;;;
São Francisco de Goiás;1992;;;;;;;;;;;
São Francisco de Goiás;1993;;;;;;;;;;;
São Francisco de Goiás;1994;;;;;;;;;;;
São Francisco de Goiás;1995;;;;;;;;;;;
São Francisco de Goiás;1997;;;;;;;;;;;
São Francisco de Goiás;1998;;;;;;;;;;;
São Francisco de Goiás;1999;;;;;;;;;;;
São Francisco de Goiás;2001;572;593;613;567;998;935;655;530;327;164;48
São Francisco de Goiás;2002;574;596;617;569;1002;939;658;532;329;164;48
São Francisco de Goiás;2003;574;596;617;569;1004;941;659;532;329;164;48
São Francisco de Goiás;2004;574;596;617;569;1004;941;659;532;329;164;48
São Francisco de Goiás;2005;574;596;617;569;1004;941;660;534;329;164;48
São Francisco de Goiás;2006;574;596;617;569;1005;942;660;534;330;164;48
São Francisco de Goiás;2008;488;505;487;492;953;875;817;550;395;204;81
São Francisco de Goiás;2009;473;502;479;481;947;864;828;564;407;211;86
São Francisco de Goiás;2011;;;;;;;;;;;
São Francisco de Goiás;2012;;;;;;;;;;;
São Francisco de Goiás;2013;;;;;;;;;;;
São Francisco de Goiás;2014;;;;;;;;;;;
São Francisco de Goiás;2015;;;;;;;;;;;
São Francisco de Goiás;2016;;;;;;;;;;;
São Francisco de Goiás;2017;;;;;;;;;;;
São Francisco de Goiás;2018;;;;;;;;;;;
São Francisco de Goiás;2019;;;;;;;;;;;
