Localidade;Ano;LigacoesAgua;PercentualPopulacaoAtendidaAgua
Cachoeira Dourada;2018;2501;100
Caçu;2000;2786;
Caçu;2001;2881;
Caçu;2002;3088;
Caçu;2003;3149;
Caçu;2004;3232;
Caçu;2005;3234;92,87
Caçu;2006;3311;94,49
Caçu;2007;3377;99,32
Caçu;2008;3510;100
Caçu;2009;3619;100
Caçu;2010;3707;96,6
Caçu;2011;3784;93,43
Caçu;2012;3893;94,5
Caçu;2013;4009;91,5
Caçu;2014;4393;99,7
Caçu;2015;4494;100
Caçu;2016;4569;100
Caçu;2017;4746;100
Caçu;2018;4915;100
Caiapônia;2000;3838;
Caiapônia;2001;3918;
Caiapônia;2002;4402;
Caiapônia;2003;4465;
Caiapônia;2004;4596;
Caiapônia;2005;4587;91,22
Caiapônia;2006;4696;92,5
Caiapônia;2007;4816;100
Caiapônia;2008;5011;100
Caiapônia;2009;5115;100
Caiapônia;2010;5228;96,5
Caiapônia;2011;5321;96,47
Caiapônia;2012;5421;96,72
Caiapônia;2013;5542;96,7
Caiapônia;2014;5667;96,9
Caiapônia;2015;5778;96,9
Caiapônia;2016;6052;96,7
Caiapônia;2017;6208;96,8
Caiapônia;2018;6364;96,8
Caldas Novas;2000;;
Caldas Novas;2001;;
Caldas Novas;2002;;
Caldas Novas;2003;;
Caldas Novas;2004;;
Caldas Novas;2005;;
Caldas Novas;2006;;
Caldas Novas;2007;;
Caldas Novas;2008;;
Caldas Novas;2009;;
Caldas Novas;2010;;
Caldas Novas;2011;;
Caldas Novas;2012;;
Caldas Novas;2013;;
Caldas Novas;2014;;
Caldas Novas;2015;;
Caldas Novas;2016;;
Caldas Novas;2017;;
Caldas Novas;2018;;
Caldazinha;2000;421;
Caldazinha;2001;455;
Caldazinha;2002;488;
Caldazinha;2003;539;
Caldazinha;2004;580;
Caldazinha;2005;590;92,77
Caldazinha;2006;641;97,26
Caldazinha;2007;663;100
Caldazinha;2008;689;100
Caldazinha;2009;708;100
Caldazinha;2010;715;100
Caldazinha;2011;732;100
Caldazinha;2012;755;100
Caldazinha;2013;818;100
Caldazinha;2014;877;100
Caldazinha;2015;965;100
Caldazinha;2016;1042;100
Caldazinha;2017;1073;100
Caldazinha;2018;1103;100
Campestre de Goiás;2000;594;
Campestre de Goiás;2001;630;
Campestre de Goiás;2002;644;
Campestre de Goiás;2003;652;
Campestre de Goiás;2004;710;
Campestre de Goiás;2005;726;78,86
Campestre de Goiás;2006;738;74,53
Campestre de Goiás;2007;756;100
Campestre de Goiás;2008;783;100
Campestre de Goiás;2009;806;100
Campestre de Goiás;2010;837;100
Campestre de Goiás;2011;881;100
Campestre de Goiás;2012;920;100
Campestre de Goiás;2013;960;100
Campestre de Goiás;2014;986;100
Campestre de Goiás;2015;1005;100
Campestre de Goiás;2016;1025;100
Campestre de Goiás;2017;1048;100
Campestre de Goiás;2018;1141;100
Campinaçu;2000;534;
Campinaçu;2001;546;
Campinaçu;2002;581;
Campinaçu;2003;648;
Campinaçu;2004;693;
Campinaçu;2005;704;96,11
Campinaçu;2006;713;96,71
Campinaçu;2007;814;100
Campinaçu;2008;843;100
Campinaçu;2009;864;100
Campinaçu;2010;900;100
Campinaçu;2011;932;100
Campinaçu;2012;971;100
Campinaçu;2013;1014;100
Campinaçu;2014;1047;100
Campinaçu;2015;1148;100
Campinaçu;2016;1174;100
Campinaçu;2017;1193;100
Campinaçu;2018;1223;100
Campinorte;2000;1894;
Campinorte;2001;1958;
Campinorte;2002;1996;
Campinorte;2003;2080;
Campinorte;2004;2106;
Campinorte;2005;2152;88,51
Campinorte;2006;2251;90,06
Campinorte;2007;2440;89,38
Campinorte;2008;2614;93,51
Campinorte;2009;2870;96,7
Campinorte;2010;3050;93,2
Campinorte;2011;3259;100
Campinorte;2012;3503;100
Campinorte;2013;3826;100
Campinorte;2014;3986;100
Campinorte;2015;4115;100
Campinorte;2016;4220;100
Campinorte;2017;4350;100
Campinorte;2018;4399;100
Campo Alegre de Goiás;2000;1068;
Campo Alegre de Goiás;2001;1100;
Campo Alegre de Goiás;2002;1171;
Campo Alegre de Goiás;2003;1285;
Campo Alegre de Goiás;2004;1374;
Campo Alegre de Goiás;2005;1424;94,28
Campo Alegre de Goiás;2006;1466;96,98
Campo Alegre de Goiás;2007;1544;100
Campo Alegre de Goiás;2008;1616;100
Campo Alegre de Goiás;2009;1672;100
Campo Alegre de Goiás;2010;1716;100
Campo Alegre de Goiás;2011;1780;100
Campo Alegre de Goiás;2012;1856;100
Campo Alegre de Goiás;2013;1940;100
Campo Alegre de Goiás;2014;2010;100
Campo Alegre de Goiás;2015;2067;100
Campo Alegre de Goiás;2016;2131;100
Campo Alegre de Goiás;2017;2214;100
Campo Alegre de Goiás;2018;2277;100
Campo Limpo de Goiás;2000;;
Campo Limpo de Goiás;2001;781;
Campo Limpo de Goiás;2002;806;
Campo Limpo de Goiás;2003;1035;
Campo Limpo de Goiás;2004;1091;
Campo Limpo de Goiás;2005;1097;95,14
Campo Limpo de Goiás;2006;1142;96,64
Campo Limpo de Goiás;2007;1198;81,87
Campo Limpo de Goiás;2008;1247;81,41
Campo Limpo de Goiás;2009;1328;83,6
Campo Limpo de Goiás;2010;1375;88,6
Campo Limpo de Goiás;2011;1522;89,74
Campo Limpo de Goiás;2012;1665;97,4
Campo Limpo de Goiás;2013;1792;97,7
Campo Limpo de Goiás;2014;1928;100
Campo Limpo de Goiás;2015;2037;100
Campo Limpo de Goiás;2016;2116;100
Campo Limpo de Goiás;2017;2179;100
Campo Limpo de Goiás;2018;2238;100
Campos Belos;2000;3903;
Campos Belos;2001;4213;
Campos Belos;2002;4354;
Campos Belos;2003;4462;
Campos Belos;2004;4574;
Campos Belos;2005;4672;84,44
Campos Belos;2006;4829;84,8
Campos Belos;2007;5097;100
Campos Belos;2008;5312;100
Campos Belos;2009;5486;100
Campos Belos;2010;5645;100
Campos Belos;2011;5856;100
Campos Belos;2012;6105;100
Campos Belos;2013;6424;100
Campos Belos;2014;6894;100
Campos Belos;2015;7113;100
Campos Belos;2016;7208;100
Campos Belos;2017;7616;100
Campos Belos;2018;7750;100
Campos Verdes;2000;1640;
Campos Verdes;2001;1563;
Campos Verdes;2002;1557;
Campos Verdes;2003;1646;
Campos Verdes;2004;1477;
Campos Verdes;2005;1422;67,29
Campos Verdes;2006;1361;64,1
Campos Verdes;2007;1383;68,63
Campos Verdes;2008;1436;73,56
Campos Verdes;2009;1474;76,5
Campos Verdes;2010;1538;94,6
Campos Verdes;2011;1573;99,67
Campos Verdes;2012;1606;100
Campos Verdes;2013;1631;100
Campos Verdes;2014;1662;100
Campos Verdes;2015;1671;100
Campos Verdes;2016;1685;100
Campos Verdes;2017;1670;100
Campos Verdes;2018;1662;100
Carmo do Rio Verde;2000;1740;
Carmo do Rio Verde;2001;1780;
Carmo do Rio Verde;2002;1852;
Carmo do Rio Verde;2003;2037;
Carmo do Rio Verde;2004;2165;
Carmo do Rio Verde;2005;2216;92,6
Carmo do Rio Verde;2006;2282;94,84
Carmo do Rio Verde;2007;2369;98,88
Carmo do Rio Verde;2008;2456;97,74
Carmo do Rio Verde;2009;2604;100
Carmo do Rio Verde;2010;2674;100
Carmo do Rio Verde;2011;2735;100
Carmo do Rio Verde;2012;2830;100
Carmo do Rio Verde;2013;3002;100
Carmo do Rio Verde;2014;3117;100
Carmo do Rio Verde;2015;3172;100
Carmo do Rio Verde;2016;3248;100
Carmo do Rio Verde;2017;3293;100
Carmo do Rio Verde;2018;3323;100
Castelândia;2000;899;
Castelândia;2001;900;
Castelândia;2002;906;
Castelândia;2003;942;
Castelândia;2004;943;
Castelândia;2005;928;81,38
Castelândia;2006;921;79,58
Castelândia;2007;969;90,23
Castelândia;2008;998;92,99
Castelândia;2009;1030;95,9
Castelândia;2010;1066;90,6
Castelândia;2011;1111;92,19
Castelândia;2012;1202;100
Castelândia;2013;1276;100
Castelândia;2014;1301;100
Castelândia;2015;1316;100
Castelândia;2016;1320;100
Castelândia;2017;1370;100
Castelândia;2018;1377;100
Catalão;2000;18492;
Catalão;2001;19302;
Catalão;2002;;
Catalão;2003;;
Catalão;2004;;
Catalão;2005;;
Catalão;2006;;
Catalão;2007;;
Catalão;2008;;
Catalão;2009;;
Catalão;2010;;
Catalão;2011;;
Catalão;2012;;
Catalão;2013;;
Catalão;2014;;
Catalão;2015;;
Catalão;2016;;
Catalão;2017;;
Catalão;2018;;
Caturaí;2000;927;
Caturaí;2001;986;
Caturaí;2002;989;
Caturaí;2003;1010;
Caturaí;2004;1045;
Caturaí;2005;1043;84,49
Caturaí;2006;1085;86,43
Caturaí;2007;1134;95,69
Caturaí;2008;1174;95,89
Caturaí;2009;1225;99,1
Caturaí;2010;1277;100
Caturaí;2011;1350;100
Caturaí;2012;1500;100
Caturaí;2013;1554;100
Caturaí;2014;1598;100
Caturaí;2015;1634;100
Caturaí;2016;1668;100
Caturaí;2017;1728;100
Caturaí;2018;1782;100
Cavalcante;2000;1137;
Cavalcante;2001;1192;
Cavalcante;2002;1260;
Cavalcante;2003;1324;
Cavalcante;2004;1373;
Cavalcante;2005;1403;92,03
Cavalcante;2006;1456;95,04
Cavalcante;2007;1541;100
Cavalcante;2008;1685;100
Cavalcante;2009;1813;100
Cavalcante;2010;1911;100
Cavalcante;2011;2006;100
Cavalcante;2012;2062;100
Cavalcante;2013;2121;100
Cavalcante;2014;2266;100
Cavalcante;2015;2383;100
Cavalcante;2016;2480;100
Cavalcante;2017;2547;100
Cavalcante;2018;2617;100
Ceres;2000;8412;
Ceres;2001;8430;
Ceres;2002;8705;
Ceres;2003;9003;
Ceres;2004;6231;
Ceres;2005;6338;90,54
Ceres;2006;6483;92,03
Ceres;2007;6691;98,99
Ceres;2008;7000;99,01
Ceres;2009;7242;98,9
Ceres;2010;7352;100
Ceres;2011;7616;100
Ceres;2012;7890;100
Ceres;2013;8207;100
Ceres;2014;8523;100
Ceres;2015;8809;100
Ceres;2016;9040;100
Ceres;2017;9246;100
Ceres;2018;9443;100
Cezarina;2000;1541;
Cezarina;2001;1596;
Cezarina;2002;1659;
Cezarina;2003;1731;
Cezarina;2004;1851;
Cezarina;2005;1881;95,87
Cezarina;2006;1966;98,38
Cezarina;2007;2071;98,24
Cezarina;2008;2196;180,49
Cezarina;2009;2253;98,1
Cezarina;2010;2311;98,5
Cezarina;2011;2408;99,14
Cezarina;2012;2516;99,53
Cezarina;2013;2626;99,44
Cezarina;2014;2707;99,7
Cezarina;2015;2807;99,9
Cezarina;2016;2947;100
Cezarina;2017;3005;100
Cezarina;2018;3082;100
Chapadão do Céu;2000;;
Chapadão do Céu;2001;;
Chapadão do Céu;2002;;
Chapadão do Céu;2003;;
Chapadão do Céu;2004;;
Chapadão do Céu;2005;;
Chapadão do Céu;2006;;
Chapadão do Céu;2007;;
Chapadão do Céu;2008;;
Chapadão do Céu;2009;;
Chapadão do Céu;2010;;
Chapadão do Céu;2011;;
Chapadão do Céu;2012;;
Chapadão do Céu;2013;;
Chapadão do Céu;2014;;
Chapadão do Céu;2015;;
Chapadão do Céu;2016;;
Chapadão do Céu;2017;;
Chapadão do Céu;2018;;
Cidade Ocidental;2000;8672;
Cidade Ocidental;2001;9096;
Cidade Ocidental;2002;9763;
Cidade Ocidental;2003;10457;
Cidade Ocidental;2004;11395;
Cidade Ocidental;2005;11814;85,31
Cidade Ocidental;2006;12155;82,9
Cidade Ocidental;2007;12703;94,95
Cidade Ocidental;2008;13205;93,04
Cidade Ocidental;2009;13827;97,9
Cidade Ocidental;2010;15413;100
Cidade Ocidental;2011;18000;100
Cidade Ocidental;2012;19698;100
Cidade Ocidental;2013;21757;100
Cidade Ocidental;2014;23788;100
Cidade Ocidental;2015;26146;100
Cidade Ocidental;2016;27629;100
Cidade Ocidental;2017;29057;100
Cidade Ocidental;2018;30751;100
Cocalzinho de Goiás;2000;1540;
Cocalzinho de Goiás;2001;1597;
Cocalzinho de Goiás;2002;1661;
Cocalzinho de Goiás;2003;1690;
Cocalzinho de Goiás;2004;1761;
Cocalzinho de Goiás;2005;1826;94,89
Cocalzinho de Goiás;2006;1876;94,02
Cocalzinho de Goiás;2007;1934;98,36
Cocalzinho de Goiás;2008;2332;94,78
Cocalzinho de Goiás;2009;2450;95,3
Cocalzinho de Goiás;2010;2672;97,7
Cocalzinho de Goiás;2011;2884;100
Cocalzinho de Goiás;2012;3039;100
Cocalzinho de Goiás;2013;3187;100
Cocalzinho de Goiás;2014;3262;100
Cocalzinho de Goiás;2015;3589;100
Cocalzinho de Goiás;2016;3731;100
Cocalzinho de Goiás;2017;6702;96,7
Cocalzinho de Goiás;2018;6905;97,1
Colinas do Sul;2000;;
Colinas do Sul;2001;;
Colinas do Sul;2002;;
Colinas do Sul;2003;;
Colinas do Sul;2004;;
Colinas do Sul;2005;;
Colinas do Sul;2006;;
Colinas do Sul;2007;;
Colinas do Sul;2008;;
Colinas do Sul;2009;;
Colinas do Sul;2010;;
Colinas do Sul;2011;;
Colinas do Sul;2012;;
Colinas do Sul;2013;;
Colinas do Sul;2014;;0
Colinas do Sul;2015;;
Colinas do Sul;2016;;
Colinas do Sul;2017;;
Colinas do Sul;2018;;
Córrego do Ouro;2000;609;
Córrego do Ouro;2001;622;
Córrego do Ouro;2002;655;
Córrego do Ouro;2003;660;
Córrego do Ouro;2004;679;
Córrego do Ouro;2005;681;95,12
Córrego do Ouro;2006;674;93,96
Córrego do Ouro;2007;684;100
Córrego do Ouro;2008;700;100
Córrego do Ouro;2009;715;100
Córrego do Ouro;2010;733;100
Córrego do Ouro;2011;750;100
Córrego do Ouro;2012;764;100
Córrego do Ouro;2013;777;100
Córrego do Ouro;2014;790;100
Córrego do Ouro;2015;796;100
Córrego do Ouro;2016;804;100
Córrego do Ouro;2017;813;100
Córrego do Ouro;2018;823;100
Corumbá de Goiás;2000;;
Corumbá de Goiás;2001;;
Corumbá de Goiás;2002;;
Corumbá de Goiás;2003;;
Corumbá de Goiás;2004;;
Corumbá de Goiás;2005;;
Corumbá de Goiás;2006;;
Corumbá de Goiás;2007;;
Corumbá de Goiás;2008;;
Corumbá de Goiás;2009;;
Corumbá de Goiás;2010;;
Corumbá de Goiás;2011;;
Corumbá de Goiás;2012;;
Corumbá de Goiás;2013;;
Corumbá de Goiás;2014;;
Corumbá de Goiás;2015;;
Corumbá de Goiás;2016;;
Corumbá de Goiás;2017;;
Corumbá de Goiás;2018;;
Corumbaíba;2000;1557;
Corumbaíba;2001;1767;
Corumbaíba;2002;1842;
Corumbaíba;2003;1900;
Corumbaíba;2004;1956;
Corumbaíba;2005;1995;83,61
Corumbaíba;2006;2021;82,59
Corumbaíba;2007;2108;93,6
Corumbaíba;2008;2166;90,63
Corumbaíba;2009;2261;93
Corumbaíba;2010;2363;100
Corumbaíba;2011;2453;100
Corumbaíba;2012;2558;100
Corumbaíba;2013;2870;100
Corumbaíba;2014;3029;100
Corumbaíba;2015;3129;100
Corumbaíba;2016;3234;100
Corumbaíba;2017;3292;100
Corumbaíba;2018;3356;100
Cristalina;2000;6019;
Cristalina;2001;6231;
Cristalina;2002;6528;
Cristalina;2003;6784;
Cristalina;2004;7206;
Cristalina;2005;7467;81,79
Cristalina;2006;7629;79,69
Cristalina;2007;8030;89,26
Cristalina;2008;8766;93,81
Cristalina;2009;9076;96,4
Cristalina;2010;9421;82,1
Cristalina;2011;9811;80,8
Cristalina;2012;10274;83,2
Cristalina;2013;10664;80,6
Cristalina;2014;11112;81,8
Cristalina;2015;11582;83,5
Cristalina;2016;11935;86,3
Cristalina;2017;12683;89,6
Cristalina;2018;12994;90
Cristianópolis;2000;788;
Cristianópolis;2001;899;
Cristianópolis;2002;936;
Cristianópolis;2003;1003;
Cristianópolis;2004;1038;
Cristianópolis;2005;1006;77,49
Cristianópolis;2006;1013;75,85
Cristianópolis;2007;1033;100
Cristianópolis;2008;1056;100
Cristianópolis;2009;1075;100
Cristianópolis;2010;1100;100
Cristianópolis;2011;1124;100
Cristianópolis;2012;1166;100
Cristianópolis;2013;1216;100
Cristianópolis;2014;1303;100
Cristianópolis;2015;1329;100
Cristianópolis;2016;1360;100
Cristianópolis;2017;1381;100
Cristianópolis;2018;1411;100
Crixás;2000;2617;
Crixás;2001;2767;
Crixás;2002;2863;
Crixás;2003;2958;
Crixás;2004;3044;
Crixás;2005;2930;89,02
Crixás;2006;2997;91,23
Crixás;2007;3107;76,64
Crixás;2008;3262;78,37
Crixás;2009;3443;82,3
Crixás;2010;3645;79,3
Crixás;2011;3782;83,78
Crixás;2012;3880;85,37
Crixás;2013;4014;86,8
Crixás;2014;4155;82,4
Crixás;2015;4458;82,8
Crixás;2016;4610;95
Crixás;2017;4724;96,7
Crixás;2018;4818;98,2
Cromínia;2000;922;
Cromínia;2001;951;
Cromínia;2002;969;
Cromínia;2003;986;
Cromínia;2004;1005;
Cromínia;2005;1023;83,41
Cromínia;2006;1035;84,47
Cromínia;2007;1062;100
Cromínia;2008;1081;100
Cromínia;2009;1124;100
Cromínia;2010;1146;100
Cromínia;2011;1175;100
Cromínia;2012;1200;100
Cromínia;2013;1239;100
Cromínia;2014;1279;100
Cromínia;2015;1322;100
Cromínia;2016;1356;100
Cromínia;2017;1391;100
Cromínia;2018;1418;100
Cumari;2000;908;
Cumari;2001;901;
Cumari;2002;917;
Cumari;2003;962;
Cumari;2004;970;
Cumari;2005;961;94,83
Cumari;2006;981;96,86
Cumari;2007;993;100
Cumari;2008;1010;100
Cumari;2009;1023;100
Cumari;2010;1048;100
Cumari;2011;1070;100
Cumari;2012;1084;100
Cumari;2013;1104;100
Cumari;2014;1127;100
Cumari;2015;1156;100
Cumari;2016;1178;100
Cumari;2017;1193;100
Cumari;2018;1230;100
Damianópolis;2000;578;
Damianópolis;2001;634;
Damianópolis;2002;665;
Damianópolis;2003;693;
Damianópolis;2004;714;
Damianópolis;2005;735;98,36
Damianópolis;2006;738;98,88
Damianópolis;2007;741;100
Damianópolis;2008;788;100
Damianópolis;2009;817;100
Damianópolis;2010;840;100
Damianópolis;2011;876;100
Damianópolis;2012;966;100
Damianópolis;2013;1047;100
Damianópolis;2014;1082;100
Damianópolis;2015;1115;100
Damianópolis;2016;1198;100
Damianópolis;2017;1249;100
Damianópolis;2018;1284;100
Damolândia;2000;637;
Damolândia;2001;653;
Damolândia;2002;676;
Damolândia;2003;717;
Damolândia;2004;751;
Damolândia;2005;755;98,57
Damolândia;2006;774;90,01
Damolândia;2007;800;99,02
Damolândia;2008;829;100
Damolândia;2009;853;100
Damolândia;2010;896;100
Damolândia;2011;925;100
Damolândia;2012;964;100
Damolândia;2013;1004;100
Damolândia;2014;1030;100
Damolândia;2015;1040;100
Damolândia;2016;1061;100
Damolândia;2017;1084;100
Damolândia;2018;1171;100
Davinópolis;2000;480;
Davinópolis;2001;486;
Davinópolis;2002;504;
Davinópolis;2003;509;
Davinópolis;2004;566;
Davinópolis;2005;556;97,26
Davinópolis;2006;558;97,09
Davinópolis;2007;594;100
Davinópolis;2008;641;100
Davinópolis;2009;656;100
Davinópolis;2010;667;100
Davinópolis;2011;679;100
Davinópolis;2012;693;100
Davinópolis;2013;734;100
Davinópolis;2014;744;100
Davinópolis;2015;820;100
Davinópolis;2016;858;100
Davinópolis;2017;884;100
Davinópolis;2018;914;100
Diorama;2000;522;
Diorama;2001;530;
Diorama;2002;541;
Diorama;2003;569;
Diorama;2004;581;
Diorama;2005;570;88,5
Diorama;2006;585;90,81
Diorama;2007;620;100
Diorama;2008;640;100
Diorama;2009;667;100
Diorama;2010;675;100
Diorama;2011;684;100
Diorama;2012;689;100
Diorama;2013;719;100
Diorama;2014;722;100
Diorama;2015;730;100
Diorama;2016;736;100
Diorama;2017;741;100
Diorama;2018;745;100
Divinópolis de Goiás;2000;1017;
Divinópolis de Goiás;2001;1035;
Divinópolis de Goiás;2002;1090;
Divinópolis de Goiás;2003;1134;
Divinópolis de Goiás;2004;1185;
Divinópolis de Goiás;2005;1233;92,92
Divinópolis de Goiás;2006;1272;95,06
Divinópolis de Goiás;2007;1324;100
Divinópolis de Goiás;2008;1367;100
Divinópolis de Goiás;2009;1401;100
Divinópolis de Goiás;2010;1424;100
Divinópolis de Goiás;2011;1448;100
Divinópolis de Goiás;2012;1482;100
Divinópolis de Goiás;2013;1511;100
Divinópolis de Goiás;2014;1537;100
Divinópolis de Goiás;2015;1586;100
Divinópolis de Goiás;2016;1642;100
Divinópolis de Goiás;2017;1685;100
Divinópolis de Goiás;2018;1711;100
Doverlândia;2000;2038;
Doverlândia;2001;2102;
Doverlândia;2002;2127;
Doverlândia;2003;2177;
Doverlândia;2004;2223;
Doverlândia;2005;2196;85,28
Doverlândia;2006;2199;82,43
Doverlândia;2007;2265;100
Doverlândia;2008;2324;100
Doverlândia;2009;2368;100
Doverlândia;2010;2414;100
Doverlândia;2011;2494;100
Doverlândia;2012;2543;100
Doverlândia;2013;2579;100
Doverlândia;2014;2622;100
Doverlândia;2015;2678;100
Doverlândia;2016;2705;100
Doverlândia;2017;2748;100
Doverlândia;2018;2765;100
Edealina;2000;830;
Edealina;2001;854;
Edealina;2002;889;
Edealina;2003;931;
Edealina;2004;947;
Edealina;2005;960;94,17
Edealina;2006;974;95,41
Edealina;2007;1068;100
Edealina;2008;1094;100
Edealina;2009;1121;100
Edealina;2010;1143;100
Edealina;2011;1183;100
Edealina;2012;1224;100
Edealina;2013;1287;100
Edealina;2014;1388;100
Edealina;2015;1471;100
Edealina;2016;1516;100
Edealina;2017;1549;100
Edealina;2018;1573;100
Edéia;2000;2342;
Edéia;2001;2426;
Edéia;2002;2516;
Edéia;2003;2699;
Edéia;2004;2903;
Edéia;2005;2948;91,34
Edéia;2006;2970;92,03
Edéia;2007;3099;100
Edéia;2008;3271;100
Edéia;2009;3375;100
Edéia;2010;3453;98
Edéia;2011;3573;97,77
Edéia;2012;3704;100
Edéia;2013;3819;100
Edéia;2014;3982;100
Edéia;2015;4197;100
Edéia;2016;4397;100
Edéia;2017;4484;100
Edéia;2018;4555;100
Estrela do Norte;2000;799;
Estrela do Norte;2001;830;
Estrela do Norte;2002;853;
Estrela do Norte;2003;869;
Estrela do Norte;2004;872;
Estrela do Norte;2005;867;92,87
Estrela do Norte;2006;869;93,31
Estrela do Norte;2007;888;88,39
Estrela do Norte;2008;915;90,04
Estrela do Norte;2009;935;91,9
Estrela do Norte;2010;973;92,7
Estrela do Norte;2011;1003;93,81
Estrela do Norte;2012;1033;96,7
Estrela do Norte;2013;1119;100
Estrela do Norte;2014;1233;100
Estrela do Norte;2015;1276;100
Estrela do Norte;2016;1290;100
Estrela do Norte;2017;1315;100
Estrela do Norte;2018;1325;100
Faina;2000;;
Faina;2001;;
Faina;2002;;
Faina;2003;;
Faina;2004;;
Faina;2005;;
Faina;2006;;
Faina;2007;;
Faina;2008;;
Faina;2009;;
Faina;2010;;
Faina;2011;;
Faina;2012;;
Faina;2013;;
Faina;2014;;
Faina;2015;;
Faina;2016;;
Faina;2017;;
Faina;2018;;
Fazenda Nova;2000;1409;
Fazenda Nova;2001;1422;
Fazenda Nova;2002;1453;
Fazenda Nova;2003;1473;
Fazenda Nova;2004;1509;
Fazenda Nova;2005;1495;96,61
Fazenda Nova;2006;1533;99,03
Fazenda Nova;2007;1551;95,84
Fazenda Nova;2008;1572;97,43
Fazenda Nova;2009;1589;98,6
Fazenda Nova;2010;1615;100
Fazenda Nova;2011;1645;100
Fazenda Nova;2012;1683;100
Fazenda Nova;2013;1715;100
Fazenda Nova;2014;1740;100
Fazenda Nova;2015;1784;100
Fazenda Nova;2016;1918;100
Fazenda Nova;2017;1940;100
Fazenda Nova;2018;1971;100
Firminópolis;2000;2675;
Firminópolis;2001;2727;
Firminópolis;2002;2831;
Firminópolis;2003;2883;
Firminópolis;2004;2900;
Firminópolis;2005;2876;92,49
Firminópolis;2006;2895;92,59
Firminópolis;2007;2940;94,22
Firminópolis;2008;2976;92,44
Firminópolis;2009;3029;93,2
Firminópolis;2010;3097;91,6
Firminópolis;2011;3186;96,46
Firminópolis;2012;3305;98,86
Firminópolis;2013;3423;96,92
Firminópolis;2014;3533;98,7
Firminópolis;2015;3675;95,9
Firminópolis;2016;3774;98,9
Firminópolis;2017;3863;98,9
Firminópolis;2018;3956;98,9
Flores de Goiás;2000;630;
Flores de Goiás;2001;678;
Flores de Goiás;2002;704;
Flores de Goiás;2003;760;
Flores de Goiás;2004;806;
Flores de Goiás;2005;845;68,49
Flores de Goiás;2006;862;63,72
Flores de Goiás;2007;909;100
Flores de Goiás;2008;959;100
Flores de Goiás;2009;981;100
Flores de Goiás;2010;1019;100
Flores de Goiás;2011;1050;98,7
Flores de Goiás;2012;1082;98,7
Flores de Goiás;2013;1119;93,8
Flores de Goiás;2014;1150;94,5
Flores de Goiás;2015;1185;95,1
Flores de Goiás;2016;1219;93,9
Flores de Goiás;2017;1237;93,1
Flores de Goiás;2018;1259;92,5
Formosa;2000;16371;
Formosa;2001;17128;
Formosa;2002;18059;
Formosa;2003;18731;
Formosa;2004;19747;
Formosa;2005;20429;90,53
Formosa;2006;21272;91,02
Formosa;2007;22320;94,63
Formosa;2008;23498;94,58
Formosa;2009;24611;98,2
Formosa;2010;26867;95,5
Formosa;2011;28682;97,05
Formosa;2012;30353;100
Formosa;2013;31706;99,5
Formosa;2014;33472;100
Formosa;2015;34789;100
Formosa;2016;35970;100
Formosa;2017;37019;100
Formosa;2018;37574;100
Formoso;2000;1316;
Formoso;2001;1320;
Formoso;2002;1347;
Formoso;2003;1501;
Formoso;2004;1526;
Formoso;2005;1521;86,5
Formoso;2006;1528;86,08
Formoso;2007;1556;92,37
Formoso;2008;1600;92,68
Formoso;2009;1628;93,3
Formoso;2010;1655;93,5
Formoso;2011;1682;95,15
Formoso;2012;1723;100
Formoso;2013;1573;100
Formoso;2014;1604;100
Formoso;2015;1671;100
Formoso;2016;1699;100
Formoso;2017;1797;100
Formoso;2018;1836;100
Gameleira de Goiás;2000;;
Gameleira de Goiás;2001;240;
Gameleira de Goiás;2002;269;
Gameleira de Goiás;2003;318;
Gameleira de Goiás;2004;341;
Gameleira de Goiás;2005;368;100
Gameleira de Goiás;2006;392;95,08
Gameleira de Goiás;2007;454;100
Gameleira de Goiás;2008;477;100
Gameleira de Goiás;2009;496;100
Gameleira de Goiás;2010;652;84,4
Gameleira de Goiás;2011;675;96,59
Gameleira de Goiás;2012;710;98,33
Gameleira de Goiás;2013;752;96,85
Gameleira de Goiás;2014;794;100
Gameleira de Goiás;2015;821;100
Gameleira de Goiás;2016;841;100
Gameleira de Goiás;2017;870;100
Gameleira de Goiás;2018;888;100
Goianápolis;2000;2176;
Goianápolis;2001;2265;
Goianápolis;2002;2314;
Goianápolis;2003;2351;
Goianápolis;2004;2307;
Goianápolis;2005;2361;85,56
Goianápolis;2006;2433;87,13
Goianápolis;2007;2517;79,46
Goianápolis;2008;2633;80,02
Goianápolis;2009;2739;82,9
Goianápolis;2010;2871;96
Goianápolis;2011;3006;98,16
Goianápolis;2012;3147;100
Goianápolis;2013;3611;100
Goianápolis;2014;3860;100
Goianápolis;2015;4057;100
Goianápolis;2016;4218;100
Goianápolis;2017;4378;100
Goianápolis;2018;4558;100
Goiandira;2000;1560;
Goiandira;2001;1589;
Goiandira;2002;1621;
Goiandira;2003;1654;
Goiandira;2004;1686;
Goiandira;2005;1694;92,27
Goiandira;2006;1710;89,19
Goiandira;2007;1778;99,08
Goiandira;2008;1818;99,2
Goiandira;2009;1870;98,9
Goiandira;2010;1917;98,8
Goiandira;2011;1954;100
Goiandira;2012;1994;100
Goiandira;2013;2039;100
Goiandira;2014;2081;100
Goiandira;2015;2126;100
Goiandira;2016;2156;100
Goiandira;2017;2199;100
Goiandira;2018;2318;100
Goianésia;2000;10481;
