Localidade;Ano;Produtos Minerais não Metálicos;Metalúrgica;Mecânica;Materiais Elétricos e de Comunicação;Materiais de Transporte;Madeira e do Mobiliário;Papel Papelão Editorial e Gráfica;Borracha, Fumo, Couros, Peles, Produtos Similares e Indústria Diversa;Química, Produtos Farmacêuticos, Veterinários, Perfumaria, Sabões, Velas, e Matérias Plásticas;Têxtil do Vestuário e Artefatos de Tecidos;Calçados;Produtos Alimentícios de Bebida e Álcool Etílico
Aparecida de Goiânia;2013;1873;2505;577;326;101;2817;1012;508;3805;2397;52;4877
Aparecida de Goiânia;2014;1826;2572;545;522;96;2494;903;595;4024;2424;31;5005
Aparecida de Goiânia;2015;1687;2202;506;519;76;2499;1369;609;3582;2123;33;5406
Aparecida de Goiânia;2016;1241;1870;501;482;42;2399;1481;615;3987;1938;33;4657
Aparecida de Goiânia;2017;1358;1885;509;443;42;2068;1392;805;4218;2264;43;5068
Aparecida de Goiânia;2018;1015;1661;592;611;51;2231;765;910;4271;2129;42;4850
Aparecida do Rio Doce;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;5
Aparecida do Rio Doce;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;4
Aparecida do Rio Doce;2001;  ;  ;  ;  ;  ;  ;  ;  ;54;  ;  ;4
Aparecida do Rio Doce;2002;;;;;;;;;;;;10
Aparecida do Rio Doce;2003;;38;;;;;;;;;;19
Aparecida do Rio Doce;2004;  ;163;  ;  ;  ;  ;  ;  ;  ;  ;  ;18
Aparecida do Rio Doce;2005;  ;3;  ;  ;  ;  ;  ;  ;  ;  ;  ;17
Aparecida do Rio Doce;2006;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;23
Aparecida do Rio Doce;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;22
Aparecida do Rio Doce;2008;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;10
Aparecida do Rio Doce;2009;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;12
Aparecida do Rio Doce;2010;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;11
Aparecida do Rio Doce;2011;;2;;;;;;;;;;7
Aparecida do Rio Doce;2012;;;4;;;;;;;;;9
Aparecida do Rio Doce;2013;;;4;;;;;;;;;9
Aparecida do Rio Doce;2014;;;3;;;;;;;;;1
Aparecida do Rio Doce;2015;;;3;;;;;;;;;1
Aparecida do Rio Doce;2016;;;4;;;;;;;;;
Aparecida do Rio Doce;2017;;4;;;;;;;;;;
Aparecida do Rio Doce;2018;  ;3;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Aporé;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;89
Aporé;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;111
Aporé;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;18
Aporé;2002;;;;;;;;;;;;5
Aporé;2003;;;;;;;;;;;;14
Aporé;2004;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;18
Aporé;2005;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;13
Aporé;2006;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;8
Aporé;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;52
Aporé;2008;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;167
Aporé;2009;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;222
Aporé;2010;  ;  ;  ;  ;  ;  ;  ;  ;157;  ;  ;  
Aporé;2011;;;;;;;;;;;;205
Aporé;2012;;;;;;;;;272;;;71
Aporé;2013;;;;;;;;;;;;380
Aporé;2014;;;;;;;;;;1;;278
Aporé;2015;;;;;;;;;;;;262
Aporé;2016;;1;1;;;;;;;;;293
Aporé;2017;;1;;;;;;;187;;;161
Aporé;2018;  ;  ;  ;  ;  ;  ;  ;  ;188;  ;  ;165
Araçu;1999;  ;  ;  ;  ;  ;14;  ;  ;9;1;  ;5
Araçu;2000;  ;  ;  ;  ;  ;19;  ;  ;6;4;  ;4
Araçu;2001;  ;  ;  ;  ;  ;19;  ;  ;1;2;  ;4
Araçu;2002;;;;;;18;;;4;;;5
Araçu;2003;;;;;;16;;;;;;3
Araçu;2004;  ;  ;  ;  ;  ;4;  ;  ;  ;19;  ;1
Araçu;2005;  ;  ;  ;  ;  ;1;  ;  ;  ;23;  ;2
Araçu;2006;  ;  ;  ;  ;  ;6;  ;  ;  ;15;  ;3
Araçu;2007;  ;  ;  ;  ;  ;3;  ;  ;  ;12;  ;3
Araçu;2008;  ;  ;  ;  ;  ;2;  ;  ;  ;5;  ;3
Araçu;2009;  ;  ;  ;  ;  ;1;  ;  ;  ;18;  ;3
Araçu;2010;  ;  ;  ;  ;  ;1;  ;  ;  ;28;  ;  
Araçu;2011;;;;;36;1;;;;45;;
Araçu;2012;;;;;2;1;;;;48;;1
Araçu;2013;;;;;;;;;;113;;8
Araçu;2014;;;;;;;;;;133;;3
Araçu;2015;;;;;;;;;;111;;2
Araçu;2016;;;;;;3;;;;94;;3
Araçu;2017;;;1;;;10;;;;97;;4
Araçu;2018;  ;  ;2;  ;  ;15;  ;  ;  ;90;  ;10
Aragarças;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;12
Aragarças;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;12
Aragarças;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;9
Aragarças;2002;;;;;;;;;;;;7
Aragarças;2003;;;;;;;;;;;;7
Aragarças;2004;  ;1;  ;  ;  ;  ;1;  ;  ;  ;  ;8
Aragarças;2005;  ;1;  ;  ;  ;  ;1;  ;  ;  ;  ;7
Aragarças;2006;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;5
Aragarças;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;11
Aragarças;2008;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;11
Aragarças;2009;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;16
Aragarças;2010;  ;1;  ;  ;  ;  ;3;  ;  ;  ;  ;17
Aragarças;2011;;;;;;;3;;;8;;16
Aragarças;2012;;;;;;;2;;;10;;14
Aragarças;2013;;;;;1;;;;;2;;15
Aragarças;2014;;1;;;;;2;;;5;;19
Aragarças;2015;1;;;;;;2;;;1;;10
Aragarças;2016;1;4;;;1;;1;;;1;;16
Aragarças;2017;;2;;;1;;2;;;;;13
Aragarças;2018;  ;1;  ;  ;  ;  ;2;  ;  ;2;  ;10
Aragoiânia;1999;1;  ;  ;  ;  ;  ;  ;44;  ;  ;  ;29
Aragoiânia;2000;1;  ;  ;  ;  ;  ;  ;39;  ;8;  ;50
Aragoiânia;2001;1;  ;  ;  ;  ;  ;  ;48;  ;11;  ;56
Aragoiânia;2002;1;;1;;;;;55;;;;56
Aragoiânia;2003;1;;;;;;;40;13;34;;71
Aragoiânia;2004;1;  ;  ;  ;  ;  ;  ;22;  ;30;  ;62
Aragoiânia;2005;  ;  ;  ;  ;  ;  ;  ;37;  ;26;  ;52
Aragoiânia;2006;  ;26;  ;  ;  ;  ;  ;30;  ;  ;  ;59
Aragoiânia;2007;5;54;  ;  ;  ;  ;  ;39;4;  ;  ;55
Aragoiânia;2008;6;  ;  ;  ;  ;  ;  ;65;  ;62;  ;70
Aragoiânia;2009;6;  ;  ;  ;  ;  ;  ;39;  ;82;  ;82
Aragoiânia;2010;26;  ;  ;  ;  ;  ;  ;42;1;139;  ;67
Aragoiânia;2011;26;69;;;;;;44;1;96;;68
Aragoiânia;2012;200;67;;;;;;27;;66;24;68
Aragoiânia;2013;52;43;;;;;;23;1;59;16;76
Aragoiânia;2014;39;28;;;;;;32;1;36;;81
Aragoiânia;2015;53;12;;;;;;13;2;18;1;78
Aragoiânia;2016;36;6;;;;;;17;1;27;1;80
Aragoiânia;2017;32;6;;;;;;16;;6;;82
Aragoiânia;2018;33;1;  ;  ;  ;  ;  ;34;1;4;  ;96
Araguapaz;1999;7;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;6
Araguapaz;2000;10;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;3
Araguapaz;2001;12;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1
Araguapaz;2002;11;;;;;;;;;;;
Araguapaz;2003;9;;;;;;;;;;;
Araguapaz;2004;5;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1
Araguapaz;2005;9;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1
Araguapaz;2006;9;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;6
Araguapaz;2007;6;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;2
Araguapaz;2008;4;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;3
Araguapaz;2009;  ;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;5
Araguapaz;2010;8;  ;  ;  ;  ;  ;  ;  ;  ;15;  ;  
Araguapaz;2011;11;;;;;;;;;11;;1
Araguapaz;2012;5;;;;;;;;;28;;2
Araguapaz;2013;7;;;;;1;;;;35;;4
Araguapaz;2014;6;;;;;1;;;;27;;3
Araguapaz;2015;10;;;;;;;;;40;;4
Araguapaz;2016;12;;;;;;;;;40;;3
Araguapaz;2017;6;;;;;;;;;36;;
Araguapaz;2018;12;  ;  ;  ;  ;  ;  ;  ;  ;6;  ;1
Arenópolis;1999;2;  ;  ;  ;  ;1;  ;  ;  ;  ;  ;38
Arenópolis;2000;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;9
Arenópolis;2001;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;10
Arenópolis;2002;1;;;;;;;;;;;7
Arenópolis;2003;1;;;;;;;;;;;
Arenópolis;2004;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Arenópolis;2005;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Arenópolis;2006;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Arenópolis;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Arenópolis;2008;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Arenópolis;2009;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Arenópolis;2010;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Arenópolis;2011;;;;;;;;;;;;
Arenópolis;2012;;;;;;;;;;40;;
Arenópolis;2013;;;;;;;;;;62;;
Arenópolis;2014;;;;;;;;;;60;;2
Arenópolis;2015;;;;;;;;;;42;;5
Arenópolis;2016;;1;;;;;;;;56;;1
Arenópolis;2017;;;;;;;;;;57;;
Arenópolis;2018;  ;  ;  ;  ;  ;  ;  ;  ;  ;43;  ;  
Aruanã;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;14
Aruanã;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1
Aruanã;2001;13;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Aruanã;2002;15;;;;;;;;;;;
Aruanã;2003;25;;;;;;;;;;;
Aruanã;2004;29;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Aruanã;2005;38;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Aruanã;2006;39;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Aruanã;2007;34;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Aruanã;2008;20;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;5
Aruanã;2009;14;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;4
Aruanã;2010;15;  ;  ;  ;  ;13;  ;  ;  ;  ;  ;3
Aruanã;2011;18;;;;;10;;;;11;;1
Aruanã;2012;39;;;;;39;;;;9;;1
Aruanã;2013;50;2;;;;17;;;;6;;3
Aruanã;2014;36;4;;;1;11;;;;7;;9
Aruanã;2015;38;3;;;1;19;;;;7;;19
Aruanã;2016;;4;;;;;;;;7;;14
Aruanã;2017;20;4;;;;;;;;14;;23
Aruanã;2018;14;5;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Aurilândia;1999;  ;  ;  ;  ;  ;1;  ;  ;  ;  ;  ;6
Aurilândia;2000;  ;  ;  ;  ;  ;2;  ;  ;  ;  ;  ;7
Aurilândia;2001;  ;  ;  ;  ;  ;2;  ;  ;  ;  ;  ;2
Aurilândia;2002;;;;;;2;;;;;;3
Aurilândia;2003;;;;;;;;;;;;4
Aurilândia;2004;  ;  ;  ;  ;  ;1;  ;  ;  ;  ;  ;3
Aurilândia;2005;  ;  ;  ;  ;  ;1;  ;  ;  ;  ;  ;5
Aurilândia;2006;  ;  ;  ;  ;  ;1;  ;  ;  ;  ;  ;5
Aurilândia;2007;  ;  ;  ;  ;  ;1;  ;  ;  ;  ;  ;1
Aurilândia;2008;  ;  ;  ;  ;  ;1;  ;  ;  ;  ;  ;5
Aurilândia;2009;  ;  ;  ;  ;  ;1;  ;  ;  ;  ;  ;6
Aurilândia;2010;  ;  ;  ;  ;  ;1;  ;  ;  ;  ;  ;11
Aurilândia;2011;;;;;;1;;;;28;;7
Aurilândia;2012;;;;;;1;;;;28;;6
Aurilândia;2013;;;;;;1;;;;21;;6
Aurilândia;2014;;;;;;;;;;21;;57
Aurilândia;2015;;;;;;;;;;21;;52
Aurilândia;2016;;;;;;;;;;27;;45
Aurilândia;2017;;;;;;;;;;24;;54
Aurilândia;2018;  ;  ;  ;  ;  ;  ;  ;  ;  ;15;  ;61
Avelinópolis;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;2
Avelinópolis;2000;9;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;2
Avelinópolis;2001;19;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Avelinópolis;2002;20;;;;;;;;;;;
Avelinópolis;2003;33;;;;;;;;;;;
Avelinópolis;2004;51;  ;  ;  ;  ;  ;  ;  ;  ;5;  ;3
Avelinópolis;2005;49;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;28
Avelinópolis;2006;50;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;  
Avelinópolis;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;9
Avelinópolis;2008;54;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;7
Avelinópolis;2009;54;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;5
Avelinópolis;2010;98;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;2
Avelinópolis;2011;98;;;;;;;;;2;;30
Avelinópolis;2012;115;;;;;;;;;;;53
Avelinópolis;2013;135;;;;;;;;;;;38
Avelinópolis;2014;155;;;;;;;;;;;53
Avelinópolis;2015;113;;;;;;;;;;;37
Avelinópolis;2016;3;;;;;;;;;;;32
Avelinópolis;2017;53;;;;;;;;;;;37
Avelinópolis;2018;36;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;10
Baliza;1999;  ;4;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Baliza;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Baliza;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Baliza;2002;;;;;;;;;;;;
Baliza;2003;;;;;;;;;;;;
Baliza;2004;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Baliza;2005;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Baliza;2006;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Baliza;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Baliza;2008;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1
Baliza;2009;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1
Baliza;2010;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1
Baliza;2011;;;;;;;;;;;;1
Baliza;2012;;;;;;;;;;;;1
Baliza;2013;;;;;;;;;;;;
Baliza;2014;;;;;;;;;;;;
Baliza;2015;;;;;;;;;;;;
Baliza;2016;;;;;;;;;;;;
Baliza;2017;;;;;;;;;;;;
Baliza;2018;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Barro Alto;1999;4;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;50
Barro Alto;2000;3;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Barro Alto;2001;10;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Barro Alto;2002;15;;;;;;;;;;;
Barro Alto;2003;12;;;;;;3;;;;;
Barro Alto;2004;13;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Barro Alto;2005;21;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1
Barro Alto;2006;12;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Barro Alto;2007;18;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Barro Alto;2008;18;  ;  ;  ;  ;3;2;  ;  ;  ;  ;  
Barro Alto;2009;9;  ;  ;  ;1;  ;1;  ;  ;  ;  ;  
Barro Alto;2010;11;  ;  ;  ;1;  ;1;  ;  ;  ;  ;  
Barro Alto;2011;40;;;;1;;2;;;;;4
Barro Alto;2012;49;;;;4;3;1;;;;;3
Barro Alto;2013;31;;;;2;2;2;;;;;5
Barro Alto;2014;28;;;;2;;1;;;1;;11
Barro Alto;2015;22;;6;;;;3;;;;;10
Barro Alto;2016;24;;;;;;3;;;1;;11
Barro Alto;2017;29;5;2;;;1;3;;;;;10
Barro Alto;2018;23;10;2;11;  ;  ;2;  ;  ;  ;  ;10
Bela Vista de Goiás;1999;21;  ;3;  ;  ;10;1;  ;  ;15;10;227
Bela Vista de Goiás;2000;35;  ;  ;  ;  ;16;1;  ;  ;11;  ;333
Bela Vista de Goiás;2001;34;  ;  ;  ;  ;7;  ;  ;  ;57;1;465
Bela Vista de Goiás;2002;44;2;;;;9;;;16;55;;395
Bela Vista de Goiás;2003;69;;;12;;1;;;18;46;;478
Bela Vista de Goiás;2004;33;1;  ;  ;  ;  ;  ;  ;  ;44;  ;562
Bela Vista de Goiás;2005;24;  ;  ;  ;  ;  ;  ;  ;21;33;  ;625
Bela Vista de Goiás;2006;14;  ;  ;  ;  ;  ;  ;  ;19;43;  ;695
Bela Vista de Goiás;2007;16;  ;  ;  ;  ;1;  ;  ;5;55;  ;794
Bela Vista de Goiás;2008;30;  ;  ;  ;  ;  ;1;  ;13;69;  ;848
Bela Vista de Goiás;2009;27;  ;2;  ;  ;2;  ;  ;13;95;3;1031
Bela Vista de Goiás;2010;22;  ;4;  ;  ;  ;3;  ;29;76;3;1165
Bela Vista de Goiás;2011;25;5;6;;;2;4;;41;72;4;1195
Bela Vista de Goiás;2012;23;6;20;;;1;5;;57;81;;1286
Bela Vista de Goiás;2013;24;7;34;;;9;4;;66;91;;1579
Bela Vista de Goiás;2014;58;2;33;;;3;3;;65;103;;1723
Bela Vista de Goiás;2015;36;;25;;;2;4;;54;105;;1671
Bela Vista de Goiás;2016;35;;19;;;1;3;;20;95;;1875
Bela Vista de Goiás;2017;33;1;23;;;1;5;15;12;94;;1787
Bela Vista de Goiás;2018;33;10;15;  ;  ;2;6;19;14;99;  ;1501
Bom Jardim de Goiás;1999;  ;15;  ;  ;  ;  ;  ;  ;  ;  ;  ;10
Bom Jardim de Goiás;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;11
Bom Jardim de Goiás;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;2
Bom Jardim de Goiás;2002;;;;;;;;;;;;384
Bom Jardim de Goiás;2003;;;;;;;;;;;;1
Bom Jardim de Goiás;2004;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Bom Jardim de Goiás;2005;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Bom Jardim de Goiás;2006;1;  ;  ;  ;  ;  ;  ;1;  ;  ;  ;  
Bom Jardim de Goiás;2007;3;  ;  ;  ;  ;  ;  ;1;  ;  ;  ;  
Bom Jardim de Goiás;2008;1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Bom Jardim de Goiás;2009;3;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Bom Jardim de Goiás;2010;8;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;  
Bom Jardim de Goiás;2011;4;;;;;;;;;1;;4
Bom Jardim de Goiás;2012;3;;;;;;;;;1;;4
Bom Jardim de Goiás;2013;12;;;;;;;;;1;;
Bom Jardim de Goiás;2014;3;;;;;;;;;1;;
Bom Jardim de Goiás;2015;3;;;;;;;;;4;;
Bom Jardim de Goiás;2016;;;;;;;;;;;;
Bom Jardim de Goiás;2017;;;;;;;;;;;;
Bom Jardim de Goiás;2018;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Bom Jesus de Goiás;1999;5;29;  ;  ;  ;  ;4;  ;2;5;  ;14
Bom Jesus de Goiás;2000;8;  ;  ;  ;  ;  ;2;  ;4;6;  ;11
Bom Jesus de Goiás;2001;10;  ;  ;  ;  ;  ;1;  ;34;17;  ;64
Bom Jesus de Goiás;2002;11;;;;;;1;;42;2;;60
Bom Jesus de Goiás;2003;12;;;;;;;;45;6;;69
Bom Jesus de Goiás;2004;11;  ;  ;  ;  ;  ;1;  ;58;11;  ;61
Bom Jesus de Goiás;2005;14;7;  ;  ;  ;  ;1;  ;44;  ;  ;60
Bom Jesus de Goiás;2006;8;  ;  ;  ;  ;  ;1;  ;32;7;  ;78
Bom Jesus de Goiás;2007;12;  ;  ;  ;  ;  ;1;  ;96;6;  ;72
Bom Jesus de Goiás;2008;13;  ;  ;  ;  ;  ;3;  ;56;1;  ;83
Bom Jesus de Goiás;2009;19;  ;  ;  ;2;  ;2;  ;90;1;  ;77
Bom Jesus de Goiás;2010;20;2;  ;  ;1;  ;2;  ;31;  ;  ;62
Bom Jesus de Goiás;2011;17;1;35;;2;;2;;26;;;107
Bom Jesus de Goiás;2012;25;1;25;;2;;4;;24;3;;116
Bom Jesus de Goiás;2013;38;3;7;;3;;2;;31;;;125
Bom Jesus de Goiás;2014;32;3;14;;;;2;;25;;;138
Bom Jesus de Goiás;2015;37;;23;;1;;2;;11;;;117
Bom Jesus de Goiás;2016;25;1;20;;;;2;;20;1;;108
Bom Jesus de Goiás;2017;28;1;21;;;1;2;;29;;;101
Bom Jesus de Goiás;2018;23;  ;29;2;  ;3;2;  ;39;3;  ;81
Bonfinópolis;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;13
Bonfinópolis;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;17
Bonfinópolis;2001;  ;  ;  ;  ;  ;  ;1;  ;  ;  ;  ;26
Bonfinópolis;2002;;;;;2;;5;;17;;;49
Bonfinópolis;2003;;11;;;;;3;;24;;;51
Bonfinópolis;2004;  ;23;  ;  ;  ;  ;3;  ;11;  ;  ;63
Bonfinópolis;2005;  ;28;  ;  ;  ;  ;  ;  ;9;  ;  ;55
Bonfinópolis;2006;  ;  ;  ;  ;  ;2;  ;  ;11;9;  ;52
Bonfinópolis;2007;  ;  ;  ;  ;  ;4;  ;  ;8;  ;  ;44
Bonfinópolis;2008;  ;  ;  ;  ;  ;5;  ;  ;5;  ;  ;39
Bonfinópolis;2009;  ;  ;  ;  ;  ;3;  ;  ;5;  ;  ;33
Bonfinópolis;2010;  ;  ;  ;  ;  ;3;  ;  ;14;  ;  ;34
Bonfinópolis;2011;3;;;;;5;;;17;;;56
Bonfinópolis;2012;7;;;;;3;;;12;;;1
Bonfinópolis;2013;18;;;;;;;;19;1;;1
Bonfinópolis;2014;19;;;;;3;;;22;;;1
Bonfinópolis;2015;15;;;;;3;;;26;1;;1
Bonfinópolis;2016;;17;;;;6;;;22;1;;32
Bonfinópolis;2017;;11;;;;2;;;20;;;40
Bonfinópolis;2018;  ;11;  ;  ;  ;1;  ;  ;29;  ;  ;1
Bonópolis;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;3
Bonópolis;2000;  ;  ;  ;  ;4;  ;  ;  ;  ;  ;  ;2
Bonópolis;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1
Bonópolis;2002;;;;;;;;;;;;3
Bonópolis;2003;;;;;;;;;;;;4
Bonópolis;2004;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Bonópolis;2005;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Bonópolis;2006;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Bonópolis;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1
Bonópolis;2008;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1
Bonópolis;2009;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Bonópolis;2010;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Bonópolis;2011;;;;;;;;;;;;
Bonópolis;2012;;;;;;;;;;;;
Bonópolis;2013;;;;;;;;;;;;
Bonópolis;2014;;;;;;;;;;;;4
Bonópolis;2015;;;;;;;;;;;;4
Bonópolis;2016;;;;;;;;;;;;3
Bonópolis;2017;;;;;;;;;;;;8
Bonópolis;2018;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;9
Brazabrantes;1999;80;  ;  ;  ;  ;  ;  ;  ;  ;33;  ;  
Brazabrantes;2000;52;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Brazabrantes;2001;21;  ;  ;  ;  ;  ;  ;  ;  ;3;  ;  
Brazabrantes;2002;17;;;;;;;;;;;3
Brazabrantes;2003;25;;;;;;;;;;;2
Brazabrantes;2004;27;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;2
Brazabrantes;2005;28;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;2
Brazabrantes;2006;27;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;6
Brazabrantes;2007;38;  ;  ;  ;  ;  ;  ;  ;47;  ;  ;2
Brazabrantes;2008;31;  ;  ;  ;  ;  ;  ;  ;65;4;  ;  
Brazabrantes;2009;31;  ;  ;  ;  ;  ;2;  ;81;3;  ;2
Brazabrantes;2010;37;  ;  ;  ;  ;  ;1;  ;93;2;5;1
Brazabrantes;2011;34;;1;;;;1;;120;3;3;2
Brazabrantes;2012;59;11;1;;;;;;83;4;;2
Brazabrantes;2013;45;;1;;;;;;85;;;1
Brazabrantes;2014;43;;1;;;;;;63;;2;2
Brazabrantes;2015;37;;1;;;;2;;82;;1;4
Brazabrantes;2016;10;;;;;;1;;81;18;1;7
Brazabrantes;2017;2;;;;;;;;91;9;;28
Brazabrantes;2018;9;1;  ;  ;  ;  ;  ;  ;74;4;  ;22
Britânia;1999;  ;  ;  ;  ;  ;  ;  ;1;  ;  ;  ;4
Britânia;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;7
Britânia;2001;  ;  ;  ;  ;  ;1;  ;  ;  ;  ;  ;  
Britânia;2002;;;;;;1;;1;;;;
Britânia;2003;;;;;;1;;1;;;;
Britânia;2004;1;  ;  ;  ;  ;1;  ;  ;  ;  ;  ;  
Britânia;2005;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Britânia;2006;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Britânia;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Britânia;2008;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
