Localidade	Ano	Cursos Presenciais/Federal	Cursos Presenciais/Estadual	Cursos Presenciais/Municipal	Cursos Presenciais/Particular	Cursos Presenciais/Comunitária, Confessional ou Filantrópica	Educação Profissional/Estadual	Educação Profissional/Federal	Educação Profissional/Municipal	Educação Profissional/Particular	Ensino Médio/Estadual	Ensino Médio/Federal	Ensino Médio/Municipal	Ensino Médio/Particular	EJA/Municipal	EJA/Estadual	EJA/Federal	EJA/Particular
Jaraguá	2010		294				 	 	 	64	1733	 	 	233	21	116	 	 
Jaraguá	2011		303							49	1623			246	22	123		
Jaraguá	2012		287								1584			247	15	179		
Jaraguá	2013		320								1579			227	19	148		
Jaraguá	2014										1621			196	24	182		
Jaraguá	2015										1583			195	18	167		
Jaraguá	2016										1518			166	24	165		
Jaraguá	2017										1374			141	24	308		
Jaraguá	2018						0	0	0	0	1446	0	0	157	16	361	0	0
Jataí	2002	1460	127		915						3585	325		209	1209	817	70	200
Jataí	2003	1669	169		913						3062	325		585	1477	738	19	
Jataí	2004	1697	158		939		136	219			2764	321		504	1058	694		444
Jataí	2005	1634	157		845		160	184		18	2931	327	14	568	1192	686		330
Jataí	2006	1597	115		800		150	201			3142	320	40	655	1196	835	32	141
Jataí	2007	1927	140		777		149	233		64	2963	307	84	497	803	827	29	
Jataí	2008	2090	220		687		59	166		95	2710	300	114	757	790	684	38	30
Jataí	2009	2403	198		605			113		95	2804	304		729	681	752	61	4
Jataí	2010	2682	220		609		102	69	 	144	2854	318	 	737	647	733	70	13
Jataí	2011	2910	218		578			83		177	2552	363		771	615	531	71	4
Jataí	2012	2887	208		631		52	81			2876	392		724	626	457	84	
Jataí	2013	3263	200		614		24	65		470	2501	323		720	500	422	57	
Jataí	2014							69		475	2606	253		628	388	408	69	
Jataí	2015							331		365	2590	154		600	487	329	79	
Jataí	2016						25	356		251	2653	183		549	215	281	79	
Jataí	2017							359		203	2645	213		462	216	600	55	
Jataí	2018						0	423	0	143	3217	248	0	625	314	612	82	0
Jaupaci	2002										116					193		
Jaupaci	2003										120					172		
Jaupaci	2004										153					125		
Jaupaci	2005										147					98		
Jaupaci	2006										158					102		
Jaupaci	2007										157					132		
Jaupaci	2008										152					138		
Jaupaci	2009										132				16	19		
Jaupaci	2010						 	 	 	 	148	 	 	 	21	18	 	 
Jaupaci	2011										137				25			
Jaupaci	2012										123				27			
Jaupaci	2013										113							
Jaupaci	2014										107							
Jaupaci	2015										104							
Jaupaci	2016										121							
Jaupaci	2017										108				24			
Jaupaci	2018						0	0	0	0	112	0	0	0	9	19	0	0
Jesúpolis	2002										117							
Jesúpolis	2003										115							
Jesúpolis	2004										130							
Jesúpolis	2005										136							
Jesúpolis	2006										157							
Jesúpolis	2007										139				16			
Jesúpolis	2008										155				19			
Jesúpolis	2009										122							
Jesúpolis	2010						 	 	 	 	144	 	 	 	 	 	 	 
Jesúpolis	2011										123							
Jesúpolis	2012										113							
Jesúpolis	2013										99							
Jesúpolis	2014										99							
Jesúpolis	2015										123							
Jesúpolis	2016										117							
Jesúpolis	2017										86					12		
Jesúpolis	2018						0	0	0	0	96	0	0	0	0	11	0	0
Joviânia	2002										288							
Joviânia	2003										295					145		
Joviânia	2004										262				40	112		
Joviânia	2005										269					75		
Joviânia	2006										246					49		
Joviânia	2007										261				21	20		
Joviânia	2008										309				25	23		
Joviânia	2009										270				33	8		
Joviânia	2010						 	 	 	 	293	 	 	 	53	 	 	 
Joviânia	2011										248				23			
Joviânia	2012										249				37			
Joviânia	2013										248				15			
Joviânia	2014										227				53			
Joviânia	2015										229				27			
Joviânia	2016										258				20			
Joviânia	2017										239				81	14		
Joviânia	2018						0	0	0	0	229	0	0	0	56	34	0	0
Jussara	2002		788		505						1105			140	164			227
Jussara	2003		823		672						956			138	219			194
Jussara	2004		786		552						1029			125	149			112
Jussara	2005		635		514						994			128	65			108
Jussara	2006		599		416						978			130	76			86
Jussara	2007		509		439						862			114	19	112		30
Jussara	2008		485		504						813			121	75	148		
Jussara	2009		416		441						823			139	67	165		
Jussara	2010		406		469		 	 	 	 	815	 	 	121	99	158	 	 
Jussara	2011		414		501						777			113	85	119		
Jussara	2012		344		472						781			102	69	82		
Jussara	2013		276		470						789			94	37	74		
Jussara	2014										772			95	58	91		
Jussara	2015						108				746			73	48	70		
Jussara	2016						102				820			60	38	62		
Jussara	2017										716			64	31	106		
Jussara	2018						18	0	0	0	758	0	0	61	48	19	0	0
Lagoa Santa	2002										102							
Lagoa Santa	2003										121							
Lagoa Santa	2004										116				15			
Lagoa Santa	2005										145				14			
Lagoa Santa	2006										132							
Lagoa Santa	2007										129							
Lagoa Santa	2008										103				32			
Lagoa Santa	2009										89				17			
Lagoa Santa	2010						 	 	 	 	85	 	 	 	15	 	 	 
Lagoa Santa	2011										71				14			
Lagoa Santa	2012										66							
Lagoa Santa	2013										79							
Lagoa Santa	2014										91							
Lagoa Santa	2015										94							
Lagoa Santa	2016										87							
Lagoa Santa	2017										85					8		
Lagoa Santa	2018						0	0	0	0	103	0	0	0	0	5	0	0
Leopoldo de Bulhões	2002										177				167			
Leopoldo de Bulhões	2003										245				129			
Leopoldo de Bulhões	2004										228				132			
Leopoldo de Bulhões	2005										177				263			
Leopoldo de Bulhões	2006										201				242			
Leopoldo de Bulhões	2007										223		30		173			
Leopoldo de Bulhões	2008										179		47		169			
Leopoldo de Bulhões	2009										199		66		109			
Leopoldo de Bulhões	2010						 	 	 	 	210	 	52	 	59	 	 	 
Leopoldo de Bulhões	2011										243		54		84			
Leopoldo de Bulhões	2012										225		66		96			
Leopoldo de Bulhões	2013										203		50		118			
Leopoldo de Bulhões	2014										212		41		77			
Leopoldo de Bulhões	2015										234		37		12			
Leopoldo de Bulhões	2016										260		40		11			
Leopoldo de Bulhões	2017										230		34		13	19		
Leopoldo de Bulhões	2018						0	0	0	0	227	0	52	0	11	29	0	0
Luziânia	2002		1167		2876						6809			264	358	2686		13
Luziânia	2003		1576		2609						6679			302	361	3434		300
Luziânia	2004		1291		2356					61	7429			329	517	3692		132
Luziânia	2005		992		1932					44	7183			380	293	3177		303
Luziânia	2006		828		1797					47	7504			370	279	2499		353
Luziânia	2007		537		2367					176	7483			200	355	2101		133
Luziânia	2008		724		3175					151	7546			393	448	2343		144
Luziânia	2009		424		3362						8014			277	398	2096		105
Luziânia	2010	118	445		3973		 	 	 	151	7869	 	 	361	369	2025	 	12
Luziânia	2011	177	432		3437					243	8138	151		325	307	1668	51	5
Luziânia	2012	237	306		2825						7915	200		340	240	1389	84	14
Luziânia	2013	266	307		2453					755	7428	246		317	186	1137	65	6
Luziânia	2014									666	7309	297		373	415	1219	35	15
Luziânia	2015							363	174	533	7333	273		391	494	1162	17	73
Luziânia	2016						18	428		712	7346	271		365	294	1061	41	136
Luziânia	2017							392		571	6227	284		349	370	2055	54	170
Luziânia	2018						120	349	0	396	6282	290	0	323	389	2488	59	218
Mairipotaba	2002										88				51			
Mairipotaba	2003										103				41			
Mairipotaba	2004										135				45			
Mairipotaba	2005										153				73	31		
Mairipotaba	2006										136				59	83		
Mairipotaba	2007										126				49	25		
Mairipotaba	2008										111				62	13		
Mairipotaba	2009										101				37			
Mairipotaba	2010						 	 	 	 	94	 	 	 	30	 	 	 
Mairipotaba	2011										77				47			
Mairipotaba	2012										68				15			
Mairipotaba	2013										86							
Mairipotaba	2014										92							
Mairipotaba	2015										92							
Mairipotaba	2016										85							
Mairipotaba	2017										68					19		
Mairipotaba	2018						0	0	0	0	57	0	0	0	0	15	0	0
Mambaí	2002										213							
Mambaí	2003										250				44	101		
Mambaí	2004										257				26	138		
Mambaí	2005										336				35	115		
Mambaí	2006										365				38	93		
Mambaí	2007										356				18	57		
Mambaí	2008										370					62		
Mambaí	2009										359							
Mambaí	2010						 	 	 	 	366	 	 	 	 	 	 	 
Mambaí	2011										337							
Mambaí	2012										313							
Mambaí	2013										314							
Mambaí	2014										336							
Mambaí	2015										340							
Mambaí	2016										282							
Mambaí	2017										289							
Mambaí	2018						0	0	0	0	283	0	0	0	0	48	0	0
Mara Rosa	2002										672				234	148		
Mara Rosa	2003										596				222	240		
Mara Rosa	2004										490				155	286		
Mara Rosa	2005										444				131	313		
Mara Rosa	2006										519					300		
Mara Rosa	2007										505					131		
Mara Rosa	2008										501					183		
Mara Rosa	2009										544					170		
Mara Rosa	2010						 	 	 	 	529	 	 	 	 	113	 	 
Mara Rosa	2011										525					113		
Mara Rosa	2012										463					130		
Mara Rosa	2013										400					56		
Mara Rosa	2014										412					76		
Mara Rosa	2015										430					65		
Mara Rosa	2016										438					91		
Mara Rosa	2017										385					111		
Mara Rosa	2018						0	0	0	0	422	0	0	0	0	123	0	0
Marzagão	2002												85					
Marzagão	2003												78					
Marzagão	2004										16		91					
Marzagão	2005										41		79					
Marzagão	2006										116							
Marzagão	2007										129							
Marzagão	2008										115							
Marzagão	2009										102							
Marzagão	2010						 	 	 	 	146	 	 	 	 	 	 	 
Marzagão	2011										140							
Marzagão	2012										143							
Marzagão	2013										109							
Marzagão	2014										143							
Marzagão	2015										121							
Marzagão	2016										109							
Marzagão	2017										61					52		
Marzagão	2018						0	0	0	0	96	0	0	0	0	25	0	0
Matrinchã	2002										219				122	50		
Matrinchã	2003										255					25		
Matrinchã	2004										312					25		
Matrinchã	2005										310							
Matrinchã	2006										297							
Matrinchã	2007										254							
Matrinchã	2008										215							
Matrinchã	2009										218							
Matrinchã	2010						 	 	 	 	233	 	 	 	 	38	 	 
Matrinchã	2011										228					32		
Matrinchã	2012										210					15		
Matrinchã	2013										188							
Matrinchã	2014										190							
Matrinchã	2015										194							
Matrinchã	2016										174							
Matrinchã	2017										148					21		
Matrinchã	2018						0	0	0	0	193	0	0	0	0	0	0	0
Maurilândia	2002										508							
Maurilândia	2003										436							
Maurilândia	2004										522							
Maurilândia	2005										489							
Maurilândia	2006										478							
Maurilândia	2007										493							
Maurilândia	2008										457							
Maurilândia	2009										451							
Maurilândia	2010						 	 	 	 	482	 	 	 	 	 	 	 
Maurilândia	2011										443							
Maurilândia	2012										488							
Maurilândia	2013										510							
Maurilândia	2014										532							
Maurilândia	2015										439							
Maurilândia	2016										441							
Maurilândia	2017										326					140		
Maurilândia	2018						0	0	0	0	382	0	0	0	0	213	0	0
Mimoso de Goiás	2002										147				63			
Mimoso de Goiás	2003										151				60	72		
Mimoso de Goiás	2004										164				63	79		
Mimoso de Goiás	2005										149				37	132		
Mimoso de Goiás	2006										138				38	167		
Mimoso de Goiás	2007										158				46	61		
Mimoso de Goiás	2008										127				29	15		
Mimoso de Goiás	2009										142				42	2		
Mimoso de Goiás	2010						 	 	 	 	121	 	 	 	33	 	 	 
Mimoso de Goiás	2011										106				9			
Mimoso de Goiás	2012										88				13			
Mimoso de Goiás	2013										84							
Mimoso de Goiás	2014										80							
Mimoso de Goiás	2015										79							
Mimoso de Goiás	2016										103							
Mimoso de Goiás	2017										86				11	22		
Mimoso de Goiás	2018						0	0	0	0	110	0	0	0	0	0	0	0
Minaçu	2002		337								2515			130	1357			43
Minaçu	2003		253								2303			131	1176	322		75
Minaçu	2004		293							207	1857			266	1057	499		24
Minaçu	2005		275							254	1858			142	804	413		
Minaçu	2006		184							320	1752			149	701	457		
Minaçu	2007		191							329	1722			136	614	357		
Minaçu	2008		154							350	1536			139	496	294		
Minaçu	2009		194							520	1631			121	570	316		
Minaçu	2010		221				 	 	 	508	1446	 	 	132	429	242	 	299
Minaçu	2011		258							448	1389			90	360	270		52
Minaçu	2012		266								1322			83	361	204		78
Minaçu	2013		296							894	1194			174	316	186		119
Minaçu	2014									1083	1114			183	254	182		76
Minaçu	2015									761	1110			228	202	167		
Minaçu	2016						20			467	1164			154	200	180		
Minaçu	2017									576	1047			140	217	290		
Minaçu	2018						0	0	0	452	1072	0	0	93	173	297	0	0
Mineiros	2002		78	410							1375			246	314	939		
Mineiros	2003		72	701							1490			214	412	1215		
Mineiros	2004		72	768						18	1395			261	268	1109		160
Mineiros	2005		72	1042						56	1188			291	325	1083		168
Mineiros	2006		70	1205						46	1348			318	352	874		87
Mineiros	2007		78	1202						73	1532			284	161	769		1
Mineiros	2008		142	1113	70					28	1477			266	105	528		47
Mineiros	2009		174	817	343					43	1477			320	48	514		32
Mineiros	2010		230	737	509		 	 	 	38	1631	 	 	224	 	569	 	12
Mineiros	2011		170	857	684					50	1539			250		481		
Mineiros	2012		196	1033	791						1650			300		440		25
Mineiros	2013		211	1414	908					91	1800			282		448		86
Mineiros	2014									51	2054			264		317		250
Mineiros	2015									238	2141			257		398		8
Mineiros	2016						44			345	2035			232		451		28
Mineiros	2017						19			266	1763			235		613		22
Mineiros	2018						69	0	0	205	1791	0	0	246	0	688	0	25
Moiporá	2002										98							
Moiporá	2003										111							
Moiporá	2004										103							
Moiporá	2005										87							
Moiporá	2006										78							
Moiporá	2007										80					20		
Moiporá	2008										76					13		
Moiporá	2009										71					15		
Moiporá	2010						 	 	 	 	79	 	 	 	 	10	 	 
Moiporá	2011										81							
Moiporá	2012										71							
Moiporá	2013										72							
Moiporá	2014										79							
Moiporá	2015										73							
Moiporá	2016										54							
Moiporá	2017										41							
Moiporá	2018						0	0	0	0	43	0	0	0	0	0	0	0
Monte Alegre de Goiás	2002										410				74	201		
Monte Alegre de Goiás	2003										352				155	343		
Monte Alegre de Goiás	2004										334				186	399		
Monte Alegre de Goiás	2005										306				181	388		
Monte Alegre de Goiás	2006										265				140	274		
Monte Alegre de Goiás	2007										301				58	130		
Monte Alegre de Goiás	2008										256				20	133		
Monte Alegre de Goiás	2009										263				38	111		
Monte Alegre de Goiás	2010						 	 	 	 	277	 	 	 	15	120	 	 
Monte Alegre de Goiás	2011										269				5	100		
Monte Alegre de Goiás	2012										234					59		
Monte Alegre de Goiás	2013										244					25		
Monte Alegre de Goiás	2014										238					26		
Monte Alegre de Goiás	2015										274					6		
Monte Alegre de Goiás	2016										269					51		
Monte Alegre de Goiás	2017										256					59		
Monte Alegre de Goiás	2018						0	0	0	0	270	0	0	0	0	72	0	0
Montes Claros de Goiás	2002										387				46			
Montes Claros de Goiás	2003										346				31	114		
Montes Claros de Goiás	2004										337				37	106		
Montes Claros de Goiás	2005										387					106		
Montes Claros de Goiás	2006										425				20	87		
Montes Claros de Goiás	2007										320			13	13	59		
Montes Claros de Goiás	2008										358			18		83		
Montes Claros de Goiás	2009										333			6		74		
Montes Claros de Goiás	2010						 	 	 	 	316	 	 	6	 	48	 	 
Montes Claros de Goiás	2011										285					43		
Montes Claros de Goiás	2012										278					47		
Montes Claros de Goiás	2013										321					55		
Montes Claros de Goiás	2014										337					46		
Montes Claros de Goiás	2015										333					33		
Montes Claros de Goiás	2016										283					40		
Montes Claros de Goiás	2017										251					76		
Montes Claros de Goiás	2018						0	0	0	0	272	0	0	0	0	76	0	0
Montividiu	2002										397			14	227			87
Montividiu	2003										383			63	212			137
Montividiu	2004										416			73	238			114
Montividiu	2005										441			71	199			157
Montividiu	2006										602			49	119			72
Montividiu	2007										598			28	97			44
Montividiu	2008										618			23	63			10
Montividiu	2009										630				87			39
Montividiu	2010						 	 	 	 	686	 	 	 	59	 	 	36
Montividiu	2011										603				58			40
Montividiu	2012										484				56			49
Montividiu	2013										553				86			54
Montividiu	2014										555				102			36
Montividiu	2015										506				80			25
Montividiu	2016										441				59			29
Montividiu	2017										409				41	48		36
Montividiu	2018						0	0	0	0	399	0	0	3	53	45	0	19
Montividiu do Norte	2002										183				82	15		
Montividiu do Norte	2003										205				82			
Montividiu do Norte	2004										160				87			
Montividiu do Norte	2005										208				108			
Montividiu do Norte	2006										209				91			
Montividiu do Norte	2007										203				43			
Montividiu do Norte	2008										220				21			
Montividiu do Norte	2009										198				22			
Montividiu do Norte	2010						 	 	 	 	254	 	 	 	16	 	 	 
Montividiu do Norte	2011										222							
Montividiu do Norte	2012										200							
Montividiu do Norte	2013										172							
Montividiu do Norte	2014										187							
Montividiu do Norte	2015										183							
Montividiu do Norte	2016										183							
Montividiu do Norte	2017										96					70		
Montividiu do Norte	2018						20	0	0	0	169	0	0	0	0	66	0	0
Morrinhos	2002		1021								1256	185		238	448	680		
Morrinhos	2003		1081								1543	168		224	307	583		
Morrinhos	2004		1146					332			1620	135		198	344	302		
Morrinhos	2005		882					497			1551	126		203	291	407		
Morrinhos	2006		1015					406			1416	134		230	192	282		
Morrinhos	2007		950					449			1487	123		193	127	198	43	
Morrinhos	2008		883					447			1509	206		198	164	167	69	
Morrinhos	2009	51	907					324			1479	198		203	147	152	62	
Morrinhos	2010	112	858				 	303	 	 	1519	220	 	209	161	170	86	 
Morrinhos	2011	171	807					263			1386	218		211	147	128	75	
Morrinhos	2012	261	779					144			1280	208		226	76	146	68	1
Morrinhos	2013	357	710					98			1254	167		151	127	129	37	
Morrinhos	2014									34	1335	191		135	153	147	31	
Morrinhos	2015							1112		28	1343	180		116	78	136	22	
Morrinhos	2016						18	719		5	1314	252		90	120	97	27	
Morrinhos	2017							337		11	1254	323		74	110	261	14	
Morrinhos	2018						37	365	0	6	1366	358	0	39	100	210	7	0
Morro Agudo de Goiás	2002										143				42			
Morro Agudo de Goiás	2003										99				42			
Morro Agudo de Goiás	2004										89				21			
Morro Agudo de Goiás	2005										114				41			
Morro Agudo de Goiás	2006										102				26			
Morro Agudo de Goiás	2007										102				27			
Morro Agudo de Goiás	2008										95				24			
Morro Agudo de Goiás	2009										88				42			
Morro Agudo de Goiás	2010						 	 	 	 	111	 	 	 	27	 	 	 
Morro Agudo de Goiás	2011										98				23			
Morro Agudo de Goiás	2012										96				78			
Morro Agudo de Goiás	2013										89				69			
Morro Agudo de Goiás	2014										86				40			
Morro Agudo de Goiás	2015										104				69			
Morro Agudo de Goiás	2016										97				24			
Morro Agudo de Goiás	2017										56				59	45		
Morro Agudo de Goiás	2018						0	0	0	0	106	0	0	0	25	0	0	0
Mossâmedes	2002										284				89			
Mossâmedes	2003										292				52			
Mossâmedes	2004										293				28			
Mossâmedes	2005										291				20			
Mossâmedes	2006										272							
Mossâmedes	2007										249							
Mossâmedes	2008										229				17			
Mossâmedes	2009										230				17			
Mossâmedes	2010						 	 	 	 	245	 	 	 	14	 	 	 
Mossâmedes	2011										231				33			
Mossâmedes	2012										208				43			
Mossâmedes	2013										188				27			
Mossâmedes	2014										186				17			
Mossâmedes	2015										182				12			
Mossâmedes	2016										195				9			
Mossâmedes	2017										147							
Mossâmedes	2018						0	0	0	0	196	0	0	0	0	20	0	0
Mozarlândia	2002										454			35	431			
Mozarlândia	2003										433			38	306	172		
Mozarlândia	2004										490			41	300	164		
Mozarlândia	2005										505			33	254	137		
Mozarlândia	2006										537			45	224	106		
Mozarlândia	2007										607			33	166	94		
Mozarlândia	2008										571			34	94	60		
Mozarlândia	2009										536			22	179	93		
Mozarlândia	2010						 	 	 	 	596	 	 	15	84	96	 	 
Mozarlândia	2011										593			14	58	125		
Mozarlândia	2012										549				149	58		
Mozarlândia	2013										489				168	40		
Mozarlândia	2014										465				131	48		
Mozarlândia	2015										521				102	49		
Mozarlândia	2016										437					151		
Mozarlândia	2017										420					185		
Mozarlândia	2018						0	0	0	0	434	0	0	7	0	174	0	0
Mundo Novo	2002										303				132			
Mundo Novo	2003										287				72	198		
Mundo Novo	2004										309				45	170		
Mundo Novo	2005										261				78	83		
Mundo Novo	2006										302				81	98		
Mundo Novo	2007										197				86	71		
Mundo Novo	2008										332				31	92		
Mundo Novo	2009										300				50	112		
Mundo Novo	2010						 	 	 	 	282	 	 	 	62	93	 	 
Mundo Novo	2011										316				41	73		
Mundo Novo	2012										281				25	51		
Mundo Novo	2013										256				37	39		
Mundo Novo	2014										222				24	69		
Mundo Novo	2015										217				15	52		
Mundo Novo	2016										220				14			
Mundo Novo	2017										171					29		
Mundo Novo	2018						0	0	0	0	232	0	0	0	0	24	0	0
Mutunópolis	2002										185				31	77		
Mutunópolis	2003										185					40		
Mutunópolis	2004										152					112		
Mutunópolis	2005										181					98		
Mutunópolis	2006										196					30		
Mutunópolis	2007										204							
Mutunópolis	2008										188							
Mutunópolis	2009										164							
Mutunópolis	2010						 	 	 	 	202	 	 	 	 	 	 	 
Mutunópolis	2011										199							
Mutunópolis	2012										190							
Mutunópolis	2013										190							
Mutunópolis	2014										180							
Mutunópolis	2015										177							
Mutunópolis	2016										181							
Mutunópolis	2017										160					11		
Mutunópolis	2018						30	0	0	0	154	0	0	0	0	12	0	0
Nazário	2002										329					162		
Nazário	2003										347					270		
Nazário	2004										367					309		
Nazário	2005										368				30	217		
Nazário	2006										388				28	147		
Nazário	2007										362				18	116		
Nazário	2008										309					124		
Nazário	2009										375					65		
Nazário	2010						 	 	 	 	330	 	 	 	 	59	 	 
Nazário	2011										368					76		
Nazário	2012										324					13		
Nazário	2013										293							
Nazário	2014										317							
Nazário	2015										280							
Nazário	2016										270					21		
Nazário	2017										216					16		
Nazário	2018						0	0	0	0	253	0	0	0	0	0	0	0
Nerópolis	2002										1150				196	303		
Nerópolis	2003										1152				511	642		
Nerópolis	2004										1234				455	561		
Nerópolis	2005										1067				376	501		
Nerópolis	2006										1124				376	437		
Nerópolis	2007										1137				256	243		
Nerópolis	2008										1093				281	204		
Nerópolis	2009			54							1049				318	132		
Nerópolis	2010			40			 	 	 	 	1010	 	 	 	329	190	 	 
Nerópolis	2011			36							1032				290	147		
Nerópolis	2012			35							998				261	152		
Nerópolis	2013			23							1079				257	148		
Nerópolis	2014										1094				217	156		
Nerópolis	2015										1085				160	127		
Nerópolis	2016										991				175	146		
Nerópolis	2017										920				243	236		
Nerópolis	2018						0	0	0	0	961	0	0	0	159	263	0	0
Niquelândia	2002		632								2542		90	178	1180	790		
Niquelândia	2003		414								2189			190	1293	825		
Niquelândia	2004		520							430	2357			196	1392	796		
Niquelândia	2005		380							404	2240			208	1311	659		
Niquelândia	2006		183							539	2138			207	927	621		
Niquelândia	2007		245							548	1904			207	562	620		
Niquelândia	2008		205							620	1946			184	580	560		
Niquelândia	2009		205							781	1938			243	299	551		
Niquelândia	2010		183				 	 	 	465	1878	 	 	259	418	519	 	 
Niquelândia	2011		192							396	1679			256	385	372		
Niquelândia	2012		188								1706			257	367	324		
Niquelândia	2013		166							619	1483			127	388	313		
Niquelândia	2014									720	1305			290	321	300		23
Niquelândia	2015									882	1268			252	344	358		
Niquelândia	2016									880	1281			216	290	319		
Niquelândia	2017									830	1248			187	313	453		
Niquelândia	2018						30	0	0	540	1223	0	0	174	196	437	0	0
Nova América	2002										110							
Nova América	2003										104							
Nova América	2004										99				48			
Nova América	2005										102				45			
Nova América	2006										108				99			
Nova América	2007										96				82			
Nova América	2008										101				61			
Nova América	2009										95				99			
Nova América	2010						 	 	 	 	109	 	 	 	89	 	 	 
Nova América	2011										107				76			
Nova América	2012										103				47			
Nova América	2013										92				49			
Nova América	2014										99				32			
Nova América	2015										92				33			
Nova América	2016										111				39			
Nova América	2017										74				32	9		
Nova América	2018						0	0	0	0	78	0	0	0	57	10	0	0
Nova Aurora	2002										91					99		
Nova Aurora	2003										104					96		
Nova Aurora	2004										100					136		
Nova Aurora	2005										107					75		
Nova Aurora	2006										97					22		
Nova Aurora	2007										80					8		
Nova Aurora	2008										66							
Nova Aurora	2009										66							
Nova Aurora	2010						 	 	 	 	48	 	 	 	 	 	 	 
Nova Aurora	2011										49							
Nova Aurora	2012										48							
Nova Aurora	2013										46							
Nova Aurora	2014										63							
Nova Aurora	2015										72							
Nova Aurora	2016										64							
Nova Aurora	2017										35					18		
Nova Aurora	2018						0	0	0	0	30	0	0	0	0	17	0	0
Nova Crixás	2002										398				21	195		
Nova Crixás	2003										473				113	305		
Nova Crixás	2004										428				49	342		
Nova Crixás	2005										406				57	165		
Nova Crixás	2006										402				44	182		
Nova Crixás	2007										411				55	70		
Nova Crixás	2008										393				38			
Nova Crixás	2009										468					132		
Nova Crixás	2010						 	 	 	 	482	 	 	 	12	120	 	 
Nova Crixás	2011										480				19	86		
Nova Crixás	2012										442				25	57		
Nova Crixás	2013										475					85		
Nova Crixás	2014										407					147		
Nova Crixás	2015										356					126		
Nova Crixás	2016										282					99		
Nova Crixás	2017										268					132		
Nova Crixás	2018						0	0	0	0	280	0	0	0	34	198	0	0
Nova Glória	2002										396					278		
Nova Glória	2003										386					280		
Nova Glória	2004										387					204		
Nova Glória	2005										380					180		
Nova Glória	2006										377					127		
Nova Glória	2007										343					62		
Nova Glória	2008										377					75		
Nova Glória	2009										406					84		
Nova Glória	2010						 	 	 	 	404	 	 	 	 	64	 	 
Nova Glória	2011										376					36		
Nova Glória	2012										304					77		
Nova Glória	2013										304					40		
Nova Glória	2014										287					21		
Nova Glória	2015										313					40		
Nova Glória	2016										315					53		
Nova Glória	2017										262					45		
Nova Glória	2018						0	0	0	0	274	0	0	0	0	68	0	0
Nova Iguaçu de Goiás	2002										177				83			
Nova Iguaçu de Goiás	2003										173				59			
Nova Iguaçu de Goiás	2004										170				14			
Nova Iguaçu de Goiás	2005										164				91			
Nova Iguaçu de Goiás	2006										172				48			
Nova Iguaçu de Goiás	2007										159				49			
Nova Iguaçu de Goiás	2008										137				35			
Nova Iguaçu de Goiás	2009										150				42			
Nova Iguaçu de Goiás	2010						 	 	 	 	160	 	 	 	19	 	 	 
Nova Iguaçu de Goiás	2011										151							
Nova Iguaçu de Goiás	2012										154							
Nova Iguaçu de Goiás	2013										162							
Nova Iguaçu de Goiás	2014										169							
Nova Iguaçu de Goiás	2015										147							
Nova Iguaçu de Goiás	2016										149							
Nova Iguaçu de Goiás	2017										131					17		
Nova Iguaçu de Goiás	2018						0	0	0	0	128	0	0	0	0	27	0	0
Nova Roma	2002										174				56	31		
Nova Roma	2003										193				25	61		
Nova Roma	2004										192				40	28		
Nova Roma	2005										201					65		
Nova Roma	2006										166				121	97		
Nova Roma	2007										190					76		
Nova Roma	2008										160					63		
Nova Roma	2009										162					18		
Nova Roma	2010						 	 	 	 	145	 	 	 	 	13	 	 
Nova Roma	2011										151							
Nova Roma	2012										167							
Nova Roma	2013										137							
Nova Roma	2014										143							
Nova Roma	2015										136							
Nova Roma	2016										151							
Nova Roma	2017										136					8		
Nova Roma	2018						0	0	0	0	123	0	0	0	0	12	0	0
Nova Veneza	2002										302				78			
Nova Veneza	2003										331				76			
Nova Veneza	2004										332							
Nova Veneza	2005										378							
Nova Veneza	2006										375							
Nova Veneza	2007										403							
Nova Veneza	2008										308							
Nova Veneza	2009										285				95			
Nova Veneza	2010						 	 	 	 	300	 	 	 	87	 	 	 
Nova Veneza	2011										268				58			
Nova Veneza	2012										331				33			
Nova Veneza	2013										285							
Nova Veneza	2014										320							
Nova Veneza	2015										308							
Nova Veneza	2016										298							
Nova Veneza	2017										258					35		
Nova Veneza	2018						0	0	0	0	242	0	0	0	0	61	0	0
Novo Brasil	2002										215				42			
Novo Brasil	2003										222				39			
Novo Brasil	2004										241				20			
Novo Brasil	2005										199							
Novo Brasil	2006										203							
Novo Brasil	2007										173							
Novo Brasil	2008										170					21		
Novo Brasil	2009										165					23		
Novo Brasil	2010						 	 	 	 	164	 	 	 	 	15	 	 
Novo Brasil	2011										155					12		
Novo Brasil	2012										143					14		
Novo Brasil	2013										140							
Novo Brasil	2014										131							
Novo Brasil	2015										124							
Novo Brasil	2016										132							
Novo Brasil	2017										107					9		
Novo Brasil	2018						17	0	0	0	96	0	0	0	0	9	0	0
Novo Gama	2002										3051			12	1602			84
Novo Gama	2003										3074			16	1564			52
Novo Gama	2004										3723			48	1841			105
Novo Gama	2005										4780			124	1729			86
Novo Gama	2006										3959			116	1702	243		200
Novo Gama	2007										3690			133	1581	615		38
Novo Gama	2008										3372			121	1501	276		7
Novo Gama	2009										3636			183	1314	212		
Novo Gama	2010						 	 	 	 	3547	 	 	164	1147	375	 	 
Novo Gama	2011									158	2716			207	1093	411		
