Localidade;Ano;Instituições de Crédito, Seguro e de Capitalização;Administradoras de Imóveis, Valores Mobiliários, Serviços Técnicos, Profissionais, Auxiliar de Atividade Econômica;Transporte e Comunicações;Serviços de Alojamento, Alimentação, Reparo, Manutenção, Radiodifusão e Televisão;Serviços Médicos, Odontológicos e Veterinários;Ensino
Baliza;2012;;1;2;;;
Baliza;2013;;;2;4;;
Baliza;2014;;;3;2;;
Baliza;2015;;;3;4;;
Baliza;2016;;;1;5;;
Baliza;2017;;2;1;3;;
Baliza;2018;  ;2;2;2;  ;  
Barro Alto;1999;  ;45;1;6;  ;  
Barro Alto;2000;  ;69;1;5;  ;  
Barro Alto;2001;  ;71;1;4;  ;  
Barro Alto;2002;4;79;1;6;;
Barro Alto;2003;2;93;1;11;;
Barro Alto;2004;2;172;3;15;  ;  
Barro Alto;2005;2;101;96;17;  ;  
Barro Alto;2006;2;2;67;18;  ;10
Barro Alto;2007;2;28;103;25;  ;8
Barro Alto;2008;6;139;131;45;1;10
Barro Alto;2009;7;254;207;48;  ;4
Barro Alto;2010;6;158;332;18;1;  
Barro Alto;2011;6;14;386;34;1;5
Barro Alto;2012;5;12;316;25;2;2
Barro Alto;2013;5;12;430;33;1;4
Barro Alto;2014;7;14;444;34;1;3
Barro Alto;2015;7;23;489;45;1;6
Barro Alto;2016;7;12;483;34;1;5
Barro Alto;2017;7;34;545;76;1;3
Barro Alto;2018;7;35;656;88;1;2
Bela Vista de Goiás;1999;30;81;11;54;221;33
Bela Vista de Goiás;2000;31;59;13;106;437;44
Bela Vista de Goiás;2001;20;62;12;114;32;49
Bela Vista de Goiás;2002;27;55;25;232;44;56
Bela Vista de Goiás;2003;34;98;16;202;43;41
Bela Vista de Goiás;2004;39;116;17;211;53;37
Bela Vista de Goiás;2005;24;85;19;235;43;41
Bela Vista de Goiás;2006;23;57;72;91;44;40
Bela Vista de Goiás;2007;27;25;121;143;30;39
Bela Vista de Goiás;2008;25;34;57;129;46;51
Bela Vista de Goiás;2009;13;44;49;105;27;50
Bela Vista de Goiás;2010;19;65;47;121;34;54
Bela Vista de Goiás;2011;28;73;52;123;37;52
Bela Vista de Goiás;2012;54;71;135;130;27;57
Bela Vista de Goiás;2013;38;70;197;121;38;62
Bela Vista de Goiás;2014;40;71;338;130;33;70
Bela Vista de Goiás;2015;43;80;242;144;34;74
Bela Vista de Goiás;2016;43;76;246;145;34;76
Bela Vista de Goiás;2017;42;95;285;142;46;72
Bela Vista de Goiás;2018;48;114;317;172;52;75
Bom Jardim de Goiás;1999;10;  ;3;4;5;7
Bom Jardim de Goiás;2000;11;1;2;6;5;7
Bom Jardim de Goiás;2001;9;1;3;6;7;8
Bom Jardim de Goiás;2002;8;;11;10;11;7
Bom Jardim de Goiás;2003;12;1;8;8;6;7
Bom Jardim de Goiás;2004;10;2;6;9;6;8
Bom Jardim de Goiás;2005;11;2;8;13;6;12
Bom Jardim de Goiás;2006;12;6;9;16;6;11
Bom Jardim de Goiás;2007;12;9;13;18;7;9
Bom Jardim de Goiás;2008;12;9;15;17;8;7
Bom Jardim de Goiás;2009;13;8;8;17;10;10
Bom Jardim de Goiás;2010;14;12;11;16;10;9
Bom Jardim de Goiás;2011;15;12;8;30;9;11
Bom Jardim de Goiás;2012;14;7;7;25;2;12
Bom Jardim de Goiás;2013;14;12;7;23;;13
Bom Jardim de Goiás;2014;12;12;8;26;3;17
Bom Jardim de Goiás;2015;14;16;11;31;3;16
Bom Jardim de Goiás;2016;12;16;17;23;3;18
Bom Jardim de Goiás;2017;12;14;16;23;2;19
Bom Jardim de Goiás;2018;11;13;24;25;4;15
Bom Jesus de Goiás;1999;30;12;289;23;19;23
Bom Jesus de Goiás;2000;31;10;278;37;17;31
Bom Jesus de Goiás;2001;31;15;327;44;16;41
Bom Jesus de Goiás;2002;29;12;235;49;13;40
Bom Jesus de Goiás;2003;27;23;346;48;18;31
Bom Jesus de Goiás;2004;29;20;302;55;54;31
Bom Jesus de Goiás;2005;28;23;239;58;14;31
Bom Jesus de Goiás;2006;27;23;247;64;40;29
Bom Jesus de Goiás;2007;29;23;279;101;40;30
Bom Jesus de Goiás;2008;34;37;289;84;36;37
Bom Jesus de Goiás;2009;32;48;240;111;12;38
Bom Jesus de Goiás;2010;37;58;316;249;15;39
Bom Jesus de Goiás;2011;47;45;273;136;17;43
Bom Jesus de Goiás;2012;51;49;315;272;23;54
Bom Jesus de Goiás;2013;51;54;345;135;23;47
Bom Jesus de Goiás;2014;49;70;309;224;26;73
Bom Jesus de Goiás;2015;50;152;381;249;31;46
Bom Jesus de Goiás;2016;54;167;354;287;29;57
Bom Jesus de Goiás;2017;52;284;375;218;35;64
Bom Jesus de Goiás;2018;57;297;410;201;63;53
Bonfinópolis;1999;  ;10;21;1;  ;1
Bonfinópolis;2000;  ;19;15;  ;  ;  
Bonfinópolis;2001;  ;22;23;1;  ;1
Bonfinópolis;2002;;37;5;1;;
Bonfinópolis;2003;;50;5;1;;
Bonfinópolis;2004;  ;45;8;2;  ;  
Bonfinópolis;2005;  ;49;7;2;  ;  
Bonfinópolis;2006;  ;80;11;6;  ;  
Bonfinópolis;2007;  ;59;11;5;  ;  
Bonfinópolis;2008;  ;91;14;10;  ;  
Bonfinópolis;2009;1;118;12;12;1;1
Bonfinópolis;2010;  ;126;13;8;1;3
Bonfinópolis;2011;;152;14;46;;2
Bonfinópolis;2012;;175;17;41;;1
Bonfinópolis;2013;;138;8;11;;1
Bonfinópolis;2014;;42;10;27;;1
Bonfinópolis;2015;;39;11;20;;2
Bonfinópolis;2016;;23;11;58;70;3
Bonfinópolis;2017;;23;12;60;2;7
Bonfinópolis;2018;5;43;13;57;1;5
Bonópolis;1999;  ;  ;  ;  ;  ;  
Bonópolis;2000;  ;  ;  ;  ;  ;  
Bonópolis;2001;  ;  ;  ;  ;  ;  
Bonópolis;2002;;;;;;
Bonópolis;2003;;;;;;
Bonópolis;2004;  ;  ;1;  ;  ;  
Bonópolis;2005;  ;  ;1;  ;  ;  
Bonópolis;2006;  ;  ;1;  ;  ;  
Bonópolis;2007;  ;  ;2;  ;  ;  
Bonópolis;2008;  ;  ;2;  ;  ;  
Bonópolis;2009;  ;  ;2;  ;  ;  
Bonópolis;2010;  ;  ;4;  ;  ;  
Bonópolis;2011;;2;3;1;;
Bonópolis;2012;;1;2;;;
Bonópolis;2013;;2;2;1;;
Bonópolis;2014;;2;2;;;
Bonópolis;2015;;1;2;;;
Bonópolis;2016;;1;1;3;;
Bonópolis;2017;;1;1;;;
Bonópolis;2018;  ;1;2;1;  ;  
Brazabrantes;1999;  ;13;13;  ;  ;  
Brazabrantes;2000;  ;24;13;  ;  ;  
Brazabrantes;2001;  ;47;11;  ;  ;  
Brazabrantes;2002;;71;24;9;;
Brazabrantes;2003;;79;24;10;;
Brazabrantes;2004;  ;124;9;  ;  ;  
Brazabrantes;2005;  ;48;18;  ;  ;  
Brazabrantes;2006;  ;80;16;  ;  ;  
Brazabrantes;2007;  ;53;25;  ;  ;  
Brazabrantes;2008;  ;20;33;  ;  ;  
Brazabrantes;2009;  ;44;64;  ;  ;  
Brazabrantes;2010;  ;55;90;  ;  ;  
Brazabrantes;2011;;14;136;;;1
Brazabrantes;2012;;8;119;2;;
Brazabrantes;2013;;10;184;2;;
Brazabrantes;2014;;28;288;2;1;
Brazabrantes;2015;;24;183;26;;
Brazabrantes;2016;;23;144;1;;
Brazabrantes;2017;;49;75;8;;
Brazabrantes;2018;  ;6;50;11;  ;  
Britânia;1999;6;  ;1;5;9;  
Britânia;2000;4;  ;1;6;9;  
Britânia;2001;4;  ;1;9;7;1
Britânia;2002;5;;10;3;3;1
Britânia;2003;6;;2;12;2;
Britânia;2004;6;  ;2;10;  ;  
Britânia;2005;5;  ;2;19;  ;  
Britânia;2006;5;  ;13;20;3;  
Britânia;2007;3;  ;6;17;  ;  
Britânia;2008;3;  ;3;19;  ;  
Britânia;2009;3;  ;2;18;  ;  
Britânia;2010;5;4;2;19;  ;1
Britânia;2011;4;4;5;27;;
Britânia;2012;6;3;7;24;;
Britânia;2013;5;2;9;22;2;
Britânia;2014;9;4;14;28;1;
Britânia;2015;8;5;9;37;2;
Britânia;2016;5;6;15;35;2;
Britânia;2017;5;16;11;28;1;1
Britânia;2018;5;11;12;33;1;2
Buriti Alegre;1999;13;4;8;8;24;12
Buriti Alegre;2000;13;2;8;12;29;12
Buriti Alegre;2001;11;2;1;27;31;  
Buriti Alegre;2002;13;4;16;23;31;10
Buriti Alegre;2003;11;4;14;16;33;9
Buriti Alegre;2004;8;10;15;17;31;7
Buriti Alegre;2005;9;11;17;21;32;3
Buriti Alegre;2006;8;13;13;14;32;3
Buriti Alegre;2007;9;16;9;12;32;4
Buriti Alegre;2008;10;12;13;47;31;4
Buriti Alegre;2009;10;12;32;52;32;3
Buriti Alegre;2010;9;14;23;27;35;7
Buriti Alegre;2011;11;18;34;37;36;6
Buriti Alegre;2012;14;15;23;35;35;4
Buriti Alegre;2013;12;51;36;48;34;1
Buriti Alegre;2014;13;52;57;57;34;4
Buriti Alegre;2015;16;49;64;38;36;9
Buriti Alegre;2016;12;51;100;61;41;13
Buriti Alegre;2017;15;51;65;73;37;4
Buriti Alegre;2018;14;53;66;50;40;12
Buriti de Goiás;1999;  ;  ;1;2;  ;  
Buriti de Goiás;2000;  ;  ;1;  ;  ;  
Buriti de Goiás;2001;  ;  ;1;  ;  ;  
Buriti de Goiás;2002;5;;3;;;
Buriti de Goiás;2003;5;;3;;;
Buriti de Goiás;2004;  ;1;2;1;  ;  
Buriti de Goiás;2005;  ;1;2;2;  ;  
Buriti de Goiás;2006;  ;1;3;3;  ;  
Buriti de Goiás;2007;  ;1;4;3;  ;  
Buriti de Goiás;2008;  ;  ;2;2;  ;  
Buriti de Goiás;2009;  ;1;3;5;  ;  
Buriti de Goiás;2010;  ;1;3;5;  ;32
Buriti de Goiás;2011;;1;3;57;;20
Buriti de Goiás;2012;;1;3;47;;19
Buriti de Goiás;2013;;2;3;50;;
Buriti de Goiás;2014;;2;3;57;;18
Buriti de Goiás;2015;;1;3;14;;18
Buriti de Goiás;2016;;1;3;3;;
Buriti de Goiás;2017;;2;3;3;;
Buriti de Goiás;2018;2;1;4;2;  ;  
Buritinópolis;1999;  ;  ;766;  ;  ;  
Buritinópolis;2000;  ;  ;802;1;  ;  
Buritinópolis;2001;  ;  ;419;1;  ;  
Buritinópolis;2002;;;2;;;
Buritinópolis;2003;;;3;;;
Buritinópolis;2004;  ;  ;3;  ;  ;  
Buritinópolis;2005;  ;  ;3;  ;  ;  
Buritinópolis;2006;  ;  ;3;  ;  ;  
Buritinópolis;2007;  ;  ;3;1;  ;  
Buritinópolis;2008;  ;  ;3;  ;  ;  
Buritinópolis;2009;  ;1;3;1;  ;  
Buritinópolis;2010;  ;1;3;1;  ;  
Buritinópolis;2011;;1;2;;;
Buritinópolis;2012;;1;4;;;
Buritinópolis;2013;;1;4;;;
Buritinópolis;2014;;1;4;;;
Buritinópolis;2015;;2;4;4;;
Buritinópolis;2016;;2;2;6;;
Buritinópolis;2017;;;2;;;
Buritinópolis;2018;  ;1;2;  ;  ;  
Cabeceiras;1999;4;2;2;  ;  ;  
Cabeceiras;2000;4;2;2;  ;1;  
Cabeceiras;2001;3;1;4;1;1;  
Cabeceiras;2002;4;258;19;1;1;
Cabeceiras;2003;4;11;17;3;1;
Cabeceiras;2004;2;12;21;5;  ;  
Cabeceiras;2005;2;4;19;5;  ;  
Cabeceiras;2006;2;4;26;8;1;  
Cabeceiras;2007;2;58;30;8;3;  
Cabeceiras;2008;2;75;30;15;2;3
Cabeceiras;2009;2;71;14;17;3;4
Cabeceiras;2010;2;79;22;26;4;5
Cabeceiras;2011;3;107;17;25;4;2
Cabeceiras;2012;3;111;11;13;3;1
Cabeceiras;2013;3;116;14;7;4;1
Cabeceiras;2014;2;112;14;7;5;
Cabeceiras;2015;3;9;19;18;5;
Cabeceiras;2016;3;7;27;33;4;
Cabeceiras;2017;3;8;27;27;3;
Cabeceiras;2018;3;5;16;25;2;  
Cachoeira Alta;1999;10;1;1;16;3;  
Cachoeira Alta;2000;10;2;1;13;6;  
Cachoeira Alta;2001;9;371;1;16;6;  
Cachoeira Alta;2002;9;3;7;23;4;
Cachoeira Alta;2003;10;5;6;19;5;
Cachoeira Alta;2004;5;6;5;28;4;2
Cachoeira Alta;2005;7;9;7;22;3;2
Cachoeira Alta;2006;7;12;8;25;  ;3
Cachoeira Alta;2007;9;12;6;31;  ;4
Cachoeira Alta;2008;9;20;12;32;  ;7
Cachoeira Alta;2009;10;20;12;57;1;9
Cachoeira Alta;2010;11;18;64;41;1;16
Cachoeira Alta;2011;19;36;234;49;3;9
Cachoeira Alta;2012;21;25;289;36;7;17
Cachoeira Alta;2013;21;23;354;48;8;21
Cachoeira Alta;2014;23;30;428;60;11;19
Cachoeira Alta;2015;20;28;434;51;15;15
Cachoeira Alta;2016;21;36;551;51;11;18
Cachoeira Alta;2017;19;47;554;49;18;21
Cachoeira Alta;2018;19;51;379;65;16;15
Cachoeira de Goiás;1999;  ;  ;1;  ;  ;1
Cachoeira de Goiás;2000;  ;  ;1;  ;  ;  
Cachoeira de Goiás;2001;  ;  ;1;  ;  ;  
Cachoeira de Goiás;2002;;;2;1;;
Cachoeira de Goiás;2003;;;16;1;;
Cachoeira de Goiás;2004;  ;  ;16;  ;  ;  
Cachoeira de Goiás;2005;  ;  ;19;13;  ;  
Cachoeira de Goiás;2006;  ;  ;22;12;  ;  
Cachoeira de Goiás;2007;  ;  ;25;2;  ;  
Cachoeira de Goiás;2008;  ;  ;20;3;  ;  
Cachoeira de Goiás;2009;  ;  ;5;6;  ;  
Cachoeira de Goiás;2010;  ;  ;8;7;  ;  
Cachoeira de Goiás;2011;;;5;11;;
Cachoeira de Goiás;2012;;;2;15;;
Cachoeira de Goiás;2013;;;5;10;36;
Cachoeira de Goiás;2014;;;3;11;;
Cachoeira de Goiás;2015;;;3;11;;
Cachoeira de Goiás;2016;;;2;12;;
Cachoeira de Goiás;2017;;;4;8;;5
Cachoeira de Goiás;2018;  ;1;3;9;  ;  
Cachoeira Dourada;1999;5;1;21;4;1;  
Cachoeira Dourada;2000;5;3;20;4;2;1
Cachoeira Dourada;2001;7;17;17;4;3;1
Cachoeira Dourada;2002;5;25;22;4;3;
Cachoeira Dourada;2003;6;16;11;12;2;
Cachoeira Dourada;2004;5;21;10;9;3;  
Cachoeira Dourada;2005;5;13;8;12;3;  
Cachoeira Dourada;2006;5;8;14;19;4;  
Cachoeira Dourada;2007;5;11;25;13;4;1
Cachoeira Dourada;2008;4;13;33;26;6;1
Cachoeira Dourada;2009;5;15;48;33;4;1
Cachoeira Dourada;2010;4;15;41;20;4;1
Cachoeira Dourada;2011;9;23;66;27;4;1
Cachoeira Dourada;2012;10;22;72;34;3;1
Cachoeira Dourada;2013;10;25;64;41;4;1
Cachoeira Dourada;2014;10;14;45;33;5;1
Cachoeira Dourada;2015;10;17;41;33;5;3
Cachoeira Dourada;2016;10;20;40;26;7;1
Cachoeira Dourada;2017;11;20;46;23;5;3
Cachoeira Dourada;2018;10;19;46;24;5;2
Caçu;1999;22;14;5;20;17;7
Caçu;2000;22;10;6;22;16;8
Caçu;2001;18;10;2;30;19;12
Caçu;2002;20;11;5;45;23;11
Caçu;2003;17;12;5;41;19;15
Caçu;2004;15;15;11;56;15;26
Caçu;2005;13;15;13;63;16;27
Caçu;2006;14;34;17;44;16;28
Caçu;2007;17;34;20;52;15;23
Caçu;2008;16;63;29;90;18;31
Caçu;2009;17;62;10;115;25;36
Caçu;2010;18;29;9;67;23;36
Caçu;2011;25;35;19;79;21;44
Caçu;2012;28;34;25;63;18;43
Caçu;2013;31;35;40;63;23;46
Caçu;2014;32;33;55;78;12;52
Caçu;2015;33;34;47;233;27;65
Caçu;2016;34;28;46;226;25;59
Caçu;2017;34;36;57;302;27;71
Caçu;2018;33;46;89;275;24;71
Caiapônia;1999;15;6;12;29;11;16
Caiapônia;2000;15;5;11;19;9;16
Caiapônia;2001;13;5;9;43;10;17
Caiapônia;2002;13;4;6;48;11;17
Caiapônia;2003;14;9;6;36;10;18
Caiapônia;2004;14;7;40;43;8;20
Caiapônia;2005;13;9;34;47;11;20
Caiapônia;2006;13;8;25;55;11;17
Caiapônia;2007;12;9;31;58;9;18
Caiapônia;2008;11;12;24;58;103;122
Caiapônia;2009;14;11;36;59;14;26
Caiapônia;2010;21;13;34;57;16;24
Caiapônia;2011;21;11;38;62;16;113
Caiapônia;2012;27;15;31;74;127;84
Caiapônia;2013;25;25;39;77;136;31
Caiapônia;2014;27;34;52;72;15;30
Caiapônia;2015;31;34;57;85;14;34
Caiapônia;2016;29;35;57;80;13;37
Caiapônia;2017;28;72;58;79;13;36
Caiapônia;2018;28;99;85;86;16;37
Caldas Novas;1999;76;876;136;1890;107;132
Caldas Novas;2000;79;988;186;2042;97;168
Caldas Novas;2001;87;1202;250;2218;104;217
Caldas Novas;2002;88;1374;231;2097;104;218
Caldas Novas;2003;86;1448;390;2046;128;274
Caldas Novas;2004;90;1488;206;2123;119;339
Caldas Novas;2005;96;1533;212;2506;120;378
Caldas Novas;2006;90;1818;237;2760;123;374
Caldas Novas;2007;109;1996;208;3159;122;313
Caldas Novas;2008;108;2146;209;3234;140;346
Caldas Novas;2009;134;2168;203;3343;144;375
Caldas Novas;2010;156;2467;196;3935;159;297
Caldas Novas;2011;164;2944;233;4365;172;464
Caldas Novas;2012;176;3204;258;4807;212;523
Caldas Novas;2013;181;3449;324;5201;241;572
Caldas Novas;2014;191;3800;408;5825;262;641
Caldas Novas;2015;191;4263;479;6001;316;630
Caldas Novas;2016;191;4714;381;6049;296;649
Caldas Novas;2017;195;5209;506;6059;375;654
Caldas Novas;2018;205;5194;528;5982;417;688
Caldazinha;1999;  ;  ;6;  ;  ;  
Caldazinha;2000;  ;  ;3;1;  ;  
Caldazinha;2001;  ;1;5;1;  ;  
Caldazinha;2002;;2;6;;;
Caldazinha;2003;;2;1;;;
Caldazinha;2004;  ;10;1;1;  ;  
Caldazinha;2005;  ;  ;2;3;  ;  
Caldazinha;2006;  ;21;1;6;  ;  
Caldazinha;2007;  ;5;2;5;  ;  
Caldazinha;2008;  ;5;1;8;  ;  
Caldazinha;2009;2;8;1;2;  ;1
Caldazinha;2010;4;1;1;6;  ;8
Caldazinha;2011;3;8;1;5;;5
Caldazinha;2012;3;6;1;4;;1
Caldazinha;2013;2;9;1;3;;
Caldazinha;2014;2;7;3;1;;
Caldazinha;2015;;5;4;3;;
Caldazinha;2016;;7;1;5;;
Caldazinha;2017;;25;1;6;;
Caldazinha;2018;  ;9;2;4;  ;  
Campestre de Goiás;1999;2;5;1;1;  ;  
Campestre de Goiás;2000;2;1;1;  ;  ;  
Campestre de Goiás;2001;2;1;1;2;  ;  
Campestre de Goiás;2002;6;;1;;;
Campestre de Goiás;2003;5;;1;1;;
Campestre de Goiás;2004;  ;  ;1;2;  ;  
Campestre de Goiás;2005;  ;  ;1;1;  ;  
Campestre de Goiás;2006;  ;  ;2;3;  ;  
Campestre de Goiás;2007;  ;  ;3;1;  ;  
Campestre de Goiás;2008;  ;2;2;  ;  ;  
Campestre de Goiás;2009;  ;4;3;3;  ;  
Campestre de Goiás;2010;  ;3;2;4;  ;  
Campestre de Goiás;2011;;6;2;4;;
Campestre de Goiás;2012;;6;1;8;;
Campestre de Goiás;2013;;6;2;5;;
Campestre de Goiás;2014;;5;2;7;;
Campestre de Goiás;2015;;4;1;6;;
Campestre de Goiás;2016;;5;1;5;;
Campestre de Goiás;2017;;6;2;5;;
Campestre de Goiás;2018;  ;4;5;7;  ;  
Campinaçu;1999;  ;  ;1;  ;  ;  
Campinaçu;2000;  ;1;1;  ;  ;  
Campinaçu;2001;  ;2;1;  ;  ;  
Campinaçu;2002;;2;1;;;
Campinaçu;2003;;2;1;1;;
Campinaçu;2004;  ;  ;2;  ;  ;  
Campinaçu;2005;  ;  ;2;  ;  ;  
Campinaçu;2006;  ;  ;2;1;1;  
Campinaçu;2007;  ;  ;3;1;  ;  
Campinaçu;2008;  ;2;2;1;  ;  
Campinaçu;2009;  ;2;2;2;  ;  
Campinaçu;2010;  ;2;2;3;  ;  
Campinaçu;2011;;2;2;4;;
Campinaçu;2012;;2;2;3;;
Campinaçu;2013;;1;2;4;;
Campinaçu;2014;;2;2;3;;
Campinaçu;2015;;2;2;4;;
Campinaçu;2016;;3;2;4;;
Campinaçu;2017;;3;2;4;;
Campinaçu;2018;  ;3;2;3;  ;  
Campinorte;1999;12;6;3;9;  ;3
Campinorte;2000;10;7;3;7;  ;2
Campinorte;2001;8;1;2;4;  ;4
Campinorte;2002;9;;4;11;;5
Campinorte;2003;8;;5;11;;8
Campinorte;2004;5;  ;3;23;  ;13
Campinorte;2005;6;4;5;39;  ;12
Campinorte;2006;4;  ;9;53;  ;13
Campinorte;2007;9;14;14;69;  ;12
Campinorte;2008;9;12;10;75;  ;4
Campinorte;2009;9;79;16;64;  ;20
Campinorte;2010;12;12;16;68;  ;16
Campinorte;2011;13;24;22;81;;20
Campinorte;2012;15;31;23;79;3;18
Campinorte;2013;21;32;27;99;1;24
Campinorte;2014;25;36;33;95;5;18
Campinorte;2015;29;40;33;108;6;17
Campinorte;2016;26;33;26;93;12;17
Campinorte;2017;28;35;27;90;9;18
Campinorte;2018;27;43;31;85;10;14
Campo Alegre de Goiás;1999;4;3;17;19;  ;  
Campo Alegre de Goiás;2000;3;2;17;27;  ;  
Campo Alegre de Goiás;2001;4;  ;14;29;  ;  
Campo Alegre de Goiás;2002;4;2;15;28;;
Campo Alegre de Goiás;2003;2;23;17;39;1;
Campo Alegre de Goiás;2004;2;23;16;13;1;  
Campo Alegre de Goiás;2005;6;28;14;15;2;1
Campo Alegre de Goiás;2006;6;11;14;11;  ;1
Campo Alegre de Goiás;2007;7;7;18;13;58;1
Campo Alegre de Goiás;2008;6;8;32;25;62;1
Campo Alegre de Goiás;2009;7;8;49;19;2;1
Campo Alegre de Goiás;2010;8;7;39;23;1;1
Campo Alegre de Goiás;2011;8;7;37;23;1;
Campo Alegre de Goiás;2012;8;7;20;20;2;
Campo Alegre de Goiás;2013;15;7;37;20;1;
Campo Alegre de Goiás;2014;13;7;51;24;;
Campo Alegre de Goiás;2015;16;7;42;29;2;
Campo Alegre de Goiás;2016;16;7;52;23;2;
Campo Alegre de Goiás;2017;16;13;30;56;3;
Campo Alegre de Goiás;2018;12;14;32;49;3;1
Campo Limpo de Goiás;1999;  ;  ;  ;  ;  ;  
Campo Limpo de Goiás;2000;  ;  ;  ;  ;  ;  
Campo Limpo de Goiás;2001;  ;  ;  ;  ;  ;  
Campo Limpo de Goiás;2002;;1;2;;;
Campo Limpo de Goiás;2003;;3;;3;;
Campo Limpo de Goiás;2004;  ;3;  ;1;  ;  
Campo Limpo de Goiás;2005;  ;2;4;1;  ;  
Campo Limpo de Goiás;2006;  ;2;4;3;  ;  
Campo Limpo de Goiás;2007;  ;2;4;  ;  ;  
Campo Limpo de Goiás;2008;  ;2;2;4;  ;  
Campo Limpo de Goiás;2009;  ;2;13;1;  ;  
Campo Limpo de Goiás;2010;  ;3;51;3;13;  
Campo Limpo de Goiás;2011;;3;20;15;;
Campo Limpo de Goiás;2012;;2;15;8;1;
Campo Limpo de Goiás;2013;;3;17;4;3;
Campo Limpo de Goiás;2014;;3;12;8;1;
Campo Limpo de Goiás;2015;;7;25;9;1;2
Campo Limpo de Goiás;2016;;1;28;10;3;2
Campo Limpo de Goiás;2017;;10;44;14;3;4
Campo Limpo de Goiás;2018;4;13;20;18;3;6
Campos Belos;1999;16;8;69;23;30;7
Campos Belos;2000;17;7;57;24;35;6
Campos Belos;2001;16;7;51;16;32;5
Campos Belos;2002;18;10;49;27;36;8
Campos Belos;2003;18;6;56;26;25;13
Campos Belos;2004;18;6;64;35;30;21
Campos Belos;2005;20;14;65;44;33;22
Campos Belos;2006;20;13;62;24;37;25
Campos Belos;2007;22;17;63;36;41;19
Campos Belos;2008;22;18;73;18;40;12
Campos Belos;2009;21;23;68;41;47;21
Campos Belos;2010;24;44;75;47;50;18
Campos Belos;2011;28;55;64;69;53;23
Campos Belos;2012;38;77;64;81;60;18
Campos Belos;2013;39;94;66;87;69;28
Campos Belos;2014;42;98;78;104;75;33
Campos Belos;2015;44;92;93;95;83;37
Campos Belos;2016;38;89;83;92;77;38
Campos Belos;2017;39;79;119;110;80;42
Campos Belos;2018;43;81;150;110;86;47
Campos Verdes;1999;4;1;1;  ;4;  
Campos Verdes;2000;4;1;1;2;  ;  
Campos Verdes;2001;3;2;1;2;5;  
Campos Verdes;2002;4;1;2;1;3;
Campos Verdes;2003;3;1;2;1;;
Campos Verdes;2004;3;2;2;2;  ;  
Campos Verdes;2005;4;  ;2;2;  ;  
Campos Verdes;2006;3;1;3;1;  ;  
Campos Verdes;2007;3;  ;3;1;  ;  
Campos Verdes;2008;5;3;3;4;  ;  
Campos Verdes;2009;4;3;3;5;  ;1
Campos Verdes;2010;5;3;3;3;  ;1
Campos Verdes;2011;6;3;5;6;;1
Campos Verdes;2012;6;3;9;5;;
Campos Verdes;2013;3;3;11;5;;
Campos Verdes;2014;3;4;11;4;;
Campos Verdes;2015;3;4;2;29;;
Campos Verdes;2016;3;5;2;5;;
Campos Verdes;2017;2;1;2;7;;
Campos Verdes;2018;3;1;2;5;  ;  
Carmo do Rio Verde;1999;7;  ;1;3;34;  
Carmo do Rio Verde;2000;9;  ;1;4;28;  
Carmo do Rio Verde;2001;6;1;1;4;  ;  
Carmo do Rio Verde;2002;10;2;2;4;;1
Carmo do Rio Verde;2003;9;5;2;6;;
Carmo do Rio Verde;2004;9;7;6;10;  ;  
Carmo do Rio Verde;2005;10;2;3;15;26;  
Carmo do Rio Verde;2006;9;1;24;15;4;2
Carmo do Rio Verde;2007;11;1;10;18;5;1
Carmo do Rio Verde;2008;11;4;14;20;3;1
Carmo do Rio Verde;2009;14;3;12;26;3;4
Carmo do Rio Verde;2010;14;5;12;27;2;5
Carmo do Rio Verde;2011;19;4;9;26;6;5
Carmo do Rio Verde;2012;22;5;10;29;4;4
Carmo do Rio Verde;2013;22;4;12;31;5;5
Carmo do Rio Verde;2014;15;7;14;31;4;7
Carmo do Rio Verde;2015;18;8;8;29;5;6
Carmo do Rio Verde;2016;18;10;15;36;6;4
Carmo do Rio Verde;2017;20;9;13;29;7;6
Carmo do Rio Verde;2018;19;16;8;30;3;8
Castelândia;1999;4;  ;18;  ;  ;  
Castelândia;2000;5;8;17;3;  ;  
Castelândia;2001;4;  ;14;  ;  ;  
Castelândia;2002;5;7;9;2;;
Castelândia;2003;6;1;6;3;;
Castelândia;2004;5;1;6;3;  ;  
Castelândia;2005;6;4;6;4;  ;  
Castelândia;2006;4;  ;7;4;  ;  
Castelândia;2007;6;  ;9;3;  ;  
Castelândia;2008;6;  ;9;3;  ;  
Castelândia;2009;5;1;17;3;2;  
Castelândia;2010;6;3;11;  ;  ;  
Castelândia;2011;7;4;9;3;;
Castelândia;2012;4;5;2;;;
Castelândia;2013;7;29;15;2;;
Castelândia;2014;8;10;21;3;;
Castelândia;2015;5;7;14;5;;
Castelândia;2016;7;7;7;3;;
Castelândia;2017;6;5;6;2;;
Castelândia;2018;9;17;7;2;  ;  
Catalão;1999;128;260;257;426;391;247
Catalão;2000;128;425;303;471;436;241
Catalão;2001;123;589;308;511;425;280
Catalão;2002;137;713;620;720;444;317
Catalão;2003;133;692;505;675;434;306
Catalão;2004;129;801;639;774;443;343
Catalão;2005;115;669;638;806;479;368
Catalão;2006;171;504;675;914;488;402
Catalão;2007;181;1528;789;907;581;460
Catalão;2008;197;680;835;1105;641;505
Catalão;2009;219;924;827;1162;664;581
