Localidade;Ano;PopulacaoContagemTotal;PopulacaoContagemMasculina;PopulacaoContagemFeminina;PopulacaoContagemUrbana;PopulacaoContagemRural;PopulacaoContagem0-4;PopulacaoContagem5-9;PopulacaoContagem10-14;PopulacaoContagem15-19;PopulacaoContagem20-29;PopulacaoContagem30-39;PopulacaoContagem40-49;PopulacaoContagem50-59;PopulacaoContagem60-69;PopulacaoContagem70-79;PopulacaoContagem80;PopulacaoContagemIdadeIgnorada
Inaciolândia;2007;5650;2799;2707;4582;1068;440;452;469;512;919;878;775;480;352;147;56;
Inaciolândia;2011;;;;;;;;;;;;;;;;;
Inaciolândia;2012;;;;;;;;;;;;;;;;;
Inaciolândia;2013;;;;;;;;;;;;;;;;;
Inaciolândia;2014;;;;;;;;;;;;;;;;;
Inaciolândia;2015;;;;;;;;;;;;;;;;;
Inaciolândia;2016;;;;;;;;;;;;;;;;;
Inaciolândia;2017;;;;;;;;;;;;;;;;;
Inaciolândia;2018;;;;;;;;;;;;;;;;;
Inaciolândia;2019;;;;;;;;;;;;;;;;;
Inaciolândia;2020;;;;;;;;;;;;;;;;;
Indiara;1996;11563;6141;5422;8933;2630;1248;1249;1164;1207;2340;1747;1124;770;451;178;63;22
Indiara;2007;12703;6461;5999;10408;2295;1250;1263;1242;1296;2366;2182;1677;1066;693;336;127;
Indiara;2011;;;;;;;;;;;;;;;;;
Indiara;2012;;;;;;;;;;;;;;;;;
Indiara;2013;;;;;;;;;;;;;;;;;
Indiara;2014;;;;;;;;;;;;;;;;;
Indiara;2015;;;;;;;;;;;;;;;;;
Indiara;2016;;;;;;;;;;;;;;;;;
Indiara;2017;;;;;;;;;;;;;;;;;
Indiara;2018;;;;;;;;;;;;;;;;;
Indiara;2019;;;;;;;;;;;;;;;;;
Indiara;2020;;;;;;;;;;;;;;;;;
Inhumas;1996;40118;19959;20159;36041;4077;3624;3880;4203;4300;7345;6355;4415;2957;1886;803;296;54
Inhumas;2007;44983;22116;22804;42421;2562;3610;3723;3904;4176;8924;7754;6757;4666;2829;1647;609;
Inhumas;2011;;;;;;;;;;;;;;;;;
Inhumas;2012;;;;;;;;;;;;;;;;;
Inhumas;2013;;;;;;;;;;;;;;;;;
Inhumas;2014;;;;;;;;;;;;;;;;;
Inhumas;2015;;;;;;;;;;;;;;;;;
Inhumas;2016;;;;;;;;;;;;;;;;;
Inhumas;2017;;;;;;;;;;;;;;;;;
Inhumas;2018;;;;;;;;;;;;;;;;;
Inhumas;2019;;;;;;;;;;;;;;;;;
Inhumas;2020;;;;;;;;;;;;;;;;;
Ipameri;1996;21975;11077;10898;18717;3258;1948;2064;2190;2174;3844;3414;2315;1725;1375;634;264;28
Ipameri;2007;23114;11605;11388;19548;3566;1773;1816;1970;2012;4053;3708;3435;2280;1619;1055;468;
Ipameri;2011;;;;;;;;;;;;;;;;;
Ipameri;2012;;;;;;;;;;;;;;;;;
Ipameri;2013;;;;;;;;;;;;;;;;;
Ipameri;2014;;;;;;;;;;;;;;;;;
Ipameri;2015;;;;;;;;;;;;;;;;;
Ipameri;2016;;;;;;;;;;;;;;;;;
Ipameri;2017;;;;;;;;;;;;;;;;;
Ipameri;2018;;;;;;;;;;;;;;;;;
Ipameri;2019;;;;;;;;;;;;;;;;;
Ipameri;2020;;;;;;;;;;;;;;;;;
Ipiranga de Goiás;1996;;;;;;;;;;;;;;;;;
Ipiranga de Goiás;2007;2813;1483;1330;843;1970;169;174;183;217;406;380;435;326;224;164;69;
Ipiranga de Goiás;2011;;;;;;;;;;;;;;;;;
Ipiranga de Goiás;2012;;;;;;;;;;;;;;;;;
Ipiranga de Goiás;2013;;;;;;;;;;;;;;;;;
Ipiranga de Goiás;2014;;;;;;;;;;;;;;;;;
Ipiranga de Goiás;2015;;;;;;;;;;;;;;;;;
Ipiranga de Goiás;2016;;;;;;;;;;;;;;;;;
Ipiranga de Goiás;2017;;;;;;;;;;;;;;;;;
Ipiranga de Goiás;2018;;;;;;;;;;;;;;;;;
Ipiranga de Goiás;2019;;;;;;;;;;;;;;;;;
Ipiranga de Goiás;2020;;;;;;;;;;;;;;;;;
Iporá;1996;31283;15427;15856;27580;3703;2833;3140;3211;3161;5493;5030;3455;2310;1583;759;287;21
Iporá;2007;31060;15280;15763;28316;2744;2204;2261;2635;2898;5563;4985;4836;3254;2176;1333;528;
Iporá;2011;;;;;;;;;;;;;;;;;
Iporá;2012;;;;;;;;;;;;;;;;;
Iporá;2013;;;;;;;;;;;;;;;;;
Iporá;2014;;;;;;;;;;;;;;;;;
Iporá;2015;;;;;;;;;;;;;;;;;
Iporá;2016;;;;;;;;;;;;;;;;;
Iporá;2017;;;;;;;;;;;;;;;;;
Iporá;2018;;;;;;;;;;;;;;;;;
Iporá;2019;;;;;;;;;;;;;;;;;
Iporá;2020;;;;;;;;;;;;;;;;;
Israelândia;1996;3411;1791;1620;2528;883;325;303;378;330;658;502;357;276;164;78;38;2
Israelândia;2007;2827;1468;1359;2137;690;194;192;227;229;429;453;396;276;178;99;34;
Israelândia;2011;;;;;;;;;;;;;;;;;
Israelândia;2012;;;;;;;;;;;;;;;;;
Israelândia;2013;;;;;;;;;;;;;;;;;
Israelândia;2014;;;;;;;;;;;;;;;;;
Israelândia;2015;;;;;;;;;;;;;;;;;
Israelândia;2016;;;;;;;;;;;;;;;;;
Israelândia;2017;;;;;;;;;;;;;;;;;
Israelândia;2018;;;;;;;;;;;;;;;;;
Israelândia;2019;;;;;;;;;;;;;;;;;
Israelândia;2020;;;;;;;;;;;;;;;;;
Itaberaí;1996;26407;13423;12984;20135;6272;2433;2691;2989;2785;4816;4084;2816;1837;1204;530;201;21
Itaberaí;2007;30609;15564;14998;25255;5354;2407;2475;2553;2687;5491;4912;4168;2856;1677;872;356;
Itaberaí;2011;;;;;;;;;;;;;;;;;
Itaberaí;2012;;;;;;;;;;;;;;;;;
Itaberaí;2013;;;;;;;;;;;;;;;;;
Itaberaí;2014;;;;;;;;;;;;;;;;;
Itaberaí;2015;;;;;;;;;;;;;;;;;
Itaberaí;2016;;;;;;;;;;;;;;;;;
Itaberaí;2017;;;;;;;;;;;;;;;;;
Itaberaí;2018;;;;;;;;;;;;;;;;;
Itaberaí;2019;;;;;;;;;;;;;;;;;
Itaberaí;2020;;;;;;;;;;;;;;;;;
Itaguari;1996;4327;2214;2113;3282;1045;378;414;485;422;770;611;479;365;248;113;35;7
Itaguari;2007;4254;2139;2097;3653;601;318;318;358;384;790;732;626;485;354;205;74;
Itaguari;2011;;;;;;;;;;;;;;;;;
Itaguari;2012;;;;;;;;;;;;;;;;;
Itaguari;2013;;;;;;;;;;;;;;;;;
Itaguari;2014;;;;;;;;;;;;;;;;;
Itaguari;2015;;;;;;;;;;;;;;;;;
Itaguari;2016;;;;;;;;;;;;;;;;;
Itaguari;2017;;;;;;;;;;;;;;;;;
Itaguari;2018;;;;;;;;;;;;;;;;;
Itaguari;2019;;;;;;;;;;;;;;;;;
Itaguari;2020;;;;;;;;;;;;;;;;;
Itaguaru;1996;5398;2754;2644;4109;1289;389;552;595;564;1007;823;551;445;285;120;50;17
Itaguaru;2007;5467;2735;2629;4288;1179;361;374;344;431;924;775;752;488;347;196;66;
Itaguaru;2011;;;;;;;;;;;;;;;;;
Itaguaru;2012;;;;;;;;;;;;;;;;;
Itaguaru;2013;;;;;;;;;;;;;;;;;
Itaguaru;2014;;;;;;;;;;;;;;;;;
Itaguaru;2015;;;;;;;;;;;;;;;;;
Itaguaru;2016;;;;;;;;;;;;;;;;;
Itaguaru;2017;;;;;;;;;;;;;;;;;
Itaguaru;2018;;;;;;;;;;;;;;;;;
Itaguaru;2019;;;;;;;;;;;;;;;;;
Itaguaru;2020;;;;;;;;;;;;;;;;;
Itajá;1996;5800;2986;2814;4039;1761;532;620;672;547;1032;855;586;477;277;147;52;3
Itajá;2007;5409;2706;2690;3750;1659;535;536;526;533;1032;894;750;486;391;197;83;
Itajá;2011;;;;;;;;;;;;;;;;;
Itajá;2012;;;;;;;;;;;;;;;;;
Itajá;2013;;;;;;;;;;;;;;;;;
Itajá;2014;;;;;;;;;;;;;;;;;
Itajá;2015;;;;;;;;;;;;;;;;;
Itajá;2016;;;;;;;;;;;;;;;;;
Itajá;2017;;;;;;;;;;;;;;;;;
Itajá;2018;;;;;;;;;;;;;;;;;
Itajá;2019;;;;;;;;;;;;;;;;;
Itajá;2020;;;;;;;;;;;;;;;;;
Itapaci;1996;13403;6789;6614;8910;4493;1348;1434;1425;1411;2386;2053;1376;913;630;291;118;18
Itapaci;2007;16003;8075;7753;14546;1457;1326;1375;1325;1344;2574;2286;1998;1294;820;483;196;
Itapaci;2011;;;;;;;;;;;;;;;;;
Itapaci;2012;;;;;;;;;;;;;;;;;
Itapaci;2013;;;;;;;;;;;;;;;;;
Itapaci;2014;;;;;;;;;;;;;;;;;
Itapaci;2015;;;;;;;;;;;;;;;;;
Itapaci;2016;;;;;;;;;;;;;;;;;
Itapaci;2017;;;;;;;;;;;;;;;;;
Itapaci;2018;;;;;;;;;;;;;;;;;
Itapaci;2019;;;;;;;;;;;;;;;;;
Itapaci;2020;;;;;;;;;;;;;;;;;
Itapirapuã;1996;9126;4719;4407;6474;2652;853;904;974;992;1644;1336;964;676;478;211;90;4
Itapirapuã;2007;8208;4168;3903;5656;2552;1006;1031;1026;1087;2153;1906;1667;1155;765;442;155;
Itapirapuã;2011;;;;;;;;;;;;;;;;;
Itapirapuã;2012;;;;;;;;;;;;;;;;;
Itapirapuã;2013;;;;;;;;;;;;;;;;;
Itapirapuã;2014;;;;;;;;;;;;;;;;;
Itapirapuã;2015;;;;;;;;;;;;;;;;;
Itapirapuã;2016;;;;;;;;;;;;;;;;;
Itapirapuã;2017;;;;;;;;;;;;;;;;;
Itapirapuã;2018;;;;;;;;;;;;;;;;;
Itapirapuã;2019;;;;;;;;;;;;;;;;;
Itapirapuã;2020;;;;;;;;;;;;;;;;;
Itapuranga;1996;27884;14043;13841;19669;8215;2436;2792;2965;2974;5140;4241;3023;2099;1313;649;183;69
Itapuranga;2007;24832;12034;12233;19090;5742;1810;1906;1941;2162;4324;3861;3601;2587;1689;968;405;
Itapuranga;2011;;;;;;;;;;;;;;;;;
Itapuranga;2012;;;;;;;;;;;;;;;;;
Itapuranga;2013;;;;;;;;;;;;;;;;;
Itapuranga;2014;;;;;;;;;;;;;;;;;
Itapuranga;2015;;;;;;;;;;;;;;;;;
Itapuranga;2016;;;;;;;;;;;;;;;;;
Itapuranga;2017;;;;;;;;;;;;;;;;;
Itapuranga;2018;;;;;;;;;;;;;;;;;
Itapuranga;2019;;;;;;;;;;;;;;;;;
Itapuranga;2020;;;;;;;;;;;;;;;;;
Itarumã;1996;5960;3162;2798;3610;2350;685;687;612;588;1217;869;578;375;208;106;28;7
Itarumã;2007;5338;2686;2478;3479;1859;439;424;425;463;915;829;647;462;294;144;55;
Itarumã;2011;;;;;;;;;;;;;;;;;
Itarumã;2012;;;;;;;;;;;;;;;;;
Itarumã;2013;;;;;;;;;;;;;;;;;
Itarumã;2014;;;;;;;;;;;;;;;;;
Itarumã;2015;;;;;;;;;;;;;;;;;
Itarumã;2016;;;;;;;;;;;;;;;;;
Itarumã;2017;;;;;;;;;;;;;;;;;
Itarumã;2018;;;;;;;;;;;;;;;;;
Itarumã;2019;;;;;;;;;;;;;;;;;
Itarumã;2020;;;;;;;;;;;;;;;;;
Itauçu;1996;8485;4206;4279;6149;2336;715;785;879;889;1496;1274;1009;626;500;205;78;29
Itauçu;2007;8710;4044;4083;6404;2306;498;492;606;684;1368;1212;1173;845;574;333;153;
Itauçu;2011;;;;;;;;;;;;;;;;;
Itauçu;2012;;;;;;;;;;;;;;;;;
Itauçu;2013;;;;;;;;;;;;;;;;;
Itauçu;2014;;;;;;;;;;;;;;;;;
Itauçu;2015;;;;;;;;;;;;;;;;;
Itauçu;2016;;;;;;;;;;;;;;;;;
Itauçu;2017;;;;;;;;;;;;;;;;;
Itauçu;2018;;;;;;;;;;;;;;;;;
Itauçu;2019;;;;;;;;;;;;;;;;;
Itauçu;2020;;;;;;;;;;;;;;;;;
Itumbiara;1996;78669;38992;39677;73671;4998;6725;7386;7718;8112;14330;12791;9456;6064;3812;1601;604;70
Itumbiara;2007;88109;43486;44299;84041;4068;6197;6434;6859;7393;15334;14100;12410;9008;5499;2916;1112;
Itumbiara;2011;;;;;;;;;;;;;;;;;
Itumbiara;2012;;;;;;;;;;;;;;;;;
Itumbiara;2013;;;;;;;;;;;;;;;;;
Itumbiara;2014;;;;;;;;;;;;;;;;;
Itumbiara;2015;;;;;;;;;;;;;;;;;
Itumbiara;2016;;;;;;;;;;;;;;;;;
Itumbiara;2017;;;;;;;;;;;;;;;;;
Itumbiara;2018;;;;;;;;;;;;;;;;;
Itumbiara;2019;;;;;;;;;;;;;;;;;
Itumbiara;2020;;;;;;;;;;;;;;;;;
Ivolândia;1996;3141;1703;1438;1588;1553;282;300;254;293;607;491;371;260;166;83;32;2
Ivolândia;2007;2718;1461;1252;1481;1237;178;182;223;243;448;456;444;374;247;144;48;
Ivolândia;2011;;;;;;;;;;;;;;;;;
Ivolândia;2012;;;;;;;;;;;;;;;;;
Ivolândia;2013;;;;;;;;;;;;;;;;;
Ivolândia;2014;;;;;;;;;;;;;;;;;
Ivolândia;2015;;;;;;;;;;;;;;;;;
Ivolândia;2016;;;;;;;;;;;;;;;;;
Ivolândia;2017;;;;;;;;;;;;;;;;;
Ivolândia;2018;;;;;;;;;;;;;;;;;
Ivolândia;2019;;;;;;;;;;;;;;;;;
Ivolândia;2020;;;;;;;;;;;;;;;;;
Jandaia;1996;6745;3531;3214;3976;2769;629;659;662;724;1145;1020;750;559;361;166;65;5
Jandaia;2007;6373;3288;3069;4157;2216;423;426;509;503;962;1006;868;650;490;277;119;
Jandaia;2011;;;;;;;;;;;;;;;;;
Jandaia;2012;;;;;;;;;;;;;;;;;
Jandaia;2013;;;;;;;;;;;;;;;;;
Jandaia;2014;;;;;;;;;;;;;;;;;
Jandaia;2015;;;;;;;;;;;;;;;;;
Jandaia;2016;;;;;;;;;;;;;;;;;
Jandaia;2017;;;;;;;;;;;;;;;;;
Jandaia;2018;;;;;;;;;;;;;;;;;
Jandaia;2019;;;;;;;;;;;;;;;;;
Jandaia;2020;;;;;;;;;;;;;;;;;
Jaraguá;1996;29470;15038;14432;19725;9745;2902;2845;3276;3245;5625;4264;2931;2078;1391;640;245;28
Jaraguá;2007;38968;19551;19084;32116;6852;3433;3583;3248;3237;6922;5904;4840;3043;1936;1060;416;
Jaraguá;2011;;;;;;;;;;;;;;;;;
Jaraguá;2012;;;;;;;;;;;;;;;;;
Jaraguá;2013;;;;;;;;;;;;;;;;;
Jaraguá;2014;;;;;;;;;;;;;;;;;
Jaraguá;2015;;;;;;;;;;;;;;;;;
Jaraguá;2016;;;;;;;;;;;;;;;;;
Jaraguá;2017;;;;;;;;;;;;;;;;;
Jaraguá;2018;;;;;;;;;;;;;;;;;
Jaraguá;2019;;;;;;;;;;;;;;;;;
Jaraguá;2020;;;;;;;;;;;;;;;;;
Jataí;1996;69192;34768;34424;62085;7107;6898;7005;7583;7350;12813;10110;7371;4717;3086;1539;651;69
Jataí;2007;81972;40489;41197;75668;6304;7472;7510;7237;7606;16304;13924;10750;7308;4543;2557;1144;
Jataí;2011;;;;;;;;;;;;;;;;;
Jataí;2012;;;;;;;;;;;;;;;;;
Jataí;2013;;;;;;;;;;;;;;;;;
Jataí;2014;;;;;;;;;;;;;;;;;
Jataí;2015;;;;;;;;;;;;;;;;;
Jataí;2016;;;;;;;;;;;;;;;;;
Jataí;2017;;;;;;;;;;;;;;;;;
Jataí;2018;;;;;;;;;;;;;;;;;
Jataí;2019;;;;;;;;;;;;;;;;;
Jataí;2020;;;;;;;;;;;;;;;;;
Jaupaci;1996;2881;1475;1406;2241;640;273;292;302;280;535;438;301;210;160;53;27;10
Jaupaci;2007;2998;1528;1461;2376;622;243;239;261;271;503;481;429;305;227;133;57;
Jaupaci;2011;;;;;;;;;;;;;;;;;
Jaupaci;2012;;;;;;;;;;;;;;;;;
Jaupaci;2013;;;;;;;;;;;;;;;;;
Jaupaci;2014;;;;;;;;;;;;;;;;;
Jaupaci;2015;;;;;;;;;;;;;;;;;
Jaupaci;2016;;;;;;;;;;;;;;;;;
Jaupaci;2017;;;;;;;;;;;;;;;;;
Jaupaci;2018;;;;;;;;;;;;;;;;;
Jaupaci;2019;;;;;;;;;;;;;;;;;
Jaupaci;2020;;;;;;;;;;;;;;;;;
Jesúpolis;1996;2088;1116;972;1364;724;216;226;236;209;357;297;219;168;96;41;19;4
Jesúpolis;2007;2201;1168;1033;1688;513;174;172;184;179;313;306;265;245;188;84;43;
Jesúpolis;2011;;;;;;;;;;;;;;;;;
Jesúpolis;2012;;;;;;;;;;;;;;;;;
Jesúpolis;2013;;;;;;;;;;;;;;;;;
Jesúpolis;2014;;;;;;;;;;;;;;;;;
Jesúpolis;2015;;;;;;;;;;;;;;;;;
Jesúpolis;2016;;;;;;;;;;;;;;;;;
Jesúpolis;2017;;;;;;;;;;;;;;;;;
Jesúpolis;2018;;;;;;;;;;;;;;;;;
Jesúpolis;2019;;;;;;;;;;;;;;;;;
Jesúpolis;2020;;;;;;;;;;;;;;;;;
Joviânia;1996;6632;3330;3302;5578;1054;615;647;693;629;1179;1041;765;491;361;146;55;10
Joviânia;2007;6731;3464;3241;6086;645;518;539;640;623;1187;1224;1038;690;457;273;124;
Joviânia;2011;;;;;;;;;;;;;;;;;
Joviânia;2012;;;;;;;;;;;;;;;;;
Joviânia;2013;;;;;;;;;;;;;;;;;
Joviânia;2014;;;;;;;;;;;;;;;;;
Joviânia;2015;;;;;;;;;;;;;;;;;
Joviânia;2016;;;;;;;;;;;;;;;;;
Joviânia;2017;;;;;;;;;;;;;;;;;
Joviânia;2018;;;;;;;;;;;;;;;;;
Joviânia;2019;;;;;;;;;;;;;;;;;
Joviânia;2020;;;;;;;;;;;;;;;;;
Jussara;1996;20243;10252;9991;14572;5671;1909;2012;2245;2277;3834;2984;2219;1376;881;363;136;7
Jussara;2007;18814;9235;9192;14995;3819;1460;1469;1582;1643;3491;3062;2702;1831;1176;615;255;
Jussara;2011;;;;;;;;;;;;;;;;;
Jussara;2012;;;;;;;;;;;;;;;;;
Jussara;2013;;;;;;;;;;;;;;;;;
Jussara;2014;;;;;;;;;;;;;;;;;
Jussara;2015;;;;;;;;;;;;;;;;;
Jussara;2016;;;;;;;;;;;;;;;;;
Jussara;2017;;;;;;;;;;;;;;;;;
Jussara;2018;;;;;;;;;;;;;;;;;
Jussara;2019;;;;;;;;;;;;;;;;;
Jussara;2020;;;;;;;;;;;;;;;;;
Lagoa Santa;1996;;;;;;;;;;;;;;;;;
Lagoa Santa;2007;1225;602;613;852;373;71;78;67;78;163;153;141;92;69;36;18;
Lagoa Santa;2011;;;;;;;;;;;;;;;;;
Lagoa Santa;2012;;;;;;;;;;;;;;;;;
Lagoa Santa;2013;;;;;;;;;;;;;;;;;
Lagoa Santa;2014;;;;;;;;;;;;;;;;;
Lagoa Santa;2015;;;;;;;;;;;;;;;;;
Lagoa Santa;2016;;;;;;;;;;;;;;;;;
Lagoa Santa;2017;;;;;;;;;;;;;;;;;
Lagoa Santa;2018;;;;;;;;;;;;;;;;;
Lagoa Santa;2019;;;;;;;;;;;;;;;;;
Lagoa Santa;2020;;;;;;;;;;;;;;;;;
Leopoldo de Bulhões;1996;7763;4166;3597;4294;3469;758;803;827;845;1503;1141;787;507;379;154;42;17
Leopoldo de Bulhões;2007;8916;4604;4273;4996;3920;728;745;702;743;1477;1336;982;637;395;257;90;
Leopoldo de Bulhões;2011;;;;;;;;;;;;;;;;;
Leopoldo de Bulhões;2012;;;;;;;;;;;;;;;;;
Leopoldo de Bulhões;2013;;;;;;;;;;;;;;;;;
Leopoldo de Bulhões;2014;;;;;;;;;;;;;;;;;
Leopoldo de Bulhões;2015;;;;;;;;;;;;;;;;;
Leopoldo de Bulhões;2016;;;;;;;;;;;;;;;;;
Leopoldo de Bulhões;2017;;;;;;;;;;;;;;;;;
Leopoldo de Bulhões;2018;;;;;;;;;;;;;;;;;
Leopoldo de Bulhões;2019;;;;;;;;;;;;;;;;;
Leopoldo de Bulhões;2020;;;;;;;;;;;;;;;;;
Luziânia;1996;242522;121110;121412;232866;9656;32417;28018;27782;26368;49768;36719;20290;11283;6213;2453;786;425
Luziânia;2007;196046;...;...;...;...;22322;21318;20306;18775;37949;32494;20657;10881;5691;2844;1001;
Luziânia;2011;;;;;;;;;;;;;;;;;
Luziânia;2012;;;;;;;;;;;;;;;;;
Luziânia;2013;;;;;;;;;;;;;;;;;
Luziânia;2014;;;;;;;;;;;;;;;;;
Luziânia;2015;;;;;;;;;;;;;;;;;
Luziânia;2016;;;;;;;;;;;;;;;;;
Luziânia;2017;;;;;;;;;;;;;;;;;
Luziânia;2018;;;;;;;;;;;;;;;;;
Luziânia;2019;;;;;;;;;;;;;;;;;
Luziânia;2020;;;;;;;;;;;;;;;;;
Mairipotaba;1996;2628;1390;1238;1520;1108;214;237;316;257;423;427;302;211;144;64;32;1
Mairipotaba;2007;2655;1386;1245;1623;1032;128;122;159;173;381;319;329;257;179;97;36;
Mairipotaba;2011;;;;;;;;;;;;;;;;;
Mairipotaba;2012;;;;;;;;;;;;;;;;;
Mairipotaba;2013;;;;;;;;;;;;;;;;;
Mairipotaba;2014;;;;;;;;;;;;;;;;;
Mairipotaba;2015;;;;;;;;;;;;;;;;;
Mairipotaba;2016;;;;;;;;;;;;;;;;;
Mairipotaba;2017;;;;;;;;;;;;;;;;;
Mairipotaba;2018;;;;;;;;;;;;;;;;;
Mairipotaba;2019;;;;;;;;;;;;;;;;;
Mairipotaba;2020;;;;;;;;;;;;;;;;;
Mambaí;1996;4520;2341;2179;2557;1963;525;626;666;530;744;561;360;250;162;61;35;
Mambaí;2007;6454;3339;3057;4175;2279;588;535;561;605;1094;715;628;406;249;146;71;
Mambaí;2011;;;;;;;;;;;;;;;;;
Mambaí;2012;;;;;;;;;;;;;;;;;
Mambaí;2013;;;;;;;;;;;;;;;;;
Mambaí;2014;;;;;;;;;;;;;;;;;
Mambaí;2015;;;;;;;;;;;;;;;;;
Mambaí;2016;;;;;;;;;;;;;;;;;
Mambaí;2017;;;;;;;;;;;;;;;;;
Mambaí;2018;;;;;;;;;;;;;;;;;
Mambaí;2019;;;;;;;;;;;;;;;;;
Mambaí;2020;;;;;;;;;;;;;;;;;
Mara Rosa;1996;14866;7726;7140;8454;6412;1408;1575;1672;1672;2716;2220;1468;1017;703;279;103;33
Mara Rosa;2007;10409;5268;5072;7709;2700;909;922;986;996;1995;1749;1495;982;641;405;142;
Mara Rosa;2011;;;;;;;;;;;;;;;;;
Mara Rosa;2012;;;;;;;;;;;;;;;;;
Mara Rosa;2013;;;;;;;;;;;;;;;;;
Mara Rosa;2014;;;;;;;;;;;;;;;;;
Mara Rosa;2015;;;;;;;;;;;;;;;;;
Mara Rosa;2016;;;;;;;;;;;;;;;;;
Mara Rosa;2017;;;;;;;;;;;;;;;;;
Mara Rosa;2018;;;;;;;;;;;;;;;;;
Mara Rosa;2019;;;;;;;;;;;;;;;;;
Mara Rosa;2020;;;;;;;;;;;;;;;;;
Marzagão;1996;1854;938;916;1646;208;188;180;199;196;309;252;200;147;90;60;21;12
Marzagão;2007;2053;1011;1022;1781;272;217;220;202;196;395;320;283;223;164;90;44;
Marzagão;2011;;;;;;;;;;;;;;;;;
Marzagão;2012;;;;;;;;;;;;;;;;;
Marzagão;2013;;;;;;;;;;;;;;;;;
Marzagão;2014;;;;;;;;;;;;;;;;;
Marzagão;2015;;;;;;;;;;;;;;;;;
Marzagão;2016;;;;;;;;;;;;;;;;;
Marzagão;2017;;;;;;;;;;;;;;;;;
Marzagão;2018;;;;;;;;;;;;;;;;;
Marzagão;2019;;;;;;;;;;;;;;;;;
Marzagão;2020;;;;;;;;;;;;;;;;;
Matrinchã;1996;4355;2270;2085;3003;1352;436;497;551;492;837;680;387;255;136;67;16;1
Matrinchã;2007;4325;2208;2113;2993;1332;450;460;420;469;959;794;700;429;233;112;48;
Matrinchã;2011;;;;;;;;;;;;;;;;;
Matrinchã;2012;;;;;;;;;;;;;;;;;
Matrinchã;2013;;;;;;;;;;;;;;;;;
Matrinchã;2014;;;;;;;;;;;;;;;;;
Matrinchã;2015;;;;;;;;;;;;;;;;;
Matrinchã;2016;;;;;;;;;;;;;;;;;
Matrinchã;2017;;;;;;;;;;;;;;;;;
Matrinchã;2018;;;;;;;;;;;;;;;;;
Matrinchã;2019;;;;;;;;;;;;;;;;;
Matrinchã;2020;;;;;;;;;;;;;;;;;
Maurilândia;1996;8824;4690;4134;8167;657;980;999;835;942;1743;1341;883;579;337;137;45;3
Maurilândia;2007;10769;5540;5005;10309;460;966;925;967;1013;1797;1774;1251;832;492;262;89;
Maurilândia;2011;;;;;;;;;;;;;;;;;
Maurilândia;2012;;;;;;;;;;;;;;;;;
Maurilândia;2013;;;;;;;;;;;;;;;;;
Maurilândia;2014;;;;;;;;;;;;;;;;;
Maurilândia;2015;;;;;;;;;;;;;;;;;
Maurilândia;2016;;;;;;;;;;;;;;;;;
Maurilândia;2017;;;;;;;;;;;;;;;;;
Maurilândia;2018;;;;;;;;;;;;;;;;;
Maurilândia;2019;;;;;;;;;;;;;;;;;
Maurilândia;2020;;;;;;;;;;;;;;;;;
Mimoso de Goiás;1996;2584;1357;1227;1050;1534;267;258;329;308;445;305;270;182;153;47;17;3
Mimoso de Goiás;2007;2836;1485;1289;1249;1587;200;197;169;162;365;272;244;170;120;73;25;
Mimoso de Goiás;2011;;;;;;;;;;;;;;;;;
Mimoso de Goiás;2012;;;;;;;;;;;;;;;;;
Mimoso de Goiás;2013;;;;;;;;;;;;;;;;;
Mimoso de Goiás;2014;;;;;;;;;;;;;;;;;
Mimoso de Goiás;2015;;;;;;;;;;;;;;;;;
Mimoso de Goiás;2016;;;;;;;;;;;;;;;;;
Mimoso de Goiás;2017;;;;;;;;;;;;;;;;;
Mimoso de Goiás;2018;;;;;;;;;;;;;;;;;
Mimoso de Goiás;2019;;;;;;;;;;;;;;;;;
Mimoso de Goiás;2020;;;;;;;;;;;;;;;;;
Minaçu;1996;35616;18304;17312;30942;4674;3868;4013;4281;4279;6699;5507;3576;1824;946;444;109;70
Minaçu;2007;31041;15642;15196;26637;4404;3189;3199;3256;3305;6646;5478;4279;2752;1605;736;289;
Minaçu;2011;;;;;;;;;;;;;;;;;
Minaçu;2012;;;;;;;;;;;;;;;;;
Minaçu;2013;;;;;;;;;;;;;;;;;
Minaçu;2014;;;;;;;;;;;;;;;;;
Minaçu;2015;;;;;;;;;;;;;;;;;
Minaçu;2016;;;;;;;;;;;;;;;;;
Minaçu;2017;;;;;;;;;;;;;;;;;
Minaçu;2018;;;;;;;;;;;;;;;;;
Minaçu;2019;;;;;;;;;;;;;;;;;
Minaçu;2020;;;;;;;;;;;;;;;;;
Mineiros;1996;33743;17026;16717;30547;3196;3470;3626;3758;3494;6050;5154;3504;2167;1441;741;285;53
Mineiros;2007;45189;22911;22123;40683;4506;3901;3732;4144;4272;8663;7069;5786;3854;2342;1322;643;
Mineiros;2011;;;;;;;;;;;;;;;;;
Mineiros;2012;;;;;;;;;;;;;;;;;
Mineiros;2013;;;;;;;;;;;;;;;;;
Mineiros;2014;;;;;;;;;;;;;;;;;
Mineiros;2015;;;;;;;;;;;;;;;;;
Mineiros;2016;;;;;;;;;;;;;;;;;
Mineiros;2017;;;;;;;;;;;;;;;;;
Mineiros;2018;;;;;;;;;;;;;;;;;
Mineiros;2019;;;;;;;;;;;;;;;;;
Mineiros;2020;;;;;;;;;;;;;;;;;
