Localidade;Ano;Varejo;Atacado
Montes Claros de Goiás;2011;148;13
Montes Claros de Goiás;2012;154;25
Montes Claros de Goiás;2013;176;25
Montes Claros de Goiás;2014;201;29
Montes Claros de Goiás;2015;208;27
Montes Claros de Goiás;2016;173;32
Montes Claros de Goiás;2017;180;36
Montes Claros de Goiás;2018;182;35
Montividiu;1999;38;  
Montividiu;2000;60;47
Montividiu;2001;73;42
Montividiu;2002;88;65
Montividiu;2003;91;63
Montividiu;2004;97;
Montividiu;2005;116;
Montividiu;2006;91;
Montividiu;2007;96;
Montividiu;2008;114;
Montividiu;2009;164;
Montividiu;2010;164;236
Montividiu;2011;185;50
Montividiu;2012;261;57
Montividiu;2013;301;56
Montividiu;2014;305;64
Montividiu;2015;328;64
Montividiu;2016;308;66
Montividiu;2017;344;71
Montividiu;2018;331;80
Montividiu do Norte;1999;2;  
Montividiu do Norte;2000;2;  
Montividiu do Norte;2001;2;  
Montividiu do Norte;2002;3;
Montividiu do Norte;2003;6;
Montividiu do Norte;2004;11;
Montividiu do Norte;2005;8;
Montividiu do Norte;2006;9;
Montividiu do Norte;2007;11;
Montividiu do Norte;2008;14;
Montividiu do Norte;2009;18;
Montividiu do Norte;2010;16;6
Montividiu do Norte;2011;16;
Montividiu do Norte;2012;13;
Montividiu do Norte;2013;16;
Montividiu do Norte;2014;15;
Montividiu do Norte;2015;21;
Montividiu do Norte;2016;25;
Montividiu do Norte;2017;28;
Montividiu do Norte;2018;31;  
Morrinhos;1999;551;92
Morrinhos;2000;610;79
Morrinhos;2001;654;120
Morrinhos;2002;686;165
Morrinhos;2003;796;205
Morrinhos;2004;795;
Morrinhos;2005;818;
Morrinhos;2006;903;
Morrinhos;2007;972;
Morrinhos;2008;1036;
Morrinhos;2009;1289;
Morrinhos;2010;1425;1028
Morrinhos;2011;1549;316
Morrinhos;2012;1606;339
Morrinhos;2013;1713;334
Morrinhos;2014;1777;237
Morrinhos;2015;1730;358
Morrinhos;2016;1738;382
Morrinhos;2017;1737;393
Morrinhos;2018;1802;389
Morro Agudo de Goiás;1999;  ;  
Morro Agudo de Goiás;2000;8;  
Morro Agudo de Goiás;2001;17;  
Morro Agudo de Goiás;2002;14;
Morro Agudo de Goiás;2003;16;
Morro Agudo de Goiás;2004;10;
Morro Agudo de Goiás;2005;6;
Morro Agudo de Goiás;2006;4;
Morro Agudo de Goiás;2007;9;
Morro Agudo de Goiás;2008;12;
Morro Agudo de Goiás;2009;10;
Morro Agudo de Goiás;2010;14;77
Morro Agudo de Goiás;2011;18;
Morro Agudo de Goiás;2012;14;
Morro Agudo de Goiás;2013;23;
Morro Agudo de Goiás;2014;26;
Morro Agudo de Goiás;2015;18;
Morro Agudo de Goiás;2016;17;
Morro Agudo de Goiás;2017;14;
Morro Agudo de Goiás;2018;16;  
Mossâmedes;1999;19;  
Mossâmedes;2000;16;  
Mossâmedes;2001;15;1
Mossâmedes;2002;15;1
Mossâmedes;2003;18;
Mossâmedes;2004;22;
Mossâmedes;2005;17;
Mossâmedes;2006;19;
Mossâmedes;2007;17;
Mossâmedes;2008;19;
Mossâmedes;2009;20;
Mossâmedes;2010;28;18
Mossâmedes;2011;32;
Mossâmedes;2012;37;
Mossâmedes;2013;38;
Mossâmedes;2014;41;
Mossâmedes;2015;45;
Mossâmedes;2016;57;1
Mossâmedes;2017;64;
Mossâmedes;2018;54;  
Mozarlândia;1999;26;3
Mozarlândia;2000;50;4
Mozarlândia;2001;123;7
Mozarlândia;2002;118;7
Mozarlândia;2003;122;8
Mozarlândia;2004;165;
Mozarlândia;2005;147;
Mozarlândia;2006;160;
Mozarlândia;2007;186;
Mozarlândia;2008;231;
Mozarlândia;2009;256;
Mozarlândia;2010;266;122
Mozarlândia;2011;263;21
Mozarlândia;2012;253;23
Mozarlândia;2013;304;29
Mozarlândia;2014;383;10
Mozarlândia;2015;395;10
Mozarlândia;2016;383;12
Mozarlândia;2017;365;12
Mozarlândia;2018;380;2
Mundo Novo;1999;8;  
Mundo Novo;2000;13;1
Mundo Novo;2001;13;  
Mundo Novo;2002;22;1
Mundo Novo;2003;24;
Mundo Novo;2004;29;
Mundo Novo;2005;36;
Mundo Novo;2006;35;
Mundo Novo;2007;50;
Mundo Novo;2008;47;
Mundo Novo;2009;52;
Mundo Novo;2010;61;49
Mundo Novo;2011;78;
Mundo Novo;2012;73;
Mundo Novo;2013;85;
Mundo Novo;2014;93;
Mundo Novo;2015;94;
Mundo Novo;2016;82;
Mundo Novo;2017;78;
Mundo Novo;2018;64;  
Mutunópolis;1999;5;  
Mutunópolis;2000;5;  
Mutunópolis;2001;6;  
Mutunópolis;2002;3;
Mutunópolis;2003;9;
Mutunópolis;2004;7;
Mutunópolis;2005;9;
Mutunópolis;2006;4;
Mutunópolis;2007;5;
Mutunópolis;2008;11;
Mutunópolis;2009;19;
Mutunópolis;2010;20;6
Mutunópolis;2011;19;
Mutunópolis;2012;23;
Mutunópolis;2013;16;1
Mutunópolis;2014;28;
Mutunópolis;2015;29;2
Mutunópolis;2016;26;2
Mutunópolis;2017;23;3
Mutunópolis;2018;21;3
Nazário;1999;33;  
Nazário;2000;41;  
Nazário;2001;39;  
Nazário;2002;61;
Nazário;2003;50;
Nazário;2004;71;
Nazário;2005;104;
Nazário;2006;82;
Nazário;2007;66;
Nazário;2008;78;
Nazário;2009;91;
Nazário;2010;100;105
Nazário;2011;100;3
Nazário;2012;101;8
Nazário;2013;74;12
Nazário;2014;103;12
Nazário;2015;108;7
Nazário;2016;86;6
Nazário;2017;95;4
Nazário;2018;95;4
Nerópolis;1999;165;64
Nerópolis;2000;227;45
Nerópolis;2001;289;44
Nerópolis;2002;348;43
Nerópolis;2003;353;67
Nerópolis;2004;450;
Nerópolis;2005;477;
Nerópolis;2006;526;
Nerópolis;2007;590;
Nerópolis;2008;588;
Nerópolis;2009;560;
Nerópolis;2010;625;1140
Nerópolis;2011;644;85
Nerópolis;2012;743;131
Nerópolis;2013;710;143
Nerópolis;2014;761;130
Nerópolis;2015;871;115
Nerópolis;2016;856;104
Nerópolis;2017;889;105
Nerópolis;2018;879;105
Niquelândia;1999;208;  
Niquelândia;2000;294;11
Niquelândia;2001;334;17
Niquelândia;2002;451;42
Niquelândia;2003;480;33
Niquelândia;2004;584;
Niquelândia;2005;622;
Niquelândia;2006;736;
Niquelândia;2007;694;
Niquelândia;2008;769;
Niquelândia;2009;799;
Niquelândia;2010;877;1299
Niquelândia;2011;879;44
Niquelândia;2012;858;43
Niquelândia;2013;893;39
Niquelândia;2014;839;39
Niquelândia;2015;903;49
Niquelândia;2016;802;94
Niquelândia;2017;702;114
Niquelândia;2018;746;154
Nova América;1999;4;  
Nova América;2000;5;  
Nova América;2001;3;  
Nova América;2002;6;
Nova América;2003;7;
Nova América;2004;7;
Nova América;2005;8;
Nova América;2006;7;
Nova América;2007;3;
Nova América;2008;6;
Nova América;2009;18;
Nova América;2010;12;4
Nova América;2011;17;
Nova América;2012;12;
Nova América;2013;15;
Nova América;2014;15;
Nova América;2015;20;
Nova América;2016;25;
Nova América;2017;29;
Nova América;2018;35;  
Nova Aurora;1999;7;  
Nova Aurora;2000;5;  
Nova Aurora;2001;6;  
Nova Aurora;2002;8;
Nova Aurora;2003;3;
Nova Aurora;2004;11;
Nova Aurora;2005;10;
Nova Aurora;2006;18;
Nova Aurora;2007;27;
Nova Aurora;2008;29;
Nova Aurora;2009;38;
Nova Aurora;2010;26;7
Nova Aurora;2011;29;
Nova Aurora;2012;28;1
Nova Aurora;2013;32;1
Nova Aurora;2014;29;
Nova Aurora;2015;28;3
Nova Aurora;2016;32;3
Nova Aurora;2017;30;2
Nova Aurora;2018;25;3
Nova Crixás;1999;10;  
Nova Crixás;2000;19;  
Nova Crixás;2001;22;  
Nova Crixás;2002;27;
Nova Crixás;2003;35;
Nova Crixás;2004;52;
Nova Crixás;2005;62;
Nova Crixás;2006;71;
Nova Crixás;2007;112;
Nova Crixás;2008;124;
Nova Crixás;2009;118;
Nova Crixás;2010;152;60
Nova Crixás;2011;166;
Nova Crixás;2012;172;
Nova Crixás;2013;216;
Nova Crixás;2014;263;1
Nova Crixás;2015;218;1
Nova Crixás;2016;228;2
Nova Crixás;2017;221;6
Nova Crixás;2018;234;7
Nova Glória;1999;39;5
Nova Glória;2000;32;3
Nova Glória;2001;32;3
Nova Glória;2002;39;5
Nova Glória;2003;42;5
Nova Glória;2004;38;
Nova Glória;2005;42;
Nova Glória;2006;47;
Nova Glória;2007;64;
Nova Glória;2008;60;
Nova Glória;2009;77;
Nova Glória;2010;88;54
Nova Glória;2011;100;6
Nova Glória;2012;110;6
Nova Glória;2013;117;8
Nova Glória;2014;147;7
Nova Glória;2015;136;6
Nova Glória;2016;135;5
Nova Glória;2017;137;6
Nova Glória;2018;133;7
Nova Iguaçu de Goiás;1999;  ;  
Nova Iguaçu de Goiás;2000;  ;  
Nova Iguaçu de Goiás;2001;2;  
Nova Iguaçu de Goiás;2002;1;
Nova Iguaçu de Goiás;2003;2;
Nova Iguaçu de Goiás;2004;1;
Nova Iguaçu de Goiás;2005;1;
Nova Iguaçu de Goiás;2006;2;
Nova Iguaçu de Goiás;2007;3;
Nova Iguaçu de Goiás;2008;3;
Nova Iguaçu de Goiás;2009;4;
Nova Iguaçu de Goiás;2010;4;6
Nova Iguaçu de Goiás;2011;4;1
Nova Iguaçu de Goiás;2012;6;1
Nova Iguaçu de Goiás;2013;12;
Nova Iguaçu de Goiás;2014;10;
Nova Iguaçu de Goiás;2015;13;1
Nova Iguaçu de Goiás;2016;15;2
Nova Iguaçu de Goiás;2017;20;2
Nova Iguaçu de Goiás;2018;20;1
Nova Roma;1999;1;  
Nova Roma;2000;1;  
Nova Roma;2001;1;  
Nova Roma;2002;8;
Nova Roma;2003;3;
Nova Roma;2004;7;
Nova Roma;2005;6;
Nova Roma;2006;9;
Nova Roma;2007;10;
Nova Roma;2008;11;
Nova Roma;2009;8;
Nova Roma;2010;9;6
Nova Roma;2011;7;1
Nova Roma;2012;9;
Nova Roma;2013;12;
Nova Roma;2014;11;
Nova Roma;2015;14;
Nova Roma;2016;13;
Nova Roma;2017;16;
Nova Roma;2018;17;  
Nova Veneza;1999;23;1
Nova Veneza;2000;27;1
Nova Veneza;2001;44;2
Nova Veneza;2002;44;1
Nova Veneza;2003;48;1
Nova Veneza;2004;53;
Nova Veneza;2005;66;
Nova Veneza;2006;57;
Nova Veneza;2007;65;
Nova Veneza;2008;65;
Nova Veneza;2009;62;
Nova Veneza;2010;60;114
Nova Veneza;2011;86;7
Nova Veneza;2012;89;24
Nova Veneza;2013;102;19
Nova Veneza;2014;100;4
Nova Veneza;2015;104;6
Nova Veneza;2016;122;3
Nova Veneza;2017;118;11
Nova Veneza;2018;133;9
Novo Brasil;1999;10;  
Novo Brasil;2000;11;  
Novo Brasil;2001;12;  
Novo Brasil;2002;12;
Novo Brasil;2003;11;
Novo Brasil;2004;8;
Novo Brasil;2005;16;
Novo Brasil;2006;15;
Novo Brasil;2007;10;
Novo Brasil;2008;14;
Novo Brasil;2009;14;
Novo Brasil;2010;30;11
Novo Brasil;2011;27;
Novo Brasil;2012;31;
Novo Brasil;2013;38;
Novo Brasil;2014;43;
Novo Brasil;2015;48;
Novo Brasil;2016;50;
Novo Brasil;2017;54;
Novo Brasil;2018;49;  
Novo Gama;1999;287;93
Novo Gama;2000;292;46
Novo Gama;2001;317;47
Novo Gama;2002;339;66
Novo Gama;2003;461;118
Novo Gama;2004;494;
Novo Gama;2005;579;
Novo Gama;2006;793;
Novo Gama;2007;862;
Novo Gama;2008;847;
Novo Gama;2009;906;
Novo Gama;2010;1031;1160
Novo Gama;2011;1223;72
Novo Gama;2012;1199;75
Novo Gama;2013;1334;58
Novo Gama;2014;1313;97
Novo Gama;2015;1378;76
Novo Gama;2016;1298;49
Novo Gama;2017;1347;26
Novo Gama;2018;1708;47
Novo Planalto;1999;13;  
Novo Planalto;2000;12;  
Novo Planalto;2001;16;  
Novo Planalto;2002;10;
Novo Planalto;2003;12;4
Novo Planalto;2004;13;
Novo Planalto;2005;11;
Novo Planalto;2006;19;
Novo Planalto;2007;20;
Novo Planalto;2008;18;
Novo Planalto;2009;29;
Novo Planalto;2010;26;6
Novo Planalto;2011;27;
Novo Planalto;2012;25;
Novo Planalto;2013;29;
Novo Planalto;2014;32;
Novo Planalto;2015;37;5
Novo Planalto;2016;35;6
Novo Planalto;2017;36;6
Novo Planalto;2018;42;10
Orizona;1999;104;1
Orizona;2000;143;2
Orizona;2001;142;3
Orizona;2002;170;4
Orizona;2003;200;
Orizona;2004;215;
Orizona;2005;244;
Orizona;2006;262;
Orizona;2007;275;
Orizona;2008;297;
Orizona;2009;305;
Orizona;2010;348;254
Orizona;2011;375;8
Orizona;2012;399;17
Orizona;2013;436;13
Orizona;2014;508;21
Orizona;2015;549;21
Orizona;2016;536;19
Orizona;2017;548;26
Orizona;2018;533;29
Ouro Verde de Goiás;1999;11;  
Ouro Verde de Goiás;2000;14;4
Ouro Verde de Goiás;2001;9;  
Ouro Verde de Goiás;2002;13;
Ouro Verde de Goiás;2003;15;
Ouro Verde de Goiás;2004;17;
Ouro Verde de Goiás;2005;16;
Ouro Verde de Goiás;2006;14;
Ouro Verde de Goiás;2007;28;
Ouro Verde de Goiás;2008;24;
Ouro Verde de Goiás;2009;25;
Ouro Verde de Goiás;2010;18;47
Ouro Verde de Goiás;2011;39;1
Ouro Verde de Goiás;2012;34;1
Ouro Verde de Goiás;2013;36;
Ouro Verde de Goiás;2014;37;
Ouro Verde de Goiás;2015;44;
Ouro Verde de Goiás;2016;33;
Ouro Verde de Goiás;2017;31;1
Ouro Verde de Goiás;2018;31;1
Ouvidor;1999;11;  
Ouvidor;2000;10;  
Ouvidor;2001;15;  
Ouvidor;2002;27;
Ouvidor;2003;26;
Ouvidor;2004;20;
Ouvidor;2005;28;
Ouvidor;2006;36;
Ouvidor;2007;38;
Ouvidor;2008;35;
Ouvidor;2009;38;
Ouvidor;2010;53;147
Ouvidor;2011;55;
Ouvidor;2012;56;
Ouvidor;2013;64;
Ouvidor;2014;86;1
Ouvidor;2015;102;16
Ouvidor;2016;104;24
Ouvidor;2017;112;22
Ouvidor;2018;112;16
Padre Bernardo;1999;62;2
Padre Bernardo;2000;84;1
Padre Bernardo;2001;85;1
Padre Bernardo;2002;95;12
Padre Bernardo;2003;110;
Padre Bernardo;2004;144;
Padre Bernardo;2005;180;
Padre Bernardo;2006;255;
Padre Bernardo;2007;283;
Padre Bernardo;2008;262;
Padre Bernardo;2009;318;
Padre Bernardo;2010;320;264
Padre Bernardo;2011;383;4
Padre Bernardo;2012;393;26
Padre Bernardo;2013;461;42
Padre Bernardo;2014;500;47
Padre Bernardo;2015;523;60
Padre Bernardo;2016;501;63
Padre Bernardo;2017;508;66
Padre Bernardo;2018;482;85
Palestina de Goiás;1999;11;  
Palestina de Goiás;2000;11;  
Palestina de Goiás;2001;8;  
Palestina de Goiás;2002;10;
Palestina de Goiás;2003;10;
Palestina de Goiás;2004;12;
Palestina de Goiás;2005;14;
Palestina de Goiás;2006;23;
Palestina de Goiás;2007;18;
Palestina de Goiás;2008;20;
Palestina de Goiás;2009;26;
Palestina de Goiás;2010;24;5
Palestina de Goiás;2011;26;
Palestina de Goiás;2012;29;
Palestina de Goiás;2013;29;
Palestina de Goiás;2014;31;
Palestina de Goiás;2015;22;
Palestina de Goiás;2016;23;
Palestina de Goiás;2017;28;
Palestina de Goiás;2018;23;  
Palmeiras de Goiás;1999;170;2
Palmeiras de Goiás;2000;206;1
Palmeiras de Goiás;2001;207;3
Palmeiras de Goiás;2002;236;4
Palmeiras de Goiás;2003;236;8
Palmeiras de Goiás;2004;259;
Palmeiras de Goiás;2005;316;
Palmeiras de Goiás;2006;316;
Palmeiras de Goiás;2007;373;
Palmeiras de Goiás;2008;394;
Palmeiras de Goiás;2009;378;
Palmeiras de Goiás;2010;459;370
Palmeiras de Goiás;2011;434;41
Palmeiras de Goiás;2012;414;37
Palmeiras de Goiás;2013;478;49
Palmeiras de Goiás;2014;515;66
Palmeiras de Goiás;2015;490;58
Palmeiras de Goiás;2016;483;61
Palmeiras de Goiás;2017;511;59
Palmeiras de Goiás;2018;502;51
Palmelo;1999;11;  
Palmelo;2000;8;  
Palmelo;2001;26;  
Palmelo;2002;17;
Palmelo;2003;18;
Palmelo;2004;17;
Palmelo;2005;25;
Palmelo;2006;18;
Palmelo;2007;15;
Palmelo;2008;23;
Palmelo;2009;21;
Palmelo;2010;27;13
Palmelo;2011;30;
Palmelo;2012;29;
Palmelo;2013;13;
Palmelo;2014;23;
Palmelo;2015;23;
Palmelo;2016;30;
Palmelo;2017;29;
Palmelo;2018;29;  
Palminópolis;1999;10;  
Palminópolis;2000;15;  
Palminópolis;2001;21;  
Palminópolis;2002;14;
Palminópolis;2003;9;
Palminópolis;2004;11;
Palminópolis;2005;18;
Palminópolis;2006;20;
Palminópolis;2007;24;
Palminópolis;2008;24;
Palminópolis;2009;34;
Palminópolis;2010;24;44
Palminópolis;2011;73;2
Palminópolis;2012;96;1
Palminópolis;2013;145;1
Palminópolis;2014;176;4
Palminópolis;2015;179;
Palminópolis;2016;197;
Palminópolis;2017;194;
Palminópolis;2018;222;  
Panamá;1999;  ;  
Panamá;2000;3;  
Panamá;2001;4;  
Panamá;2002;5;
Panamá;2003;1;
Panamá;2004;5;
Panamá;2005;11;
Panamá;2006;10;
Panamá;2007;11;
Panamá;2008;11;
Panamá;2009;29;
Panamá;2010;28;74
Panamá;2011;41;8
Panamá;2012;47;5
Panamá;2013;60;6
Panamá;2014;58;
Panamá;2015;59;
Panamá;2016;54;
Panamá;2017;44;
Panamá;2018;41;  
Paranaiguara;1999;63;4
Paranaiguara;2000;73;1
Paranaiguara;2001;77;2
Paranaiguara;2002;98;1
Paranaiguara;2003;109;3
Paranaiguara;2004;93;
Paranaiguara;2005;102;
Paranaiguara;2006;114;
Paranaiguara;2007;137;
Paranaiguara;2008;140;
Paranaiguara;2009;174;
Paranaiguara;2010;182;79
Paranaiguara;2011;217;2
Paranaiguara;2012;225;1
Paranaiguara;2013;271;
Paranaiguara;2014;250;
Paranaiguara;2015;216;
Paranaiguara;2016;227;1
Paranaiguara;2017;213;3
Paranaiguara;2018;216;3
Paraúna;1999;159;5
Paraúna;2000;164;26
Paraúna;2001;138;25
Paraúna;2002;156;24
Paraúna;2003;194;28
Paraúna;2004;185;
Paraúna;2005;175;
Paraúna;2006;180;
Paraúna;2007;205;
Paraúna;2008;224;
Paraúna;2009;243;
Paraúna;2010;282;161
Paraúna;2011;267;38
Paraúna;2012;309;47
Paraúna;2013;268;55
Paraúna;2014;304;57
Paraúna;2015;323;55
Paraúna;2016;261;53
Paraúna;2017;284;62
Paraúna;2018;297;65
Perolândia;1999;12;  
Perolândia;2000;15;  
Perolândia;2001;19;  
Perolândia;2002;16;2
Perolândia;2003;21;5
Perolândia;2004;25;
Perolândia;2005;26;
Perolândia;2006;29;
Perolândia;2007;27;
Perolândia;2008;24;
Perolândia;2009;17;
Perolândia;2010;23;22
Perolândia;2011;28;
Perolândia;2012;34;
Perolândia;2013;41;
Perolândia;2014;54;
Perolândia;2015;55;
Perolândia;2016;38;
Perolândia;2017;41;
Perolândia;2018;36;  
Petrolina de Goiás;1999;38;  
Petrolina de Goiás;2000;43;2
Petrolina de Goiás;2001;61;2
Petrolina de Goiás;2002;69;6
Petrolina de Goiás;2003;69;6
Petrolina de Goiás;2004;66;
Petrolina de Goiás;2005;63;
Petrolina de Goiás;2006;75;
Petrolina de Goiás;2007;79;
Petrolina de Goiás;2008;94;
Petrolina de Goiás;2009;100;
Petrolina de Goiás;2010;114;116
Petrolina de Goiás;2011;113;2
Petrolina de Goiás;2012;120;13
Petrolina de Goiás;2013;139;8
Petrolina de Goiás;2014;122;22
Petrolina de Goiás;2015;158;11
Petrolina de Goiás;2016;154;15
Petrolina de Goiás;2017;149;16
Petrolina de Goiás;2018;203;11
Pilar de Goiás;1999;  ;  
Pilar de Goiás;2000;  ;  
Pilar de Goiás;2001;  ;  
Pilar de Goiás;2002;;
Pilar de Goiás;2003;7;
Pilar de Goiás;2004;2;
Pilar de Goiás;2005;3;
Pilar de Goiás;2006;4;
Pilar de Goiás;2007;4;
Pilar de Goiás;2008;7;
Pilar de Goiás;2009;14;
Pilar de Goiás;2010;3;6
Pilar de Goiás;2011;5;1
Pilar de Goiás;2012;5;
Pilar de Goiás;2013;10;
Pilar de Goiás;2014;8;
Pilar de Goiás;2015;9;
Pilar de Goiás;2016;6;
Pilar de Goiás;2017;5;
Pilar de Goiás;2018;5;  
Piracanjuba;1999;204;21
Piracanjuba;2000;233;26
Piracanjuba;2001;308;35
Piracanjuba;2002;296;17
Piracanjuba;2003;334;17
Piracanjuba;2004;368;
Piracanjuba;2005;380;
Piracanjuba;2006;379;
Piracanjuba;2007;393;
Piracanjuba;2008;550;
Piracanjuba;2009;589;
Piracanjuba;2010;604;324
Piracanjuba;2011;664;44
Piracanjuba;2012;608;47
Piracanjuba;2013;719;48
Piracanjuba;2014;763;57
Piracanjuba;2015;753;42
Piracanjuba;2016;793;28
Piracanjuba;2017;800;34
Piracanjuba;2018;752;32
Piranhas;1999;99;12
Piranhas;2000;116;16
Piranhas;2001;129;17
Piranhas;2002;116;16
Piranhas;2003;139;6
Piranhas;2004;152;
Piranhas;2005;153;
Piranhas;2006;160;
Piranhas;2007;132;
Piranhas;2008;152;
Piranhas;2009;169;
Piranhas;2010;159;153
Piranhas;2011;209;6
Piranhas;2012;216;5
Piranhas;2013;215;9
Piranhas;2014;239;12
Piranhas;2015;235;26
Piranhas;2016;257;9
Piranhas;2017;262;11
Piranhas;2018;252;15
Pirenópolis;1999;151;5
Pirenópolis;2000;191;3
Pirenópolis;2001;195;10
Pirenópolis;2002;198;7
Pirenópolis;2003;248;10
Pirenópolis;2004;266;
Pirenópolis;2005;276;
Pirenópolis;2006;290;
Pirenópolis;2007;399;
Pirenópolis;2008;357;
Pirenópolis;2009;443;
Pirenópolis;2010;452;643
Pirenópolis;2011;502;22
Pirenópolis;2012;495;27
Pirenópolis;2013;532;41
Pirenópolis;2014;593;37
Pirenópolis;2015;607;27
Pirenópolis;2016;540;35
Pirenópolis;2017;570;34
Pirenópolis;2018;597;19
Pires do Rio;1999;517;15
Pires do Rio;2000;592;26
Pires do Rio;2001;623;26
Pires do Rio;2002;644;18
Pires do Rio;2003;839;27
Pires do Rio;2004;919;
Pires do Rio;2005;970;
Pires do Rio;2006;879;
Pires do Rio;2007;887;
Pires do Rio;2008;955;
Pires do Rio;2009;1048;
Pires do Rio;2010;1145;957
Pires do Rio;2011;1183;120
Pires do Rio;2012;1237;153
Pires do Rio;2013;1283;111
Pires do Rio;2014;1373;115
Pires do Rio;2015;1353;93
Pires do Rio;2016;1335;124
Pires do Rio;2017;1320;170
Pires do Rio;2018;1369;129
Planaltina;1999;455;5
Planaltina;2000;570;3
Planaltina;2001;571;4
Planaltina;2002;675;20
Planaltina;2003;640;15
Planaltina;2004;742;
Planaltina;2005;763;
Planaltina;2006;923;
Planaltina;2007;945;
Planaltina;2008;1072;
Planaltina;2009;1296;
Planaltina;2010;1428;1057
Planaltina;2011;1425;25
Planaltina;2012;1536;43
Planaltina;2013;1614;49
Planaltina;2014;1655;67
Planaltina;2015;1695;49
Planaltina;2016;1643;56
Planaltina;2017;1575;27
Planaltina;2018;1724;26
Pontalina;1999;147;2
Pontalina;2000;160;8
Pontalina;2001;175;7
Pontalina;2002;202;6
Pontalina;2003;236;8
Pontalina;2004;260;
Pontalina;2005;276;
Pontalina;2006;294;
Pontalina;2007;371;
Pontalina;2008;481;
Pontalina;2009;521;
Pontalina;2010;643;219
Pontalina;2011;607;13
Pontalina;2012;643;17
Pontalina;2013;604;25
Pontalina;2014;649;32
Pontalina;2015;626;16
Pontalina;2016;601;26
Pontalina;2017;528;14
Pontalina;2018;418;21
Porangatu;1999;664;105
Porangatu;2000;711;106
Porangatu;2001;731;58
Porangatu;2002;767;73
Porangatu;2003;806;75
Porangatu;2004;816;
Porangatu;2005;869;
Porangatu;2006;1009;
Porangatu;2007;1058;
Porangatu;2008;1222;
Porangatu;2009;1266;
Porangatu;2010;1327;1173
Porangatu;2011;1464;150
Porangatu;2012;1537;159
Porangatu;2013;1558;156
Porangatu;2014;1722;151
Porangatu;2015;1742;176
Porangatu;2016;1681;131
Porangatu;2017;1689;124
Porangatu;2018;1701;234
Porteirão;1999;10;  
Porteirão;2000;18;  
Porteirão;2001;18;  
Porteirão;2002;23;
Porteirão;2003;20;
Porteirão;2004;36;
Porteirão;2005;32;
Porteirão;2006;25;
Porteirão;2007;42;
Porteirão;2008;36;
Porteirão;2009;36;
Porteirão;2010;41;41
Porteirão;2011;32;
Porteirão;2012;50;
Porteirão;2013;52;
Porteirão;2014;48;
Porteirão;2015;40;
Porteirão;2016;39;
Porteirão;2017;41;
Porteirão;2018;36;  
Portelândia;1999;14;  
Portelândia;2000;24;  
Portelândia;2001;29;  
Portelândia;2002;28;
Portelândia;2003;63;1
Portelândia;2004;41;
Portelândia;2005;70;
Portelândia;2006;92;
Portelândia;2007;107;
Portelândia;2008;117;
Portelândia;2009;123;
Portelândia;2010;135;82
Portelândia;2011;146;2
Portelândia;2012;118;2
Portelândia;2013;151;2
Portelândia;2014;150;2
Portelândia;2015;112;1
Portelândia;2016;114;1
Portelândia;2017;138;
Portelândia;2018;134;3
Posse;1999;356;22
Posse;2000;395;16
Posse;2001;440;14
Posse;2002;488;24
Posse;2003;552;40
Posse;2004;690;
Posse;2005;670;
Posse;2006;694;
Posse;2007;844;
Posse;2008;994;
Posse;2009;1025;
Posse;2010;1122;439
Posse;2011;1185;46
Posse;2012;1245;27
Posse;2013;1294;85
Posse;2014;1370;89
Posse;2015;1360;72
Posse;2016;1190;79
Posse;2017;1188;132
Posse;2018;1145;127
Professor Jamil;1999;31;  
Professor Jamil;2000;27;  
Professor Jamil;2001;30;  
Professor Jamil;2002;36;
Professor Jamil;2003;14;
Professor Jamil;2004;12;
Professor Jamil;2005;16;
Professor Jamil;2006;18;
Professor Jamil;2007;24;
Professor Jamil;2008;22;
Professor Jamil;2009;32;
Professor Jamil;2010;36;51
Professor Jamil;2011;37;
Professor Jamil;2012;35;
Professor Jamil;2013;39;
Professor Jamil;2014;34;
Professor Jamil;2015;42;
Professor Jamil;2016;38;
Professor Jamil;2017;35;
Professor Jamil;2018;42;  
Quirinópolis;1999;855;13
Quirinópolis;2000;905;13
Quirinópolis;2001;1138;14
Quirinópolis;2002;1340;21
Quirinópolis;2003;1293;40
Quirinópolis;2004;1159;
Quirinópolis;2005;1201;
Quirinópolis;2006;1035;
Quirinópolis;2007;1151;
Quirinópolis;2008;1293;
Quirinópolis;2009;1360;
Quirinópolis;2010;1600;1182
Quirinópolis;2011;1739;190
Quirinópolis;2012;1885;224
Quirinópolis;2013;1885;237
Quirinópolis;2014;1976;255
Quirinópolis;2015;1873;302
Quirinópolis;2016;1769;273
Quirinópolis;2017;1790;285
Quirinópolis;2018;2011;144
Rialma;1999;107;95
Rialma;2000;151;22
Rialma;2001;158;148
Rialma;2002;188;177
Rialma;2003;189;148
Rialma;2004;212;
Rialma;2005;205;
Rialma;2006;245;
Rialma;2007;213;
Rialma;2008;217;
Rialma;2009;231;
Rialma;2010;289;197
Rialma;2011;263;236
Rialma;2012;297;368
Rialma;2013;306;384
Rialma;2014;334;178
Rialma;2015;357;120
Rialma;2016;346;201
Rialma;2017;338;176
Rialma;2018;315;186
Rianápolis;1999;36;6
Rianápolis;2000;46;  
Rianápolis;2001;41;  
Rianápolis;2002;48;
Rianápolis;2003;34;
Rianápolis;2004;66;
Rianápolis;2005;61;
