Localidade;Ano;IDM Economia;EquilibrioOrcamentarioMunicipio;EvolucaoPIB;RecursosProprios;PIBperCapita;SetorAgropecuario;SetorIndustrial;SetorServicos
Itauçu;2016;1,52142857142857;1,99;3,83;0,68;3,92;0,18;0,03;0,02
Itauçu;2018;1,06857142857143;1,99;0,92;3,92;0,48;0,12;0,03;0,02
Itauçu;2018;1,06857142857143;1,99;0,92;0,48;3,92;0,12;0,03;0,02
Itumbiara;2012;1,86571428571429;1,5;1,61;5,04;1,27;2;1;0,64
Itumbiara;2012;1,86571428571429;1,5;1,61;1,27;5,04;2;1;0,64
Itumbiara;2014;2,78714285714286;5,61;3,31;4,59;1,8;1,93;1,63;0,64
Itumbiara;2014;2,78714285714286;5,61;3,31;1,8;4,59;1,93;1,63;0,64
Itumbiara;2016;2,67142857142857;2,41;4,85;4,01;2,86;2,27;1,67;0,63
Itumbiara;2016;2,67142857142857;2,41;4,85;2,86;4,01;2,27;1,67;0,63
Itumbiara;2018;2,19714285714286;2,41;1,61;4,01;2,34;2,5;1,91;0,6
Itumbiara;2018;2,19714285714286;2,41;1,61;2,34;4,01;2,5;1,91;0,6
Ivolândia;2012;1,27428571428571;5,41;1,87;0,91;0,48;0,25;0;0
Ivolândia;2012;1,27428571428571;5,41;1,87;0,48;0,91;0,25;0;0
Ivolândia;2014;1,89571428571429;6,86;3,28;2,17;0,74;0,21;0,01;0
Ivolândia;2014;1,89571428571429;6,86;3,28;0,74;2,17;0,21;0,01;0
Ivolândia;2016;1,27428571428571;1,68;4,72;1,18;1,1;0,24;0;0
Ivolândia;2016;1,27428571428571;1,68;4,72;1,1;1,18;0,24;0;0
Ivolândia;2018;1,20142857142857;1,68;3,48;1,18;1,77;0,26;0,04;0
Ivolândia;2018;1,20142857142857;1,68;3,48;1,77;1,18;0,26;0,04;0
Jandaia;2012;1,65428571428571;4,14;1,01;4,85;0,98;0,53;0,05;0,02
Jandaia;2012;1,65428571428571;4,14;1,01;0,98;4,85;0,53;0,05;0,02
Jandaia;2014;1,72142857142857;4,99;1,61;3,62;1,19;0,58;0,04;0,02
Jandaia;2014;1,72142857142857;4,99;1,61;1,19;3,62;0,58;0,04;0,02
Jandaia;2016;1,87285714285714;3,55;4,01;3,05;1,86;0,58;0,04;0,02
Jandaia;2016;1,87285714285714;3,55;4,01;1,86;3,05;0,58;0,04;0,02
Jandaia;2018;1,81142857142857;3,55;2,84;3,05;2,4;0,72;0,1;0,02
Jandaia;2018;1,81142857142857;3,55;2,84;2,4;3,05;0,72;0,1;0,02
Jaraguá;2012;1,31857142857143;2,82;2,22;2,98;0,32;0,65;0,14;0,1
Jaraguá;2012;1,31857142857143;2,82;2,22;0,32;2,98;0,65;0,14;0,1
Jaraguá;2014;1,80714285714286;5,42;2,28;3,79;0,36;0,56;0,14;0,1
Jaraguá;2014;1,80714285714286;5,42;2,28;0,36;3,79;0,56;0,14;0,1
Jaraguá;2016;1,72857142857143;3,16;3,98;3,57;0,52;0,63;0,11;0,13
Jaraguá;2016;1,72857142857143;3,16;3,98;0,52;3,57;0,63;0,11;0,13
Jaraguá;2018;1,29714285714286;3,16;1,13;3,57;0,42;0,59;0,11;0,1
Jaraguá;2018;1,29714285714286;3,16;1,13;0,42;3,57;0,59;0,11;0,1
Jataí;2012;2,99857142857143;2,58;1,77;5,61;1,36;8,37;0,77;0,53
Jataí;2012;2,99857142857143;2,58;1,77;1,36;5,61;8,37;0,77;0,53
Jataí;2014;3,64714285714286;5,87;2,89;5,75;1,72;7,88;0,89;0,53
Jataí;2014;3,64714285714286;5,87;2,89;1,72;5,75;7,88;0,89;0,53
Jataí;2016;3,61285714285714;3,68;4,33;4,69;2,62;8,65;0,78;0,54
Jataí;2016;3,61285714285714;3,68;4,33;2,62;4,69;8,65;0,78;0,54
Jataí;2018;3,13714285714286;3,68;1,93;4,69;2,42;7,49;1,2;0,55
Jataí;2018;3,13714285714286;3,68;1,93;2,42;4,69;7,49;1,2;0,55
Jaupaci;2012;1,09285714285714;4,91;1,78;0,64;0,22;0,1;0;0
Jaupaci;2012;1,09285714285714;4,91;1,78;0,22;0,64;0,1;0;0
Jaupaci;2014;1,61714285714286;6,82;2,57;1,54;0,31;0,08;0;0
Jaupaci;2014;1,61714285714286;6,82;2,57;0,31;1,54;0,08;0;0
Jaupaci;2016;1,28;4,05;3,83;0,61;0,37;0,1;0;0
Jaupaci;2016;1,28;4,05;3,83;0,37;0,61;0,1;0;0
Jaupaci;2018;1,10714285714286;4,05;2,43;0,61;0,54;0,12;0;0
Jaupaci;2018;1,10714285714286;4,05;2,43;0,54;0,61;0,12;0;0
Jesúpolis;2012;1,22857142857143;5,72;1,88;0,85;0,12;0,03;0;0
Jesúpolis;2012;1,22857142857143;5,72;1,88;0,12;0,85;0,03;0;0
Jesúpolis;2014;1,48857142857143;6,99;2,27;0,99;0,14;0,03;0;0
Jesúpolis;2014;1,48857142857143;6,99;2,27;0,14;0,99;0,03;0;0
Jesúpolis;2016;1,50428571428571;4,19;4,54;1,51;0,26;0,03;0;0
Jesúpolis;2016;1,50428571428571;4,19;4,54;0,26;1,51;0,03;0;0
Jesúpolis;2018;1,06714285714286;4,19;1,51;1,51;0,22;0,04;0;0
Jesúpolis;2018;1,06714285714286;4,19;1,51;0,22;1,51;0,04;0;0
Joviânia;2012;1,11142857142857;3,93;1,56;1,21;0,58;0,47;0,01;0,02
Joviânia;2012;1,11142857142857;3,93;1,56;0,58;1,21;0,47;0,01;0,02
Joviânia;2014;1,90285714285714;6,83;3,44;1,57;0,88;0,57;0,01;0,02
Joviânia;2014;1,90285714285714;6,83;3,44;0,88;1,57;0,57;0,01;0,02
Joviânia;2016;1,88142857142857;3,83;5;2,44;1,33;0,53;0,01;0,03
Joviânia;2016;1,88142857142857;3,83;5;1,33;2,44;0,53;0,01;0,03
Joviânia;2018;1,60285714285714;3,83;2,82;2,44;1,49;0,59;0,02;0,03
Joviânia;2018;1,60285714285714;3,83;2,82;1,49;2,44;0,59;0,02;0,03
Jussara;2012;1,45857142857143;3,79;2,08;2,69;0,56;1;0,03;0,06
Jussara;2012;1,45857142857143;3,79;2,08;0,56;2,69;1;0,03;0,06
Jussara;2014;1,90428571428571;6,46;2,85;2,27;0,71;0,95;0,03;0,06
Jussara;2014;1,90428571428571;6,46;2,85;0,71;2,27;0,95;0,03;0,06
Jussara;2016;1,94714285714286;3,1;3,99;1,03;4,55;0,86;0,03;0,07
Jussara;2016;1,94714285714286;3,1;3,99;4,55;1,03;0,86;0,03;0,07
Jussara;2018;1,60142857142857;3,1;1,49;4,55;1,05;0,93;0,03;0,06
Jussara;2018;1,60142857142857;3,1;1,49;1,05;4,55;0,93;0,03;0,06
Lagoa Santa;2012;1,2;3,99;2;1,57;0,75;0,09;0;0
Lagoa Santa;2012;1,2;3,99;2;0,75;1,57;0,09;0;0
Lagoa Santa;2014;1,68142857142857;6,3;2,61;1,91;0,88;0,07;0;0
Lagoa Santa;2014;1,68142857142857;6,3;2,61;0,88;1,91;0,07;0;0
Lagoa Santa;2016;1,57428571428571;4,1;4,37;1,1;1,37;0,08;0;0
Lagoa Santa;2016;1,57428571428571;4,1;4,37;1,37;1,1;0,08;0;0
Lagoa Santa;2018;1,24714285714286;4,1;2,11;1,1;1,32;0,1;0;0
Lagoa Santa;2018;1,24714285714286;4,1;2,11;1,32;1,1;0,1;0;0
Leopoldo de Bulhões;2012;1,08142857142857;3,75;1,58;0,94;0,52;0,76;0,01;0,01
Leopoldo de Bulhões;2012;1,08142857142857;3,75;1,58;0,52;0,94;0,76;0,01;0,01
Leopoldo de Bulhões;2014;1,51;6,19;1,97;1,12;0,62;0,65;0,01;0,01
Leopoldo de Bulhões;2014;1,51;6,19;1,97;0,62;1,12;0,65;0,01;0,01
Leopoldo de Bulhões;2016;2,09285714285714;3,53;5,96;2,67;1,45;1;0,02;0,02
Leopoldo de Bulhões;2016;2,09285714285714;3,53;5,96;1,45;2,67;1;0,02;0,02
Leopoldo de Bulhões;2018;1,45;3,53;1,99;2,67;1,16;0,77;0,02;0,01
Leopoldo de Bulhões;2018;1,45;3,53;1,99;1,16;2,67;0,77;0,02;0,01
Luziânia;2012;1,89571428571429;3,38;1,23;4,17;0,46;2,57;0,98;0,48
Luziânia;2012;1,89571428571429;3,38;1,23;0,46;4,17;2,57;0,98;0,48
Luziânia;2014;2,20714285714286;4,22;2,41;4,2;0,55;2,49;1,12;0,46
Luziânia;2014;2,20714285714286;4,22;2,41;0,55;4,2;2,49;1,12;0,46
Luziânia;2016;2,64142857142857;4,72;4,28;4,23;0,94;2,38;1,35;0,59
Luziânia;2016;2,64142857142857;4,72;4,28;0,94;4,23;2,38;1,35;0,59
Luziânia;2018;2,26857142857143;4,72;1,85;0,71;4,23;2,56;1,37;0,44
Luziânia;2018;2,26857142857143;4,72;1,85;4,23;0,71;2,56;1,37;0,44
Mairipotaba;2012;1,23142857142857;5,48;1,47;0,92;0,54;0,21;0;0
Mairipotaba;2012;1,23142857142857;5,48;1,47;0,54;0,92;0,21;0;0
Mairipotaba;2014;1,57857142857143;6,73;2,46;1,03;0,64;0,19;0;0
Mairipotaba;2014;1,57857142857143;6,73;2,46;0,64;1,03;0,19;0;0
Mairipotaba;2016;1,49142857142857;4,65;3,87;0,68;1,04;0,2;0;0
Mairipotaba;2016;1,49142857142857;4,65;3,87;1,04;0,68;0,2;0;0
Mairipotaba;2018;1,41857142857143;4,65;3,27;0,68;1,11;0,22;0;0
Mairipotaba;2018;1,41857142857143;4,65;3,27;1,11;0,68;0,22;0;0
Mambaí;2012;1,07571428571429;4,92;1,97;0,55;0,06;0,02;0;0,01
Mambaí;2012;1,07571428571429;4,92;1,97;0,06;0,55;0,02;0;0,01
Mambaí;2014;1,61285714285714;7,21;3,16;0,78;0,1;0,03;0;0,01
Mambaí;2014;1,61285714285714;7,21;3,16;0,1;0,78;0,03;0;0,01
Mambaí;2016;1,49571428571429;4,47;4,81;1,03;0,14;0,01;0;0,01
Mambaí;2016;1,49571428571429;4,47;4,81;0,14;1,03;0,01;0;0,01
Mambaí;2018;1,05285714285714;4,47;1,69;1,03;0,14;0,02;0,01;0,01
Mambaí;2018;1,05285714285714;4,47;1,69;0,14;1,03;0,02;0,01;0,01
Mara Rosa;2012;1,54857142857143;3,08;1,86;5,16;0,3;0,41;0,01;0,02
Mara Rosa;2012;1,54857142857143;3,08;1,86;0,3;5,16;0,41;0,01;0,02
Mara Rosa;2014;2,01;6,8;2,43;4,06;0,39;0,35;0,02;0,02
Mara Rosa;2014;2,01;6,8;2,43;0,39;4,06;0,35;0,02;0,02
Mara Rosa;2016;1,50428571428571;3,84;4,37;1,26;0,62;0,4;0,02;0,02
Mara Rosa;2016;1,50428571428571;3,84;4,37;0,62;1,26;0,4;0,02;0,02
Mara Rosa;2018;1,14285714285714;3,84;1,82;1,26;0,69;0,35;0,02;0,02
Mara Rosa;2018;1,14285714285714;3,84;1,82;0,69;1,26;0,35;0,02;0,02
Marzagão;2012;1,20142857142857;5,78;1,64;0,38;0,51;0,09;0,01;0
Marzagão;2012;1,20142857142857;5,78;1,64;0,51;0,38;0,09;0,01;0
Marzagão;2014;1,55571428571429;6,84;2,28;1,06;0,63;0,07;0,01;0
Marzagão;2014;1,55571428571429;6,84;2,28;0,63;1,06;0,07;0,01;0
Marzagão;2016;1,13;2,57;3,92;0,37;0,96;0,09;0;0
Marzagão;2016;1,13;2,57;3,92;0,96;0,37;0,09;0;0
Marzagão;2018;0,707142857142857;2,57;1,28;0,37;0,68;0,05;0;0
Marzagão;2018;0,707142857142857;2,57;1,28;0,68;0,37;0,05;0;0
Matrinchã;2012;1,50571428571429;4,68;2,68;2,15;0,6;0,42;0;0,01
Matrinchã;2012;1,50571428571429;4,68;2,68;0,6;2,15;0,42;0;0,01
Matrinchã;2014;1,80142857142857;6,95;2,7;2,13;0,58;0,24;0;0,01
Matrinchã;2014;1,80142857142857;6,95;2,7;0,58;2,13;0,24;0;0,01
Matrinchã;2016;1,32714285714286;3,72;2,59;1,95;0,79;0,23;0;0,01
Matrinchã;2016;1,32714285714286;3,72;2,59;0,79;1,95;0,23;0;0,01
Matrinchã;2018;1,36285714285714;3,72;2,53;1,95;1,01;0,31;0,01;0,01
Matrinchã;2018;1,36285714285714;3,72;2,53;1,01;1,95;0,31;0,01;0,01
Maurilândia;2012;1,03285714285714;2,82;1,91;1,59;0,32;0,55;0,02;0,02
Maurilândia;2012;1,03285714285714;2,82;1,91;0,32;1,59;0,55;0,02;0,02
Maurilândia;2014;1,79857142857143;6,35;3,21;0,38;2,14;0,47;0,02;0,02
Maurilândia;2014;1,79857142857143;6,35;3,21;2,14;0,38;0,47;0,02;0,02
Maurilândia;2016;1,38428571428571;3;4,53;0,94;0,63;0,54;0,02;0,03
Maurilândia;2016;1,38428571428571;3;4,53;0,63;0,94;0,54;0,02;0,03
Maurilândia;2018;0,915714285714286;3;1,47;0,94;0,48;0,48;0,02;0,02
Maurilândia;2018;0,915714285714286;3;1,47;0,48;0,94;0,48;0,02;0,02
Mimoso de Goiás;2012;1,24285714285714;4,51;1,89;1,49;0,52;0,29;0;0
Mimoso de Goiás;2012;1,24285714285714;4,51;1,89;0,52;1,49;0,29;0;0
Mimoso de Goiás;2014;1,82714285714286;6,89;3,37;0,69;1,56;0,28;0;0
Mimoso de Goiás;2014;1,82714285714286;6,89;3,37;1,56;0,69;0,28;0;0
Mimoso de Goiás;2016;1,99;4,02;6,31;1,6;1,62;0,38;0;0
Mimoso de Goiás;2016;1,99;4,02;6,31;1,62;1,6;0,38;0;0
Mimoso de Goiás;2018;0,992857142857143;4,02;0,61;1,62;0,55;0,15;0;0
Mimoso de Goiás;2018;0,992857142857143;4,02;0,61;0,55;1,62;0,15;0;0
Minaçu;2012;1,76571428571429;3,35;2,38;3,09;1,87;0,24;1,35;0,08
Minaçu;2012;1,76571428571429;3,35;2,38;1,87;3,09;0,24;1,35;0,08
Minaçu;2014;2,28714285714286;5,35;2,88;3,96;2,16;0,19;1,39;0,08
Minaçu;2014;2,28714285714286;5,35;2,88;2,16;3,96;0,19;1,39;0,08
Minaçu;2016;1,81857142857143;3,88;1,78;3,61;2,31;0,2;0,84;0,11
Minaçu;2016;1,81857142857143;3,88;1,78;2,31;3,61;0,2;0,84;0,11
Minaçu;2018;1,75571428571429;3,88;1,8;3,61;1,75;0,29;0,89;0,07
Minaçu;2018;1,75571428571429;3,88;1,8;1,75;3,61;0,29;0,89;0,07
Mineiros;2012;2,24857142857143;4,04;1,79;4,63;1,03;3,64;0,34;0,27
Mineiros;2012;2,24857142857143;4,04;1,79;1,03;4,63;3,64;0,34;0,27
Mineiros;2014;2,83142857142857;6,88;2,62;5,09;1,33;3,21;0,41;0,28
Mineiros;2014;2,83142857142857;6,88;2,62;1,33;5,09;3,21;0,41;0,28
Mineiros;2016;2,85857142857143;3,71;4,94;4,96;2,18;3,43;0,49;0,3
Mineiros;2016;2,85857142857143;3,71;4,94;2,18;4,96;3,43;0,49;0,3
Mineiros;2018;2,51857142857143;3,71;2,19;4,96;2,07;3,69;0,71;0,3
Mineiros;2018;2,51857142857143;3,71;2,19;2,07;4,96;3,69;0,71;0,3
Moiporá;2012;1,14;4,95;1,8;0,76;0,36;0,11;0;0
Moiporá;2012;1,14;4,95;1,8;0,36;0,76;0,11;0;0
Moiporá;2014;1,58571428571429;7,5;2,32;0,74;0,45;0,09;0;0
Moiporá;2014;1,58571428571429;7,5;2,32;0,45;0,74;0,09;0;0
Moiporá;2016;1,43857142857143;4,13;4,66;0,32;0,86;0,1;0;0
Moiporá;2016;1,43857142857143;4,13;4,66;0,86;0,32;0,1;0;0
Moiporá;2018;1,06;4,13;1,93;0,32;0,92;0,12;0;0
Moiporá;2018;1,06;4,13;1,93;0,92;0,32;0,12;0;0
Monte Alegre de Goiás;2012;1,28285714285714;5,02;1,86;1,79;0,07;0,24;0;0
Monte Alegre de Goiás;2012;1,28285714285714;5,02;1,86;0,07;1,79;0,24;0;0
Monte Alegre de Goiás;2014;1,43285714285714;6,07;2,37;1,31;0,08;0,2;0;0
Monte Alegre de Goiás;2014;1,43285714285714;6,07;2,37;0,08;1,31;0,2;0;0
Monte Alegre de Goiás;2016;1,26857142857143;4,11;3,9;0,13;0,53;0,2;0;0,01
Monte Alegre de Goiás;2016;1,26857142857143;4,11;3,9;0,53;0,13;0,2;0;0,01
Monte Alegre de Goiás;2018;0,977142857142857;4,11;1,82;0,53;0,16;0,22;0;0
Monte Alegre de Goiás;2018;0,977142857142857;4,11;1,82;0,16;0,53;0,22;0;0
Montes Claros de Goiás;2012;1,70142857142857;3,46;2,27;4,44;0,81;0,9;0,01;0,02
Montes Claros de Goiás;2012;1,70142857142857;3,46;2,27;0,81;4,44;0,9;0,01;0,02
Montes Claros de Goiás;2014;2,33285714285714;6,11;3,64;4,37;1,19;0,98;0,01;0,03
Montes Claros de Goiás;2014;2,33285714285714;6,11;3,64;1,19;4,37;0,98;0,01;0,03
Montes Claros de Goiás;2016;2,09428571428571;4,15;4,7;3,06;1,79;0,91;0,02;0,03
Montes Claros de Goiás;2016;2,09428571428571;4,15;4,7;1,79;3,06;0,91;0,02;0,03
Montes Claros de Goiás;2018;1,75714285714286;4,15;1,96;3,06;1,94;1,14;0,02;0,03
Montes Claros de Goiás;2018;1,75714285714286;4,15;1,96;1,94;3,06;1,14;0,02;0,03
Montividiu;2012;1,88;2,87;1,67;2,62;2,39;3,47;0,07;0,07
Montividiu;2012;1,88;2,87;1,67;2,39;2,62;3,47;0,07;0,07
Montividiu;2014;2,56571428571429;5,13;3,5;3,11;2,91;3,17;0,07;0,07
Montividiu;2014;2,56571428571429;5,13;3,5;2,91;3,11;3,17;0,07;0,07
Montividiu;2016;2,52;3,11;4,12;2,57;4,47;3,22;0,08;0,07
Montividiu;2016;2,52;3,11;4,12;4,47;2,57;3,22;0,08;0,07
Montividiu;2018;2,14142857142857;3,11;2,49;2,57;3,66;3,02;0,07;0,07
Montividiu;2018;2,14142857142857;3,11;2,49;3,66;2,57;3,02;0,07;0,07
Montividiu do Norte;2012;0,857142857142857;3,71;1,35;0,58;0,18;0,18;0;0
Montividiu do Norte;2012;0,857142857142857;3,71;1,35;0,18;0,58;0,18;0;0
Montividiu do Norte;2014;1,37428571428571;6,52;2,18;0,23;0,53;0,16;0;0
Montividiu do Norte;2014;1,37428571428571;6,52;2,18;0,53;0,23;0,16;0;0
Montividiu do Norte;2016;1,29142857142857;3,96;4,43;0,1;0,38;0,17;0;0
Montividiu do Norte;2016;1,29142857142857;3,96;4,43;0,38;0,1;0,17;0;0
Montividiu do Norte;2018;0,987142857142857;3,96;2,21;0,1;0,46;0,18;0;0
Montividiu do Norte;2018;0,987142857142857;3,96;2,21;0,46;0,1;0,18;0;0
Morrinhos;2012;1,80285714285714;3,19;1,97;0,84;3,33;2,92;0,21;0,16
Morrinhos;2012;1,80285714285714;3,19;1,97;3,33;0,84;2,92;0,21;0,16
Morrinhos;2014;2,48857142857143;6,34;3,19;4,03;1,03;2,42;0,25;0,16
Morrinhos;2014;2,48857142857143;6,34;3,19;1,03;4,03;2,42;0,25;0,16
Morrinhos;2016;2,42714285714286;3,2;4,28;4,82;1,64;2,59;0,29;0,17
Morrinhos;2016;2,42714285714286;3,2;4,28;1,64;4,82;2,59;0,29;0,17
Morrinhos;2018;1,98285714285714;3,2;1,87;4,82;1,43;2,04;0,36;0,16
Morrinhos;2018;1,98285714285714;3,2;1,87;1,43;4,82;2,04;0,36;0,16
Morro Agudo de Goiás;2012;0,92;3,76;1,99;0,36;0,24;0,09;0;0
Morro Agudo de Goiás;2012;0,92;3,76;1,99;0,24;0,36;0,09;0;0
Morro Agudo de Goiás;2014;1,49142857142857;7,16;2,4;0,51;0,29;0,08;0;0
Morro Agudo de Goiás;2014;1,49142857142857;7,16;2,4;0,29;0,51;0,08;0;0
Morro Agudo de Goiás;2016;1,43;4,15;3,99;1,35;0,44;0,08;0;0
Morro Agudo de Goiás;2016;1,43;4,15;3,99;0,44;1,35;0,08;0;0
Morro Agudo de Goiás;2018;1,13142857142857;4,15;1,78;1,35;0,55;0,09;0;0
Morro Agudo de Goiás;2018;1,13142857142857;4,15;1,78;0,55;1,35;0,09;0;0
Mossâmedes;2012;1,22142857142857;3,24;3,3;0,89;0,59;0,51;0,01;0,01
Mossâmedes;2012;1,22142857142857;3,24;3,3;0,59;0,89;0,51;0,01;0,01
Mossâmedes;2014;1,37714285714286;5,74;2,13;1,17;0,37;0,22;0,01;0
Mossâmedes;2014;1,37714285714286;5,74;2,13;0,37;1,17;0,22;0,01;0
Mossâmedes;2016;1,33;3,79;1,86;2,78;0,6;0,26;0,01;0,01
Mossâmedes;2016;1,33;3,79;1,86;0,6;2,78;0,26;0,01;0,01
Mossâmedes;2018;1,29428571428571;3,79;1,59;2,78;0,64;0,25;0,01;0
Mossâmedes;2018;1,29428571428571;3,79;1,59;0,64;2,78;0,25;0,01;0
Mozarlândia;2012;1,24571428571429;4,83;1,18;1,06;1,03;0,38;0,19;0,05
Mozarlândia;2012;1,24571428571429;4,83;1,18;1,03;1,06;0,38;0,19;0,05
Mozarlândia;2014;1,94285714285714;6,97;3,17;1,42;1,43;0,31;0,25;0,05
Mozarlândia;2014;1,94285714285714;6,97;3,17;1,43;1,42;0,31;0,25;0,05
Mozarlândia;2016;2,06571428571429;4,25;5,33;1,96;2,26;0,32;0,28;0,06
Mozarlândia;2016;2,06571428571429;4,25;5,33;2,26;1,96;0,32;0,28;0,06
Mozarlândia;2018;1,37857142857143;4,25;1,15;1,96;1,65;0,37;0,22;0,05
Mozarlândia;2018;1,37857142857143;4,25;1,15;1,65;1,96;0,37;0,22;0,05
Mundo Novo;2012;1,14;2,59;1,78;2,82;0,35;0,43;0;0,01
Mundo Novo;2012;1,14;2,59;1,78;0,35;2,82;0,43;0;0,01
Mundo Novo;2014;1,48714285714286;5,44;2,14;2,02;0,43;0,37;0;0,01
Mundo Novo;2014;1,48714285714286;5,44;2,14;0,43;2,02;0,37;0;0,01
Mundo Novo;2016;1,30857142857143;3,97;3,82;0,29;0,69;0,37;0,01;0,01
Mundo Novo;2016;1,30857142857143;3,97;3,82;0,69;0,29;0,37;0,01;0,01
Mundo Novo;2018;1,04857142857143;3,97;1,94;0,29;0,76;0,36;0,01;0,01
Mundo Novo;2018;1,04857142857143;3,97;1,94;0,76;0,29;0,36;0,01;0,01
Mutunópolis;2012;1,17;4,8;1,69;1,28;0,24;0,18;0;0
Mutunópolis;2012;1,17;4,8;1,69;0,24;1,28;0,18;0;0
Mutunópolis;2014;1,56857142857143;6,87;2,01;1,73;0,24;0,13;0;0
Mutunópolis;2014;1,56857142857143;6,87;2,01;0,24;1,73;0,13;0;0
Mutunópolis;2016;1,45428571428571;4,09;3,56;2,04;0,35;0,14;0;0
Mutunópolis;2016;1,45428571428571;4,09;3,56;0,35;2,04;0,14;0;0
Mutunópolis;2018;1,26857142857143;4,09;2,03;2,04;0,54;0,18;0;0
Mutunópolis;2018;1,26857142857143;4,09;2,03;0,54;2,04;0,18;0;0
Nazário;2012;1,24857142857143;4,6;1,69;1,69;0,47;0,22;0,05;0,02
Nazário;2012;1,24857142857143;4,6;1,69;0,47;1,69;0,22;0,05;0,02
Nazário;2014;1,89857142857143;6,28;2,27;4,04;0,48;0,17;0,04;0,01
Nazário;2014;1,89857142857143;6,28;2,27;0,48;4,04;0,17;0,04;0,01
Nazário;2016;1,43285714285714;3,49;3,43;2,03;0,83;0,18;0,05;0,02
Nazário;2016;1,43285714285714;3,49;3,43;0,83;2,03;0,18;0,05;0,02
Nazário;2018;1,27142857142857;3,49;2,28;2,03;0,83;0,19;0,06;0,02
Nazário;2018;1,27142857142857;3,49;2,28;0,83;2,03;0,19;0,06;0,02
Nerópolis;2012;1,51571428571429;3,49;1,66;4,3;0,72;0,13;0,22;0,09
Nerópolis;2012;1,51571428571429;3,49;1,66;0,72;4,3;0,13;0,22;0,09
Nerópolis;2014;2,04428571428571;5,89;2,93;4,02;0,95;0,15;0,28;0,09
Nerópolis;2014;2,04428571428571;5,89;2,93;0,95;4,02;0,15;0,28;0,09
Nerópolis;2016;2,17714285714286;3,94;4,97;1,49;4,23;0,21;0,3;0,1
Nerópolis;2016;2,17714285714286;3,94;4,97;4,23;1,49;0,21;0,3;0,1
Nerópolis;2018;1,63428571428571;3,94;1,66;4,23;1,12;0,15;0,25;0,09
Nerópolis;2018;1,63428571428571;3,94;1,66;1,12;4,23;0,15;0,25;0,09
Niquelândia;2012;1,71428571428571;4,25;1,45;3,23;0,98;1,29;0,66;0,14
Niquelândia;2012;1,71428571428571;4,25;1,45;0,98;3,23;1,29;0,66;0,14
Niquelândia;2014;2,07571428571429;5,07;2,85;3,38;1,12;1,28;0,7;0,13
Niquelândia;2014;2,07571428571429;5,07;2,85;1,12;3,38;1,28;0,7;0,13
Niquelândia;2016;1,55428571428571;2,81;1,9;2,24;1,66;1,54;0,57;0,16
Niquelândia;2016;1,55428571428571;2,81;1,9;1,66;2,24;1,54;0,57;0,16
Niquelândia;2018;1,16285714285714;2,81;0,74;2,24;0,92;0,92;0,41;0,1
Niquelândia;2018;1,16285714285714;2,81;0,74;0,92;2,24;0,92;0,41;0,1
Nova América;2012;1,29285714285714;5,96;2,02;0,26;0,74;0,07;0;0
Nova América;2012;1,29285714285714;5,96;2,02;0,74;0,26;0,07;0;0
Nova América;2014;1,48571428571429;6,69;2,19;1,18;0,28;0,06;0;0
Nova América;2014;1,48571428571429;6,69;2,19;0,28;1,18;0,06;0;0
Nova América;2016;1,30714285714286;4,1;3,95;0,57;0,46;0,07;0;0
Nova América;2016;1,30714285714286;4,1;3,95;0,46;0,57;0,07;0;0
Nova América;2018;1,02285714285714;4,1;1,87;0,57;0,54;0,08;0;0
Nova América;2018;1,02285714285714;4,1;1,87;0,54;0,57;0,08;0;0
Nova Aurora;2012;1,39142857142857;8,18;0,45;0,58;0,41;0,12;0;0
Nova Aurora;2012;1,39142857142857;8,18;0,45;0,41;0,58;0,12;0;0
Nova Aurora;2014;1,55857142857143;7,37;2,26;0,8;0,4;0,08;0;0
Nova Aurora;2014;1,55857142857143;7,37;2,26;0,4;0,8;0,08;0;0
Nova Aurora;2016;1,32428571428571;4,1;3,92;0,35;0,79;0,11;0;0
Nova Aurora;2016;1,32428571428571;4,1;3,92;0,79;0,35;0,11;0;0
Nova Aurora;2018;1,23571428571429;4,1;3,06;0,35;1,03;0,09;0,02;0
Nova Aurora;2018;1,23571428571429;4,1;3,06;1,03;0,35;0,09;0,02;0
Nova Crixás;2012;1,38142857142857;4,81;1,83;0,92;0,69;1,38;0,01;0,03
Nova Crixás;2012;1,38142857142857;4,81;1,83;0,69;0,92;1,38;0,01;0,03
Nova Crixás;2014;2,13428571428571;7,58;2,31;3,03;0,83;1,15;0,01;0,03
Nova Crixás;2014;2,13428571428571;7,58;2,31;0,83;3,03;1,15;0,01;0,03
Nova Crixás;2016;1,96571428571429;4,91;3,91;2,43;1,28;1,19;0,01;0,03
Nova Crixás;2016;1,96571428571429;4,91;3,91;1,28;2,43;1,19;0,01;0,03
Nova Crixás;2018;1,87;4,91;2,68;2,43;1,54;1,48;0,02;0,03
Nova Crixás;2018;1,87;4,91;2,68;1,54;2,43;1,48;0,02;0,03
Nova Glória;2012;0,841428571428572;2,69;1,71;0,99;0,21;0,27;0,01;0,01
Nova Glória;2012;0,841428571428572;2,69;1,71;0,21;0,99;0,27;0,01;0,01
Nova Glória;2014;1,52857142857143;7,41;2,02;1,03;0,13;0,1;0;0,01
Nova Glória;2014;1,52857142857143;7,41;2,02;0,13;1,03;0,1;0;0,01
Nova Glória;2016;1,28714285714286;4,26;3,74;0,39;0,36;0,23;0,01;0,02
